"GP-No";"Name";"Time";"Timegap";"X";"Y";"X-offset";"Y-offset";"Pupil Diameter Left (mm)";"Pupil Diameter Right (mm)";"Mouse X-coord";"Mouse Y-coord";"AoI"
"1";"P 23";"0";"0";"1502";"428";"0";"0";"4.46";"0";"3306";"1220";"100%"
"2";"P 23";"27";"27";"1582";"216";"0";"0";"4.65";"4.07";"3306";"1220";"100%"
"3";"P 23";"107";"79";"1595";"172";"0";"0";"4.66";"4.49";"3306";"1220";"100%"
"4";"P 23";"121";"13";"1651";"96";"0";"0";"4.67";"0";"3306";"1220";"100%"
"5";"P 23";"134";"13";"1608";"139";"0";"0";"4.66";"4.55";"3306";"1220";"100%"
"6";"P 23";"148";"13";"1860";"782";"0";"0";"0";"4.49";"3306";"1220";"100%,50%"
"7";"P 23";"162";"13";"1635";"86";"0";"0";"4.7";"4.55";"3306";"1220";"100%"
"8";"P 23";"176";"13";"1601";"109";"0";"0";"4.72";"4.54";"3306";"1220";"100%"
"9";"P 23";"189";"13";"1635";"139";"0";"0";"4.72";"4.57";"3306";"1220";"100%"
"10";"P 23";"203";"13";"1638";"90";"0";"0";"4.72";"4.59";"3306";"1220";"100%"
"11";"P 23";"217";"13";"1615";"20";"0";"0";"4.68";"4.56";"3306";"1220";"-"
"12";"P 23";"231";"13";"1598";"3";"0";"0";"4.71";"4.61";"3306";"1220";"-"
"13";"P 23";"245";"13";"1621";"46";"0";"0";"4.75";"4.61";"3306";"1220";"100%"
"14";"P 23";"258";"13";"1618";"119";"0";"0";"4.8";"4.6";"3306";"1220";"100%"
"15";"P 23";"313";"55";"1605";"30";"0";"0";"4.77";"4.58";"3306";"1220";"-"
"16";"P 23";"356";"42";"1618";"53";"0";"0";"4.79";"4.65";"3306";"1220";"100%"
"17";"P 23";"369";"12";"1552";"43";"0";"0";"4.83";"4.65";"3306";"1220";"-"
"18";"P 23";"397";"27";"1575";"27";"0";"0";"4.86";"4.65";"3306";"1220";"-"
"19";"P 23";"410";"13";"1578";"50";"0";"0";"4.86";"4.62";"3306";"1220";"100%"
"20";"P 23";"451";"40";"1615";"3";"0";"0";"4.87";"4.69";"3306";"1220";"-"
"21";"P 23";"590";"138";"1678";"477";"0";"0";"0";"4.75";"3306";"1220";"100%"
"22";"P 23";"617";"27";"1552";"322";"0";"0";"4.89";"4.81";"3306";"1220";"100%"
"23";"P 23";"631";"14";"1482";"358";"0";"0";"4.91";"0";"3306";"1220";"100%"
"24";"P 23";"645";"13";"1538";"348";"0";"0";"4.92";"4.8";"3306";"1220";"100%"
"25";"P 23";"659";"13";"1432";"375";"0";"0";"4.9";"4.82";"3306";"1220";"100%"
"26";"P 23";"686";"27";"1552";"345";"0";"0";"4.94";"4.81";"3306";"1220";"100%"
"27";"P 23";"700";"13";"1091";"842";"0";"0";"4.86";"4.83";"3306";"1220";"100%"
"28";"P 23";"714";"13";"1505";"365";"0";"0";"4.86";"4.8";"3306";"1220";"100%"
"29";"P 23";"727";"13";"1436";"351";"0";"0";"4.88";"4.72";"3306";"1220";"100%"
"30";"P 23";"741";"13";"1422";"341";"0";"0";"4.8";"4.73";"3306";"1220";"100%"
"31";"P 23";"755";"13";"1406";"332";"0";"0";"4.76";"4.75";"3306";"1220";"100%"
"32";"P 23";"769";"13";"1399";"385";"0";"0";"4.67";"4.68";"3306";"1220";"100%"
"33";"P 23";"783";"13";"1495";"341";"0";"0";"4.63";"4.62";"3306";"1220";"100%"
"34";"P 23";"796";"13";"1422";"308";"0";"0";"4.57";"4.55";"3306";"1220";"100%"
"35";"P 23";"810";"14";"1512";"322";"0";"0";"4.56";"4.53";"3306";"1220";"100%"
"36";"P 23";"824";"13";"1532";"345";"0";"0";"4.53";"4.51";"3306";"1220";"100%"
"37";"P 23";"852";"27";"1459";"275";"0";"0";"4.4";"4.37";"3306";"1220";"100%"
"38";"P 23";"865";"13";"1492";"219";"0";"0";"4.34";"0";"3306";"1220";"100%"
"39";"P 23";"879";"14";"1505";"222";"0";"0";"4.33";"4.29";"3306";"1220";"100%"
"40";"P 23";"893";"13";"1499";"222";"0";"0";"4.22";"4.25";"3306";"1220";"100%"
"41";"P 23";"907";"13";"1459";"295";"0";"0";"4.13";"4.15";"3306";"1220";"100%"
"42";"P 23";"921";"13";"1446";"232";"0";"0";"-1";"4.13";"3306";"1220";"100%"
"43";"P 23";"934";"13";"1459";"295";"0";"0";"4.05";"4.05";"3306";"1220";"100%"
"44";"P 23";"948";"13";"1459";"186";"0";"0";"3.98";"0";"3306";"1220";"100%"
"45";"P 23";"962";"13";"1446";"242";"0";"0";"3.96";"3.99";"3306";"1220";"100%"
"46";"P 23";"976";"13";"1479";"189";"0";"0";"3.93";"0";"3306";"1220";"100%"
"47";"P 23";"989";"13";"1548";"229";"0";"0";"3.9";"3.87";"3306";"1220";"100%"
"48";"P 23";"1003";"13";"1628";"938";"0";"0";"0";"3.86";"3306";"1220";"100%,50%"
"49";"P 23";"1017";"14";"1452";"206";"0";"0";"3.75";"3.78";"3306";"1220";"100%"
"50";"P 23";"1031";"13";"1515";"156";"0";"0";"3.71";"3.77";"3306";"1220";"100%"
"51";"P 23";"1045";"13";"1555";"143";"0";"0";"3.7";"0";"3306";"1220";"100%"
"52";"P 23";"1059";"14";"1582";"928";"0";"0";"0";"3.67";"3306";"1220";"100%,50%"
"53";"P 23";"1072";"13";"1509";"103";"0";"0";"3.64";"3.64";"3306";"1220";"100%"
"54";"P 23";"1086";"14";"1519";"239";"0";"0";"3.56";"0";"3306";"1220";"100%"
