"GP-No";"Name";"Time";"Timegap";"X";"Y";"X-offset";"Y-offset";"Pupil Diameter Left (mm)";"Pupil Diameter Right (mm)";"Mouse X-coord";"Mouse Y-coord";"AoI"
"1";"P 45";"0";"0";"1721";"912";"0";"0";"3.93";"0";"1926";"1074";"100%,50%"
"2";"P 45";"68";"68";"1724";"961";"0";"0";"3.99";"4.19";"1926";"1074";"100%,25%,50%"
"3";"P 45";"82";"13";"1731";"918";"0";"0";"3.96";"0";"1926";"1074";"100%,50%"
"4";"P 45";"96";"13";"1774";"958";"0";"0";"3.99";"0";"1926";"1074";"100%,25%,50%"
"5";"P 45";"110";"13";"1724";"932";"0";"0";"3.92";"4.17";"1926";"1074";"100%,50%"
"6";"P 45";"123";"13";"1747";"961";"0";"0";"3.89";"0";"1926";"1074";"100%,25%,50%"
"7";"P 45";"137";"13";"1724";"1021";"0";"0";"0";"4.2";"1926";"1074";"100%,25%,50%"
"8";"P 45";"151";"13";"1744";"865";"0";"0";"3.97";"0";"1926";"1074";"100%,50%"
"9";"P 45";"165";"13";"1751";"918";"0";"0";"3.94";"4.23";"1926";"1074";"100%,50%"
"10";"P 45";"179";"13";"1741";"1044";"0";"0";"0";"4.16";"1926";"1074";"100%,25%,50%"
"11";"P 45";"192";"13";"1771";"915";"0";"0";"3.97";"0";"1926";"1074";"100%,50%"
"12";"P 45";"206";"13";"1708";"1008";"0";"0";"0";"4.12";"1926";"1074";"100%,25%,50%"
"13";"P 45";"303";"96";"1721";"1031";"0";"0";"0";"4.15";"1933";"1091";"100%,25%,50%"
"14";"P 45";"344";"41";"1741";"905";"0";"0";"3.89";"4.13";"1933";"1091";"100%,50%"
"15";"P 45";"358";"13";"1754";"985";"0";"0";"0";"4.18";"1933";"1091";"100%,25%,50%"
"16";"P 45";"399";"41";"1784";"998";"0";"0";"0";"4.13";"1940";"1091";"100%,25%,50%"
"17";"P 45";"427";"27";"1731";"961";"0";"0";"3.97";"0";"1940";"1091";"100%,25%,50%"
"18";"P 45";"454";"27";"1727";"985";"0";"0";"3.98";"4.2";"1940";"1091";"100%,25%,50%"
"19";"P 45";"468";"13";"1761";"935";"0";"0";"3.99";"0";"1940";"1091";"100%,50%"
"20";"P 45";"496";"27";"1771";"1034";"0";"0";"3.94";"0";"1940";"1091";"100%,25%,50%"
"21";"P 45";"510";"13";"1877";"1306";"0";"0";"4.01";"0";"1940";"1091";"100%,25%,50%"
"22";"P 45";"523";"13";"1920";"1313";"0";"0";"0";"4.18";"1940";"1091";"100%,25%,50%"
"23";"P 45";"537";"13";"1893";"1293";"0";"0";"4.12";"0";"1940";"1091";"100%,25%,50%"
"24";"P 45";"565";"27";"1810";"1489";"0";"0";"4.08";"4.23";"1940";"1091";"100%,25%,50%"
"25";"P 45";"578";"13";"1751";"1349";"0";"0";"4.14";"4.25";"1940";"1091";"10%,100%,25%,50%"
"26";"P 45";"592";"13";"1936";"1363";"0";"0";"0";"4.25";"1940";"1091";"100%,25%,50%"
"27";"P 45";"620";"27";"2042";"1389";"0";"0";"0";"4.29";"1996";"1091";"100%,50%"
"28";"P 45";"634";"13";"1993";"1339";"0";"0";"0";"4.29";"1996";"1091";"100%,25%,50%"
"29";"P 45";"648";"13";"1950";"1293";"0";"0";"0";"4.34";"1996";"1091";"100%,25%,50%"
"30";"P 45";"675";"27";"1820";"1313";"0";"0";"0";"4.4";"1996";"1091";"10%,100%,25%,50%"
"31";"P 45";"689";"14";"1761";"1220";"0";"0";"4.19";"4.39";"1996";"1091";"10%,100%,25%,50%"
"32";"P 45";"730";"41";"1916";"1296";"0";"0";"0";"4.45";"3339";"1320";"100%,25%,50%"
"33";"P 45";"744";"13";"1754";"1263";"0";"0";"4.23";"0";"3339";"1320";"10%,100%,25%,50%"
"34";"P 45";"758";"14";"1877";"1326";"0";"0";"0";"4.46";"3339";"1320";"100%,25%,50%"
"35";"P 45";"772";"13";"1777";"1174";"0";"0";"4.29";"4.45";"3339";"1320";"10%,100%,25%,50%"
"36";"P 45";"799";"27";"1774";"1194";"0";"0";"4.36";"0";"3339";"1320";"10%,100%,25%,50%"
"37";"P 45";"827";"27";"1767";"1230";"0";"0";"4.22";"4.49";"3339";"1320";"10%,100%,25%,50%"
"38";"P 45";"841";"13";"1751";"1233";"0";"0";"4.26";"4.49";"3339";"1320";"10%,100%,25%,50%"
"39";"P 45";"855";"14";"1741";"1253";"0";"0";"4.3";"4.49";"3339";"1320";"10%,100%,25%,50%"
"40";"P 45";"868";"13";"1757";"1210";"0";"0";"4.23";"4.47";"3339";"1320";"10%,100%,25%,50%"
"41";"P 45";"882";"14";"1751";"1204";"0";"0";"4.19";"4.51";"3339";"1320";"10%,100%,25%,50%"
"42";"P 45";"896";"13";"1747";"1227";"0";"0";"4.25";"4.44";"3339";"1320";"10%,100%,25%,50%"
"43";"P 45";"910";"13";"1711";"1147";"0";"0";"4.08";"0";"3339";"1320";"10%,100%,25%,50%"
"44";"P 45";"923";"13";"1767";"1250";"0";"0";"4.07";"0";"3339";"1320";"10%,100%,25%,50%"
"45";"P 45";"965";"41";"1943";"1306";"0";"0";"0";"4.08";"3339";"1320";"100%,25%,50%"
"46";"P 45";"979";"13";"1757";"1230";"0";"0";"3.82";"4.02";"3339";"1320";"10%,100%,25%,50%"
"47";"P 45";"992";"13";"1867";"1223";"0";"0";"0";"3.94";"3339";"1320";"10%,100%,25%,50%"
"48";"P 45";"1061";"68";"1790";"1204";"0";"0";"0";"3.7";"3339";"1320";"10%,100%,25%,50%"
"49";"P 45";"1089";"27";"1781";"1170";"0";"0";"0";"3.61";"3339";"1320";"10%,100%,25%,50%"
"50";"P 45";"1103";"13";"1797";"1283";"0";"0";"0";"3.57";"3339";"1320";"10%,100%,25%,50%"
"51";"P 45";"1116";"13";"1781";"1174";"0";"0";"0";"3.5";"3339";"1320";"10%,100%,25%,50%"
"52";"P 45";"1130";"14";"1794";"1134";"0";"0";"0";"3.47";"3339";"1320";"10%,100%,25%,50%"
"53";"P 45";"1144";"13";"1807";"1207";"0";"0";"0";"3.44";"3339";"1320";"10%,100%,25%,50%"
"54";"P 45";"1158";"13";"1820";"1197";"0";"0";"0";"3.46";"3339";"1320";"10%,100%,25%,50%"
"55";"P 45";"1171";"13";"1830";"1227";"0";"0";"0";"3.4";"3339";"1320";"10%,100%,25%,50%"
"56";"P 45";"1199";"27";"1837";"1197";"0";"0";"0";"3.39";"3339";"1320";"10%,100%,25%,50%"
"57";"P 45";"1213";"13";"1834";"1074";"0";"0";"0";"3.28";"3339";"1320";"100%,25%,50%"
"58";"P 45";"1227";"13";"1830";"1157";"0";"0";"0";"3.31";"3339";"1320";"10%,100%,25%,50%"
"59";"P 45";"1240";"13";"1850";"1223";"0";"0";"0";"3.28";"3339";"1320";"10%,100%,25%,50%"
"60";"P 45";"1254";"13";"1840";"1223";"0";"0";"0";"3.21";"3339";"1320";"10%,100%,25%,50%"
"61";"P 45";"1268";"14";"1834";"1190";"0";"0";"0";"3.22";"3339";"1320";"10%,100%,25%,50%"
"62";"P 45";"1282";"13";"1804";"1167";"0";"0";"0";"3.26";"3339";"1320";"10%,100%,25%,50%"
"63";"P 45";"1296";"13";"1834";"1177";"0";"0";"0";"3.22";"3339";"1320";"10%,100%,25%,50%"
"64";"P 45";"1310";"14";"1827";"1257";"0";"0";"0";"3.27";"3339";"1320";"10%,100%,25%,50%"
"65";"P 45";"1323";"13";"1844";"1141";"0";"0";"0";"3.21";"3339";"1320";"100%,25%,50%"
"66";"P 45";"1337";"13";"1834";"1180";"0";"0";"0";"3.15";"3339";"1320";"10%,100%,25%,50%"
"67";"P 45";"1364";"27";"1807";"1250";"0";"0";"0";"3.16";"3339";"1320";"10%,100%,25%,50%"
"68";"P 45";"1392";"27";"1817";"1157";"0";"0";"0";"3.15";"3339";"1320";"10%,100%,25%,50%"
"69";"P 45";"1406";"14";"1810";"1243";"0";"0";"0";"3.22";"3339";"1320";"10%,100%,25%,50%"
"70";"P 45";"1420";"13";"1847";"1194";"0";"0";"0";"3.23";"3339";"1320";"10%,100%,25%,50%"
"71";"P 45";"1433";"13";"1814";"1160";"0";"0";"0";"3.15";"3339";"1320";"10%,100%,25%,50%"
"72";"P 45";"1448";"14";"1807";"1147";"0";"0";"0";"3.21";"3339";"1320";"10%,100%,25%,50%"
"73";"P 45";"1475";"27";"1774";"1121";"0";"0";"0";"3.07";"3339";"1320";"100%,25%,50%"
"74";"P 45";"1503";"27";"1844";"1177";"0";"0";"0";"3.14";"3339";"1320";"10%,100%,25%,50%"
"75";"P 45";"1516";"13";"1820";"1164";"0";"0";"0";"3.16";"3339";"1320";"10%,100%,25%,50%"
"76";"P 45";"1530";"13";"1807";"1107";"0";"0";"0";"3.17";"3339";"1320";"100%,25%,50%"
"77";"P 45";"1544";"13";"1820";"1200";"0";"0";"0";"3.15";"3339";"1320";"10%,100%,25%,50%"
"78";"P 45";"1558";"13";"1790";"1190";"0";"0";"0";"3.15";"3339";"1320";"10%,100%,25%,50%"
"79";"P 45";"1571";"13";"1850";"1147";"0";"0";"0";"3.11";"3339";"1320";"100%,25%,50%"
"80";"P 45";"1599";"27";"1830";"1210";"0";"0";"0";"3.15";"3339";"1320";"10%,100%,25%,50%"
"81";"P 45";"1613";"13";"1797";"1114";"0";"0";"0";"3.18";"3339";"1320";"100%,25%,50%"
"82";"P 45";"1627";"13";"1820";"1220";"0";"0";"0";"3.17";"3339";"1320";"10%,100%,25%,50%"
"83";"P 45";"1640";"13";"1814";"1240";"0";"0";"0";"3.19";"3339";"1320";"10%,100%,25%,50%"
"84";"P 45";"1654";"13";"1850";"1190";"0";"0";"0";"3.18";"3339";"1320";"10%,100%,25%,50%"
"85";"P 45";"1682";"27";"1834";"1227";"0";"0";"0";"3.23";"3339";"1320";"10%,100%,25%,50%"
"86";"P 45";"1696";"14";"1807";"1071";"0";"0";"0";"3.18";"3339";"1320";"100%,25%,50%"
"87";"P 45";"1710";"13";"1830";"1243";"0";"0";"0";"3.22";"3339";"1320";"10%,100%,25%,50%"
"88";"P 45";"1723";"13";"1814";"1078";"0";"0";"0";"3.17";"3339";"1320";"100%,25%,50%"
"89";"P 45";"1737";"13";"1847";"1200";"0";"0";"0";"3.24";"3339";"1320";"10%,100%,25%,50%"
"90";"P 45";"1751";"13";"1837";"1147";"0";"0";"0";"3.23";"3339";"1320";"100%,25%,50%"
"91";"P 45";"1792";"41";"1810";"1157";"0";"0";"0";"3.28";"3339";"1320";"10%,100%,25%,50%"
"92";"P 45";"1806";"14";"1814";"1141";"0";"0";"0";"3.21";"3339";"1320";"10%,100%,25%,50%"
"93";"P 45";"1820";"13";"1837";"1121";"0";"0";"0";"3.21";"3339";"1320";"100%,25%,50%"
"94";"P 45";"1834";"13";"1834";"1164";"0";"0";"0";"3.21";"3339";"1320";"10%,100%,25%,50%"
"95";"P 45";"1847";"13";"1824";"1127";"0";"0";"0";"3.21";"3339";"1320";"100%,25%,50%"
