"GP-No";"Name";"Time";"Timegap";"X";"Y";"X-offset";"Y-offset";"Pupil Diameter Left (mm)";"Pupil Diameter Right (mm)";"Mouse X-coord";"Mouse Y-coord";"AoI"
"1";"P 50";"0";"0";"2029";"948";"0";"0";"4.53";"4.66";"2082";"995";"100%,50%"
"2";"P 50";"13";"13";"2039";"932";"0";"0";"4.51";"0";"2082";"995";"100%,50%"
"3";"P 50";"27";"13";"2029";"935";"0";"0";"4.5";"4.66";"2082";"995";"100%,50%"
"4";"P 50";"57";"29";"2039";"968";"0";"0";"4.52";"0";"2082";"995";"100%,50%"
"5";"P 50";"82";"25";"2029";"938";"0";"0";"4.54";"4.7";"2082";"995";"100%,50%"
"6";"P 50";"110";"27";"2003";"899";"0";"0";"4.51";"4.75";"2082";"995";"100%,50%"
"7";"P 50";"124";"13";"2042";"971";"0";"0";"4.51";"0";"2082";"995";"100%,50%"
"8";"P 50";"137";"13";"2036";"961";"0";"0";"4.51";"0";"2082";"995";"100%,50%"
"9";"P 50";"165";"27";"2013";"925";"0";"0";"4.53";"4.73";"2082";"995";"100%,50%"
"10";"P 50";"179";"13";"2033";"978";"0";"0";"4.56";"4.73";"2082";"995";"100%,50%"
"11";"P 50";"193";"13";"1588";"789";"0";"0";"4.47";"4.84";"2082";"995";"100%,50%"
"12";"P 50";"206";"13";"1091";"666";"0";"0";"4.57";"0";"2082";"995";"100%"
"13";"P 50";"220";"13";"822";"550";"0";"0";"4.49";"0";"2082";"995";"100%"
"14";"P 50";"234";"13";"736";"560";"0";"0";"4.47";"4.83";"2082";"995";"-"
"15";"P 50";"248";"13";"796";"540";"0";"0";"4.54";"0";"2082";"995";"-"
"16";"P 50";"261";"13";"773";"564";"0";"0";"4.53";"4.8";"2082";"995";"-"
"17";"P 50";"275";"13";"779";"524";"0";"0";"4.57";"0";"2082";"995";"-"
"18";"P 50";"289";"13";"766";"521";"0";"0";"4.49";"4.78";"2082";"995";"-"
"19";"P 50";"303";"13";"776";"511";"0";"0";"4.49";"4.75";"2082";"995";"-"
"20";"P 50";"317";"13";"759";"554";"0";"0";"4.54";"0";"2082";"995";"-"
"21";"P 50";"330";"13";"746";"507";"0";"0";"4.56";"0";"2082";"995";"-"
"22";"P 50";"344";"13";"819";"537";"0";"0";"4.51";"4.83";"2082";"995";"100%"
"23";"P 50";"358";"13";"749";"517";"0";"0";"4.6";"0";"2082";"995";"-"
"24";"P 50";"372";"13";"753";"1320";"0";"0";"5.39";"0";"2082";"995";"100%"
"25";"P 50";"385";"13";"763";"511";"0";"0";"4.56";"0";"2082";"995";"-"
"26";"P 50";"399";"13";"763";"474";"0";"0";"4.54";"0";"2082";"995";"-"
"27";"P 50";"413";"13";"773";"507";"0";"0";"4.52";"4.96";"2082";"995";"-"
"28";"P 50";"427";"13";"859";"521";"0";"0";"4.59";"0";"2082";"995";"100%"
"29";"P 50";"441";"13";"1117";"521";"0";"0";"4.63";"0";"2082";"995";"100%"
"30";"P 50";"454";"13";"1263";"647";"0";"0";"4.63";"0";"2082";"995";"100%"
"31";"P 50";"468";"13";"1369";"530";"0";"0";"4.66";"0";"2082";"995";"100%"
"32";"P 50";"482";"13";"1353";"517";"0";"0";"4.61";"0";"2082";"995";"100%"
"33";"P 50";"496";"13";"1323";"610";"0";"0";"4.67";"0";"2082";"995";"100%"
"34";"P 50";"510";"13";"1412";"610";"0";"0";"4.65";"0";"2082";"995";"100%"
"35";"P 50";"523";"13";"1340";"550";"0";"0";"4.66";"4.89";"2082";"995";"100%"
"36";"P 50";"537";"13";"1409";"501";"0";"0";"4.67";"0";"2082";"995";"100%"
"37";"P 50";"551";"13";"1396";"564";"0";"0";"4.67";"0";"2082";"995";"100%"
"38";"P 50";"565";"13";"1383";"584";"0";"0";"4.68";"0";"2082";"995";"100%"
"39";"P 50";"579";"13";"1349";"560";"0";"0";"4.69";"4.89";"2082";"995";"100%"
"40";"P 50";"593";"13";"1353";"504";"0";"0";"4.65";"4.95";"2082";"995";"100%"
"41";"P 50";"606";"13";"1333";"587";"0";"0";"4.75";"4.88";"2082";"995";"100%"
"42";"P 50";"620";"13";"1366";"484";"0";"0";"4.74";"4.94";"2082";"995";"100%"
"43";"P 50";"634";"14";"1349";"474";"0";"0";"4.72";"4.95";"2082";"995";"100%"
"44";"P 50";"648";"13";"1359";"477";"0";"0";"4.72";"4.95";"2082";"995";"100%"
"45";"P 50";"662";"14";"1243";"706";"0";"0";"0";"4.92";"2082";"995";"100%"
"46";"P 50";"676";"14";"1446";"448";"0";"0";"4.76";"4.97";"2082";"995";"100%"
"47";"P 50";"689";"12";"1356";"491";"0";"0";"4.75";"5.05";"2082";"995";"100%"
"48";"P 50";"717";"27";"1088";"2298";"0";"0";"6.11";"5.18";"2082";"995";"-"
"49";"P 50";"744";"27";"1369";"540";"0";"0";"4.81";"4.96";"2082";"995";"100%"
"50";"P 50";"824";"79";"1784";"1147";"0";"0";"4.7";"4.84";"2082";"995";"10%,100%,25%,50%"
"51";"P 50";"838";"13";"1787";"1263";"0";"0";"4.67";"4.72";"2082";"995";"10%,100%,25%,50%"
"52";"P 50";"852";"13";"1777";"1117";"0";"0";"4.66";"4.63";"2082";"995";"100%,25%,50%"
"53";"P 50";"864";"12";"1787";"1121";"0";"0";"4.48";"4.58";"2082";"995";"100%,25%,50%"
"54";"P 50";"879";"14";"1731";"1127";"0";"0";"4.35";"4.57";"2082";"995";"100%,25%,50%"
"55";"P 50";"893";"13";"1800";"1306";"0";"0";"4.44";"4.44";"2082";"995";"10%,100%,25%,50%"
"56";"P 50";"907";"13";"1747";"1154";"0";"0";"4.26";"0";"2082";"995";"10%,100%,25%,50%"
"57";"P 50";"921";"13";"1734";"1207";"0";"0";"4.18";"0";"2082";"995";"10%,100%,25%,50%"
"58";"P 50";"934";"13";"1671";"1223";"0";"0";"0";"4.26";"2082";"995";"10%,100%,25%,50%"
"59";"P 50";"948";"13";"1820";"1253";"0";"0";"4.14";"4.19";"2082";"995";"10%,100%,25%,50%"
"60";"P 50";"962";"13";"1887";"1336";"0";"0";"4.15";"4";"2082";"995";"100%,25%,50%"
"61";"P 50";"976";"13";"1857";"1273";"0";"0";"0";"4.07";"2082";"995";"10%,100%,25%,50%"
"62";"P 50";"990";"13";"1890";"1286";"0";"0";"0";"3.99";"2082";"995";"100%,25%,50%"
"63";"P 50";"1003";"13";"1837";"1310";"0";"0";"3.92";"0";"2082";"995";"10%,100%,25%,50%"
"64";"P 50";"1017";"13";"1867";"1217";"0";"0";"3.72";"3.89";"2082";"995";"10%,100%,25%,50%"
