"GP-No";"Name";"Time";"Timegap";"X";"Y";"X-offset";"Y-offset";"Pupil Diameter Left (mm)";"Pupil Diameter Right (mm)";"Mouse X-coord";"Mouse Y-coord";"AoI"
"1";"P 4";"0";"0";"1797";"1459";"0";"0";"6.22";"0";"1946";"988";"100%,25%,50%"
"2";"P 4";"29";"29";"1727";"27";"0";"0";"6.09";"0";"1946";"988";"-"
"3";"P 4";"58";"29";"1771";"524";"0";"0";"6.13";"0";"1946";"988";"100%"
"4";"P 4";"73";"14";"1827";"584";"0";"0";"6.09";"0";"1946";"988";"100%"
"5";"P 4";"88";"14";"1794";"759";"0";"0";"6.07";"6.41";"1946";"988";"100%,50%"
"6";"P 4";"102";"14";"1790";"683";"0";"0";"6.07";"6.45";"1946";"988";"100%,50%"
"7";"P 4";"117";"14";"1771";"895";"0";"0";"6.17";"6.49";"1946";"988";"100%,50%"
"8";"P 4";"146";"29";"1804";"912";"0";"0";"6.21";"6.52";"1946";"988";"100%,50%"
"9";"P 4";"161";"14";"1744";"915";"0";"0";"6.24";"6.54";"1946";"988";"100%,50%"
"10";"P 4";"176";"14";"1800";"779";"0";"0";"6.13";"6.56";"1946";"988";"100%,50%"
"11";"P 4";"190";"14";"1681";"975";"0";"0";"0";"6.52";"1946";"988";"100%,25%,50%"
"12";"P 4";"205";"14";"1781";"865";"0";"0";"6.17";"6.59";"1946";"988";"100%,50%"
"13";"P 4";"220";"14";"1754";"978";"0";"0";"0";"6.46";"1946";"988";"100%,25%,50%"
"14";"P 4";"234";"14";"1714";"971";"0";"0";"0";"6.57";"1946";"988";"100%,25%,50%"
"15";"P 4";"249";"14";"1747";"991";"0";"0";"0";"6.51";"1946";"988";"100%,25%,50%"
"16";"P 4";"264";"14";"1797";"935";"0";"0";"6.27";"6.55";"1946";"988";"100%,50%"
"17";"P 4";"278";"14";"1774";"902";"0";"0";"6.23";"6.61";"1946";"988";"100%,50%"
"18";"P 4";"293";"14";"1691";"978";"0";"0";"0";"6.58";"1946";"988";"100%,25%,50%"
"19";"P 4";"308";"14";"1761";"865";"0";"0";"6.27";"6.65";"1946";"988";"100%,50%"
"20";"P 4";"322";"14";"1757";"842";"0";"0";"6.26";"6.61";"1946";"988";"100%,50%"
"21";"P 4";"337";"14";"1781";"918";"0";"0";"6.24";"0";"1946";"988";"100%,50%"
"22";"P 4";"352";"14";"1814";"852";"0";"0";"6.18";"6.6";"1946";"988";"100%,50%"
"23";"P 4";"367";"14";"1787";"912";"0";"0";"6.28";"6.55";"1946";"988";"100%,50%"
"24";"P 4";"381";"14";"1797";"918";"0";"0";"6.37";"6.59";"1946";"988";"100%,50%"
"25";"P 4";"396";"14";"1718";"1008";"0";"0";"0";"6.6";"1946";"988";"100%,25%,50%"
"26";"P 4";"410";"14";"1787";"849";"0";"0";"6.3";"6.66";"1946";"988";"100%,50%"
"27";"P 4";"425";"14";"1790";"809";"0";"0";"6.29";"0";"1946";"988";"100%,50%"
"28";"P 4";"440";"14";"1824";"895";"0";"0";"6.32";"6.67";"1946";"988";"100%,50%"
"29";"P 4";"455";"14";"1830";"792";"0";"0";"6.29";"6.6";"1946";"988";"100%,50%"
"30";"P 4";"469";"14";"1807";"889";"0";"0";"6.34";"6.56";"1946";"988";"100%,50%"
"31";"P 4";"484";"14";"1777";"842";"0";"0";"6.32";"6.6";"1946";"988";"100%,50%"
"32";"P 4";"499";"14";"1694";"1041";"0";"0";"0";"6.55";"1946";"988";"100%,25%,50%"
"33";"P 4";"513";"14";"1787";"922";"0";"0";"6.2";"6.5";"1946";"988";"100%,50%"
