"GP-No";"Name";"Time";"Timegap";"X";"Y";"X-offset";"Y-offset";"Pupil Diameter Left (mm)";"Pupil Diameter Right (mm)";"Mouse X-coord";"Mouse Y-coord";"AoI"
"1";"P 17";"0";"0";"1426";"1290";"0";"0";"5.61";"0";"2013";"1044";"100%,50%"
"2";"P 17";"13";"13";"1605";"574";"0";"0";"5.64";"0";"2013";"1044";"100%"
"3";"P 17";"27";"13";"1674";"676";"0";"0";"5.6";"5.54";"2013";"1044";"100%,50%"
"4";"P 17";"41";"13";"1853";"610";"0";"0";"5.61";"5.48";"2013";"1044";"100%"
"5";"P 17";"55";"13";"1698";"733";"0";"0";"5.72";"5.69";"2013";"1044";"100%,50%"
"6";"P 17";"68";"13";"1714";"905";"0";"0";"5.75";"5.65";"2013";"1044";"100%,50%"
"7";"P 17";"82";"13";"1824";"733";"0";"0";"5.77";"5.57";"2013";"1044";"100%,50%"
"8";"P 17";"96";"13";"1781";"928";"0";"0";"5.76";"5.55";"2013";"1044";"100%,50%"
"9";"P 17";"110";"13";"1767";"836";"0";"0";"5.71";"5.73";"2013";"1044";"100%,50%"
"10";"P 17";"123";"13";"1747";"869";"0";"0";"5.75";"5.52";"2013";"1044";"100%,50%"
"11";"P 17";"137";"14";"1691";"832";"0";"0";"5.72";"5.65";"1970";"1071";"100%,50%"
"12";"P 17";"151";"13";"1721";"749";"0";"0";"0";"5.58";"1970";"1071";"100%,50%"
"13";"P 17";"165";"13";"1754";"653";"0";"0";"5.72";"5.53";"1970";"1071";"100%,50%"
"14";"P 17";"178";"13";"1671";"567";"0";"0";"5.72";"5.58";"1970";"1071";"100%"
"15";"P 17";"193";"14";"1658";"736";"0";"0";"5.77";"5.68";"1970";"1071";"100%,50%"
"16";"P 17";"206";"13";"1615";"952";"0";"0";"5.78";"5.78";"1970";"1071";"100%,50%"
"17";"P 17";"234";"27";"1416";"769";"0";"0";"5.75";"5.7";"1970";"1071";"100%,50%"
"18";"P 17";"248";"14";"1638";"975";"0";"0";"5.77";"5.63";"1930";"1097";"100%,25%,50%"
"19";"P 17";"261";"13";"1771";"922";"0";"0";"5.72";"5.62";"1930";"1097";"100%,50%"
"20";"P 17";"275";"13";"1684";"948";"0";"0";"5.63";"5.49";"1930";"1097";"100%,25%,50%"
"21";"P 17";"289";"14";"1641";"1174";"0";"0";"5.58";"5.48";"1930";"1097";"100%,25%,50%"
"22";"P 17";"303";"13";"1714";"1011";"0";"0";"5.52";"5.36";"1930";"1097";"100%,25%,50%"
"23";"P 17";"317";"13";"1701";"1107";"0";"0";"5.52";"5.33";"1930";"1097";"100%,25%,50%"
"24";"P 17";"330";"13";"1804";"1247";"0";"0";"5.41";"5.29";"1930";"1097";"10%,100%,25%,50%"
"25";"P 17";"344";"13";"1761";"1197";"0";"0";"5.31";"5.3";"1930";"1097";"10%,100%,25%,50%"
"26";"P 17";"358";"14";"1790";"2440";"0";"0";"6.22";"5.16";"1930";"1097";"-"
"27";"P 17";"372";"13";"1651";"1240";"0";"0";"5.25";"5.16";"1930";"1097";"10%,100%,25%,50%"
"28";"P 17";"386";"13";"1724";"961";"0";"0";"5.01";"5.02";"1930";"1097";"100%,25%,50%"
"29";"P 17";"399";"13";"1830";"1144";"0";"0";"4.98";"4.92";"1930";"1097";"100%,25%,50%"
"30";"P 17";"413";"13";"1708";"1535";"0";"0";"0";"4.92";"1930";"1097";"100%,25%,50%"
"31";"P 17";"427";"13";"1734";"1204";"0";"0";"4.88";"4.91";"1930";"1097";"10%,100%,25%,50%"
"32";"P 17";"441";"14";"1744";"1223";"0";"0";"4.76";"4.78";"1930";"1097";"10%,100%,25%,50%"
"33";"P 17";"455";"13";"1734";"1144";"0";"0";"4.72";"4.76";"1930";"1097";"10%,100%,25%,50%"
"34";"P 17";"468";"13";"1711";"1141";"0";"0";"4.81";"4.67";"1930";"1097";"10%,100%,25%,50%"
"35";"P 17";"482";"13";"1708";"1021";"0";"0";"4.66";"4.58";"1930";"1097";"100%,25%,50%"
"36";"P 17";"496";"13";"1817";"1061";"0";"0";"4.6";"4.54";"1930";"1097";"100%,25%,50%"
"37";"P 17";"510";"13";"1794";"1101";"0";"0";"4.53";"4.58";"1930";"1097";"100%,25%,50%"
"38";"P 17";"523";"13";"1784";"1204";"0";"0";"4.47";"4.44";"1930";"1097";"10%,100%,25%,50%"
"39";"P 17";"537";"13";"1767";"1150";"0";"0";"4.4";"4.45";"1930";"1097";"10%,100%,25%,50%"
"40";"P 17";"551";"13";"1754";"1412";"0";"0";"4.49";"4.47";"1930";"1097";"100%,25%,50%"
"41";"P 17";"565";"14";"1761";"1220";"0";"0";"4.37";"4.38";"1930";"1097";"10%,100%,25%,50%"
"42";"P 17";"579";"13";"1784";"1044";"0";"0";"4.29";"0";"1930";"1097";"100%,25%,50%"
"43";"P 17";"592";"13";"1754";"1184";"0";"0";"4.34";"4.27";"1930";"1097";"10%,100%,25%,50%"
"44";"P 17";"606";"13";"1790";"1074";"0";"0";"4.34";"4.23";"1930";"1097";"100%,25%,50%"
"45";"P 17";"620";"14";"1462";"1459";"0";"0";"0";"4.35";"1930";"1097";"100%,50%"
"46";"P 17";"634";"13";"1608";"1213";"0";"0";"4.22";"4.3";"1930";"1097";"100%,25%,50%"
"47";"P 17";"661";"27";"1412";"1310";"0";"0";"0";"4.17";"1930";"1097";"100%,50%"
"48";"P 17";"675";"13";"1472";"1339";"0";"0";"0";"4.23";"1930";"1097";"100%,25%,50%"
"49";"P 17";"689";"14";"1694";"1157";"0";"0";"4.12";"4.33";"1946";"1147";"10%,100%,25%,50%"
"50";"P 17";"703";"13";"1469";"1290";"0";"0";"0";"4.27";"1946";"1147";"100%,25%,50%"
"51";"P 17";"717";"13";"1446";"1320";"0";"0";"0";"4.22";"1946";"1147";"100%,50%"
"52";"P 17";"744";"27";"1671";"1233";"0";"0";"4.07";"4.1";"1946";"1147";"10%,100%,25%,50%"
"53";"P 17";"786";"41";"1446";"1409";"0";"0";"0";"4.14";"1406";"2042";"100%,50%"
"54";"P 17";"813";"27";"1648";"978";"0";"0";"4.03";"4.03";"1406";"2042";"100%,25%,50%"
"55";"P 17";"827";"13";"1615";"1257";"0";"0";"4";"4.13";"1406";"2042";"100%,25%,50%"
"56";"P 17";"841";"14";"1502";"1492";"0";"0";"0";"4.13";"1406";"2042";"100%,50%"
"57";"P 17";"854";"13";"1605";"1260";"0";"0";"4.06";"0";"1406";"2042";"100%,25%,50%"
"58";"P 17";"896";"41";"1499";"1363";"0";"0";"0";"3.93";"1406";"2042";"100%,25%,50%"
"59";"P 17";"910";"13";"1698";"1134";"0";"0";"3.99";"3.93";"1406";"2042";"100%,25%,50%"
"60";"P 17";"937";"27";"1548";"1459";"0";"0";"0";"4.12";"1406";"2042";"100%,25%,50%"
"61";"P 17";"965";"27";"1625";"852";"0";"0";"3.87";"0";"1406";"2042";"100%,50%"
"62";"P 17";"979";"13";"1562";"1386";"0";"0";"0";"4";"1406";"2042";"100%,25%,50%"
"63";"P 17";"1006";"27";"1608";"1409";"0";"0";"0";"3.89";"1406";"2042";"100%,25%,50%"
"64";"P 17";"1020";"13";"1625";"1091";"0";"0";"3.88";"3.98";"1406";"2042";"100%,25%,50%"
"65";"P 17";"1034";"13";"1592";"1462";"0";"0";"0";"3.95";"1406";"2042";"100%,25%,50%"
"66";"P 17";"1061";"27";"1655";"1114";"0";"0";"3.95";"0";"1406";"2042";"100%,25%,50%"
"67";"P 17";"1075";"13";"1572";"1230";"0";"0";"0";"3.86";"1406";"2042";"100%,25%,50%"
"68";"P 17";"1102";"27";"1635";"1107";"0";"0";"3.98";"3.93";"1406";"2042";"100%,25%,50%"
"69";"P 17";"1116";"14";"1698";"1184";"0";"0";"3.97";"3.92";"1406";"2042";"10%,100%,25%,50%"
"70";"P 17";"1130";"13";"1532";"1330";"0";"0";"0";"4.02";"1406";"2042";"100%,25%,50%"
"71";"P 17";"1171";"41";"1519";"1389";"0";"0";"0";"3.96";"1406";"2042";"100%,25%,50%"
"72";"P 17";"1213";"41";"1545";"1446";"0";"0";"0";"3.97";"1406";"2042";"100%,25%,50%"
"73";"P 17";"1227";"13";"1535";"1389";"0";"0";"0";"3.99";"1406";"2042";"100%,25%,50%"
"74";"P 17";"1240";"13";"1585";"1432";"0";"0";"0";"3.91";"1406";"2042";"100%,25%,50%"
"75";"P 17";"1254";"14";"1475";"1190";"0";"0";"0";"3.96";"1406";"2042";"100%,25%,50%"
"76";"P 17";"1268";"13";"1538";"1336";"0";"0";"0";"3.87";"1406";"2042";"100%,25%,50%"
"77";"P 17";"1282";"13";"1661";"1071";"0";"0";"3.95";"3.89";"1406";"2042";"100%,25%,50%"
"78";"P 17";"1296";"13";"1641";"1048";"0";"0";"-1";"3.9";"1406";"2042";"100%,25%,50%"
"79";"P 17";"1310";"14";"1661";"1081";"0";"0";"4.01";"3.89";"1406";"2042";"100%,25%,50%"
"80";"P 17";"1337";"27";"1538";"1147";"0";"0";"0";"3.94";"1406";"2042";"100%,25%,50%"
"81";"P 17";"1365";"27";"1704";"988";"0";"0";"3.98";"0";"1406";"2042";"100%,25%,50%"
"82";"P 17";"1379";"13";"1674";"1044";"0";"0";"3.97";"3.94";"1406";"2042";"100%,25%,50%"
"83";"P 17";"1392";"13";"1761";"1134";"0";"0";"0";"3.89";"1406";"2042";"10%,100%,25%,50%"
"84";"P 17";"1406";"13";"1492";"1270";"0";"0";"0";"3.92";"1406";"2042";"100%,25%,50%"
"85";"P 17";"1420";"13";"1704";"1595";"0";"0";"4.1";"0";"1406";"2042";"100%,50%"
"86";"P 17";"1447";"27";"1708";"1107";"0";"0";"4.06";"3.99";"1406";"2042";"100%,25%,50%"
"87";"P 17";"1475";"27";"1565";"1316";"0";"0";"0";"4.06";"1406";"2042";"100%,25%,50%"
"88";"P 17";"1489";"13";"1671";"1134";"0";"0";"4";"4.01";"1406";"2042";"100%,25%,50%"
"89";"P 17";"1503";"14";"1721";"1114";"0";"0";"4.02";"0";"1406";"2042";"100%,25%,50%"
"90";"P 17";"1516";"13";"1509";"1220";"0";"0";"0";"4.03";"1406";"2042";"100%,25%,50%"
"91";"P 17";"1530";"13";"1509";"1147";"0";"0";"0";"4.04";"1406";"2042";"100%,25%,50%"
"92";"P 17";"1558";"27";"1499";"1243";"0";"0";"0";"3.98";"1406";"2042";"100%,25%,50%"
"93";"P 17";"1571";"13";"1704";"1074";"0";"0";"3.89";"3.96";"1406";"2042";"100%,25%,50%"
"94";"P 17";"1599";"27";"1426";"1306";"0";"0";"0";"4.03";"1406";"2042";"100%,50%"
"95";"P 17";"1613";"13";"1638";"1101";"0";"0";"3.94";"0";"1406";"2042";"100%,25%,50%"
"96";"P 17";"1627";"14";"1711";"1267";"0";"0";"3.81";"4.06";"1406";"2042";"10%,100%,25%,50%"
"97";"P 17";"1641";"13";"1422";"1197";"0";"0";"0";"3.93";"1406";"2042";"100%,50%"
"98";"P 17";"1654";"13";"1482";"1409";"0";"0";"0";"4.07";"1406";"2042";"100%,50%"
"99";"P 17";"1668";"14";"1535";"1270";"0";"0";"0";"4.05";"1406";"2042";"100%,25%,50%"
"100";"P 17";"1682";"13";"1628";"1101";"0";"0";"3.92";"3.94";"1406";"2042";"100%,25%,50%"
"101";"P 17";"1696";"13";"1479";"1296";"0";"0";"0";"3.94";"1406";"2042";"100%,25%,50%"
"102";"P 17";"1710";"13";"1489";"1333";"0";"0";"0";"4.05";"1406";"2042";"100%,25%,50%"
"103";"P 17";"1723";"13";"1449";"1051";"0";"0";"0";"3.97";"1406";"2042";"100%,50%"
"104";"P 17";"1737";"13";"1469";"1210";"0";"0";"0";"3.92";"1406";"2042";"100%,25%,50%"
"105";"P 17";"1751";"14";"1495";"1240";"0";"0";"0";"4";"1406";"2042";"100%,25%,50%"
"106";"P 17";"1778";"27";"1432";"1383";"0";"0";"0";"4.05";"1406";"2042";"100%,50%"
"107";"P 17";"1792";"13";"1466";"1456";"0";"0";"0";"4.06";"1406";"2042";"100%,50%"
"108";"P 17";"1819";"27";"1694";"1144";"0";"0";"3.99";"3.98";"1406";"2042";"10%,100%,25%,50%"
"109";"P 17";"1834";"14";"1684";"1167";"0";"0";"4.02";"4.09";"1406";"2042";"10%,100%,25%,50%"
"110";"P 17";"1847";"13";"1678";"779";"0";"0";"-1";"0";"1406";"2042";"100%,50%"
"111";"P 17";"1861";"13";"1721";"1127";"0";"0";"3.98";"0";"1406";"2042";"100%,25%,50%"
