,,Timegap,X,Y,X-offset,Y-offset,Pupil Diameter Left (mm),Pupil Diameter Right (mm),Mouse X-coord,Mouse Y-coord,
,,13,2006,1336,0,0,4.42,4.33,2188,1230,
,,14,1983,1303,0,0,4.49,4.3,2188,1230,
,,13,1973,1174,0,0,4.38,4.3,2188,1230,
,,13,2023,1296,0,0,4.46,0,2188,1230,
,,13,2023,1323,0,0,4.48,4.32,2188,1230,
,,13,2006,1290,0,0,4.39,0,2188,1230,
,,14,1996,1283,0,0,4.47,0,2188,1230,
,,13,2039,1336,0,0,4.47,4.28,2188,1230,
,,13,1986,1343,0,0,4.45,4.32,2188,1230,
,,13,2023,1313,0,0,4.46,4.34,2188,1230,
,,13,1956,1303,0,0,4.48,4.35,2188,1230,
,,13,2006,1306,0,0,4.51,4.34,2188,1230,
,,13,1986,1346,0,0,4.51,4.38,2188,1230,
,,13,1986,1326,0,0,4.46,4.33,2188,1230,
,,13,1989,1363,0,0,4.5,4.34,2188,1230,
,,13,1936,1323,0,0,4.42,4.34,2188,1230,
,,13,1989,1320,0,0,4.49,4.38,2188,1230,
,,13,1979,1379,0,0,4.5,0,2188,1230,
,,13,1986,1336,0,0,4.48,4.36,2188,1230,
,,13,2013,1283,0,0,4.51,4.33,2188,1230,
,,13,1989,1290,0,0,4.49,4.33,2188,1230,
,,13,2006,1359,0,0,4.5,0,2188,1230,
,,13,1926,1316,0,0,4.41,4.46,2188,1230,
,,13,1950,1310,0,0,4.46,0,2188,1230,
,,13,1986,1313,0,0,4.51,4.32,2188,1230,
,,13,1970,1270,0,0,4.55,4.33,2188,1230,
,,13,1970,1316,0,0,4.55,4.33,2188,1230,
,,13,1953,1323,0,0,4.55,0,2188,1230,
,,13,1973,1300,0,0,4.49,4.33,2188,1230,
,,14,1979,1366,0,0,4.55,4.32,2188,1230,
,,13,1973,1313,0,0,4.49,4.38,2188,1230,
,,13,1989,1316,0,0,4.48,0,2188,1230,
,,13,1963,1303,0,0,4.57,0,2188,1230,
,,13,1960,1333,0,0,4.53,0,2188,1230,
,,13,1979,1286,0,0,4.53,0,2188,1230,
,,13,2042,1343,0,0,4.53,4.38,2188,1230,
,,13,1976,1310,0,0,4.49,4.41,2188,1230,
,,14,1946,1363,0,0,4.64,4.39,2188,1230,
,,13,1966,1320,0,0,4.55,4.35,2188,1230,
,,13,1946,1293,0,0,4.52,4.43,2188,1230,
,,13,1956,1333,0,0,4.54,4.31,2188,1230,
,,13,1973,1353,0,0,4.53,4.4,2188,1230,
,,13,1916,1333,0,0,4.62,0,2188,1230,
,,14,1936,1376,0,0,4.57,4.34,2188,1230,
,,13,1946,1326,0,0,4.49,4.37,2188,1230,
,,13,1930,1369,0,0,4.52,0,2188,1230,
,,13,1956,1349,0,0,4.58,0,2188,1230,
,,27,1966,1313,0,0,4.51,4.39,2188,1230,
,,13,1963,1353,0,0,4.55,4.36,2188,1230,
,,13,1993,1286,0,0,4.5,4.34,2188,1230,
,,14,1946,1310,0,0,4.51,4.35,2188,1230,
,,14,1956,1323,0,0,4.52,4.41,2188,1230,
,,13,1950,1320,0,0,4.52,4.34,2188,1230,
,,13,1953,1359,0,0,4.48,4.44,2188,1230,
,,13,1946,1286,0,0,4.48,4.37,2188,1230,
,,13,2023,1323,0,0,4.53,4.41,2188,1230,
,,13,1989,1286,0,0,4.5,4.43,2188,1230,
,,13,1956,1316,0,0,4.45,4.41,2188,1230,
,,14,2003,1353,0,0,4.5,4.38,2188,1230,
,,13,1956,1316,0,0,4.5,4.44,2188,1230,
,,14,1930,1349,0,0,4.6,0,2188,1230,
,,13,1933,1180,0,0,4.5,0,2188,1230,
,,13,2019,1306,0,0,4.54,4.45,2188,1230,
,,13,1933,1303,0,0,4.51,0,2188,1230,
,,13,1976,1306,0,0,4.52,4.43,2188,1230,
,,13,1966,1290,0,0,4.54,4.38,2188,1230,
,,13,1970,1336,0,0,4.51,4.47,2188,1230,
,,13,1986,1349,0,0,4.52,0,2188,1230,
,,13,1930,1363,0,0,4.52,0,2188,1230,
,,13,1926,1316,0,0,4.63,4.47,2188,1230,
,,13,1943,1346,0,0,4.66,4.47,2188,1230,
,,13,1943,1346,0,0,4.63,0,2188,1230,
,,13,1963,1349,0,0,4.53,0,2188,1230,
,,14,1933,1320,0,0,4.65,0,2188,1230,
,,13,1950,1313,0,0,4.57,4.5,2188,1230,
,,13,1963,1293,0,0,4.56,4.44,2188,1230,
,,13,1983,1336,0,0,4.55,0,2188,1230,
,,14,1913,1320,0,0,4.64,4.46,2188,1230,
,,13,1953,1320,0,0,4.63,0,2188,1230,
,,13,1986,1326,0,0,4.58,4.47,2188,1230,
,,13,1943,1383,0,0,4.69,4.47,2188,1230,
,,13,1930,1333,0,0,4.52,4.46,2188,1230,
,,14,1960,1323,0,0,4.59,4.48,2188,1230,
,,13,1976,1296,0,0,4.62,4.46,2188,1230,
,,13,1933,1197,0,0,4.55,0,2188,1230,
,,13,1996,1296,0,0,4.56,0,2188,1230,
,,13,1930,1343,0,0,4.55,0,2188,1230,
,,13,1993,1296,0,0,4.55,0,2188,1230,
,,13,1966,1313,0,0,4.61,0,2188,1230,
,,13,1970,1247,0,0,4.62,4.46,2188,1230,
,,13,1973,1333,0,0,4.63,4.49,2188,1230,
,,13,1946,1320,0,0,4.68,0,2188,1230,
,,13,1973,1303,0,0,4.63,4.53,2188,1230,
,,13,1933,1283,0,0,4.67,0,2188,1230,
,,13,1950,1356,0,0,4.58,4.5,2188,1230,
,,14,1923,1270,0,0,4.68,0,2188,1230,
,,13,1910,1247,0,0,4.65,0,2188,1230,
,,13,1973,1306,0,0,4.66,4.49,2188,1230,
,,13,1950,1290,0,0,4.62,4.48,2188,1230,
,,13,1913,1313,0,0,4.68,4.52,2188,1230,
,,14,1989,1323,0,0,4.62,4.49,2188,1230,
,,13,1956,1300,0,0,4.67,4.47,2188,1230,
,,13,1953,1286,0,0,4.65,4.54,2188,1230,
,,13,1940,1313,0,0,4.66,0,2188,1230,
,,13,1950,1296,0,0,4.6,0,2188,1230,
,,13,1989,1333,0,0,4.67,0,2188,1230,
,,13,1936,1316,0,0,4.66,0,2188,1230,
,,13,1936,1280,0,0,4.65,4.51,2188,1230,
,,13,1960,1306,0,0,4.62,0,2188,1230,
,,13,2006,1300,0,0,4.58,0,2188,1230,
,,14,1936,1280,0,0,4.67,0,2188,1230,
,,13,1933,1310,0,0,4.63,0,2188,1230,
,,13,1993,1290,0,0,4.6,4.43,2188,1230,
,,14,2009,1286,0,0,4.62,4.41,2188,1230,
,,13,2019,1300,0,0,4.55,4.41,2188,1230,
,,13,1963,1293,0,0,4.6,4.45,2188,1230,
,,13,2029,1306,0,0,4.64,4.43,2188,1230,
,,13,1936,1286,0,0,4.58,4.43,2188,1230,
,,14,1936,1290,0,0,4.58,0,2188,1230,
,,13,1903,1316,0,0,4.68,4.44,2188,1230,
,,13,1996,1310,0,0,4.64,4.47,2188,1230,
,,13,1943,1303,0,0,4.56,0,2188,1230,
,,13,1913,1300,0,0,4.57,4.42,2188,1230,
,,14,1966,1286,0,0,4.65,4.43,2188,1230,
,,13,1920,1223,0,0,4.63,4.51,2188,1230,
,,13,1903,1316,0,0,4.65,4.49,2188,1230,
,,13,1916,1333,0,0,4.68,4.48,2188,1230,
,,14,1853,1300,0,0,4.67,4.5,2188,1230,
,,13,1946,1306,0,0,4.66,4.54,2188,1230,
,,13,1827,952,0,0,4.69,4.59,2188,1230,
,,13,1920,1306,0,0,4.74,0,2188,1230,
,,13,1907,1243,0,0,4.73,0,2188,1230,
,,14,1950,1359,0,0,4.82,4.54,2188,1230,
,,13,1880,1283,0,0,4.72,4.54,2188,1230,
,,13,1903,1300,0,0,4.78,4.5,2188,1230,
,,13,1926,1313,0,0,4.83,4.54,2188,1230,
,,13,1873,1313,0,0,4.77,4.6,2188,1230,
,,14,1897,1346,0,0,4.75,4.58,2188,1230,
,,13,1887,1313,0,0,4.81,4.6,2188,1230,
,,13,1900,1326,0,0,4.75,4.58,2188,1230,
,,13,1923,1316,0,0,4.77,4.58,2188,1230,
,,14,1936,1336,0,0,4.8,4.6,2188,1230,
,,13,1943,1296,0,0,4.84,4.63,2188,1230,
,,27,1880,1230,0,0,4.75,4.6,2188,1230,
,,14,1946,1316,0,0,4.81,4.6,2188,1230,
,,13,1956,1313,0,0,4.84,4.59,2188,1230,
,,14,1936,1409,0,0,4.83,4.65,2188,1230,
,,13,1936,1369,0,0,4.79,4.56,2188,1230,
,,13,1960,1323,0,0,4.84,4.63,2188,1230,
,,13,1923,1383,0,0,4.82,0,2188,1230,
,,27,1913,1343,0,0,4.81,0,2188,1230,
,,13,1926,1326,0,0,4.76,0,2188,1230,
,,13,1943,1363,0,0,4.76,0,2188,1230,
,,14,1966,1336,0,0,4.78,0,2188,1230,
,,13,1907,1283,0,0,4.8,0,2188,1230,
,,13,1936,1346,0,0,4.82,4.67,2188,1230,
,,13,1913,1320,0,0,4.82,4.64,2188,1230,
,,13,1870,1316,0,0,4.76,0,2188,1230,
,,13,1933,1323,0,0,4.75,0,2188,1230,
,,13,1923,1333,0,0,4.81,4.62,2188,1230,
,,13,1936,1353,0,0,4.82,0,2188,1230,
,,13,1887,1326,0,0,4.78,4.65,2188,1230,
,,13,1907,1300,0,0,4.79,0,2188,1230,
,,13,1943,1303,0,0,4.78,0,2188,1230,
,,13,1903,1330,0,0,4.76,4.61,2188,1230,
,,13,1897,1320,0,0,4.75,4.61,2188,1230,
,,14,1953,1349,0,0,4.77,4.65,2188,1230,
,,13,1907,1326,0,0,4.83,4.61,2188,1230,
,,13,1933,1363,0,0,4.75,4.64,2188,1230,
,,14,1916,1330,0,0,4.77,4.66,2188,1230,
,,13,1900,1379,0,0,4.75,0,2188,1230,
,,13,1910,1356,0,0,4.74,4.65,2188,1230,
,,13,1900,1303,0,0,4.78,4.6,2188,1230,
,,13,1893,1343,0,0,4.75,4.63,2188,1230,
,,13,1920,1290,0,0,4.75,4.69,2188,1230,
,,14,1887,1369,0,0,4.75,0,2188,1230,
,,13,1923,1323,0,0,4.74,4.58,2188,1230,
,,13,1933,1330,0,0,4.76,4.63,2188,1230,
,,13,1910,1273,0,0,4.68,4.6,2188,1230,
,,14,1970,1353,0,0,4.74,4.65,2188,1230,
,,13,1920,1363,0,0,4.73,0,2188,1230,
,,27,1910,1270,0,0,4.73,0,2188,1230,
,,13,1940,1330,0,0,4.72,4.62,2188,1230,
,,14,1910,1330,0,0,4.77,4.63,2188,1230,
,,13,1857,1343,0,0,4.7,0,2188,1230,
,,13,1890,1313,0,0,4.71,4.59,2188,1230,
,,13,1903,1326,0,0,4.7,4.55,2188,1230,
,,27,1903,1349,0,0,4.72,4.5,2188,1230,
,,13,1910,1320,0,0,4.68,4.59,2188,1230,
,,13,1890,1366,0,0,4.69,4.58,2188,1230,
,,13,1923,1349,0,0,4.65,4.56,2188,1230,
,,14,1910,1326,0,0,4.64,4.56,2188,1230,
,,27,1943,1456,0,0,4.75,4.58,2188,1230,
,,13,1930,1363,0,0,4.65,4.57,2188,1230,
,,13,1960,1343,0,0,4.69,0,2188,1230,
,,13,1930,1393,0,0,4.61,0,2188,1230,
,,13,1923,1333,0,0,4.66,0,2188,1230,
,,13,1877,1336,0,0,4.65,4.53,2188,1230,
,,13,1946,1323,0,0,4.72,4.52,2188,1230,
,,13,1890,1194,0,0,4.63,4.5,2188,1230,
,,14,1910,1356,0,0,4.68,0,2188,1230,
,,13,1930,1359,0,0,4.65,4.56,2188,1230,
,,13,1923,1369,0,0,4.69,0,2188,1230,
,,14,1913,1330,0,0,4.67,4.58,2188,1230,
,,13,1920,1359,0,0,4.6,4.51,2188,1230,
,,13,1897,1366,0,0,4.62,4.5,2188,1230,
,,27,1913,1194,0,0,4.74,4.56,2188,1230,
,,14,1907,1383,0,0,4.68,4.55,2188,1230,
,,13,1926,1396,0,0,4.56,4.51,2188,1230,
,,14,1916,1339,0,0,4.71,4.5,2188,1230,
,,13,1913,1416,0,0,4.57,0,2188,1230,
,,13,1913,1164,0,0,-1,0,2188,1230,
,,14,1933,1383,0,0,4.57,4.52,2188,1230,
,,13,1933,1310,0,0,4.68,4.47,2188,1230,
,,13,1946,1366,0,0,4.63,0,2188,1230,
,,13,1953,1346,0,0,4.62,4.48,2188,1230,
,,13,1913,1240,0,0,4.61,4.47,2188,1230,
,,13,1956,1323,0,0,4.62,0,2188,1230,
,,13,1946,1306,0,0,4.63,0,2188,1230,
,,13,1966,1396,0,0,4.61,0,2188,1230,
,,14,1956,1336,0,0,4.66,4.42,2188,1230,
,,13,1943,1363,0,0,4.59,0,2188,1230,
,,13,1930,1346,0,0,4.57,4.41,2188,1230,
,,14,1950,1376,0,0,4.58,4.38,2188,1230,
,,13,1923,1184,0,0,4.48,0,2188,1230,
,,13,1973,1300,0,0,4.55,4.37,2188,1230,
,,14,1983,1349,0,0,4.51,4.42,2188,1230,
,,27,1933,1293,0,0,4.54,4.41,2188,1230,
,,13,1966,1346,0,0,4.58,4.42,2188,1230,
,,13,1923,1330,0,0,4.57,4.41,2188,1230,
,,14,1963,1320,0,0,4.54,4.37,2188,1230,
,,13,1923,1286,0,0,4.51,4.46,2188,1230,
,,13,1950,1393,0,0,4.47,4.39,2188,1230,
,,14,1943,1300,0,0,4.56,4.48,2188,1230,
,,13,1943,1330,0,0,4.51,4.4,2188,1230,
,,13,1920,1283,0,0,4.47,4.47,2188,1230,
,,13,1996,1379,0,0,4.58,4.44,2188,1230,
,,14,1973,1373,0,0,4.56,4.41,2188,1230,
,,13,1976,1363,0,0,4.57,4.43,2188,1230,
,,13,1930,1303,0,0,4.67,4.41,2188,1230,
,,13,1926,1253,0,0,4.58,4.43,2188,1230,
,,13,1970,1379,0,0,4.59,4.46,2188,1230,
,,13,1963,1356,0,0,4.61,4.52,2188,1230,
,,14,1970,1343,0,0,4.6,4.55,2188,1230,
,,13,1983,1356,0,0,4.65,0,2188,1230,
,,13,1936,1363,0,0,4.65,4.55,2188,1230,
,,13,1933,1286,0,0,4.6,4.55,2188,1230,
,,14,1920,1339,0,0,4.66,4.59,2188,1230,
,,13,1936,1300,0,0,4.64,4.49,2188,1230,
,,14,1973,1293,0,0,4.68,4.58,2188,1230,
,,13,1920,1330,0,0,4.65,4.53,2188,1230,
,,14,1956,1353,0,0,4.74,4.52,2188,1230,
,,13,1923,1336,0,0,4.7,4.57,2188,1230,
,,13,1926,1333,0,0,4.66,4.52,2188,1230,
,,13,2003,1316,0,0,4.65,4.54,2188,1230,
,,13,1883,1323,0,0,4.74,4.56,2188,1230,
,,14,1920,1320,0,0,4.63,4.57,2188,1230,
,,27,1936,1376,0,0,4.82,0,2188,1230,
,,14,1907,1320,0,0,4.74,4.54,2188,1230,
,,13,1930,1320,0,0,4.77,0,2188,1230,
,,13,1913,1376,0,0,4.67,4.56,2188,1230,
,,13,1960,1346,0,0,4.71,4.63,2188,1230,
,,13,1933,1363,0,0,4.76,4.56,2188,1230,
,,13,1933,1293,0,0,4.73,4.55,2188,1230,
,,13,1907,1346,0,0,4.75,4.55,2188,1230,
,,14,1900,1323,0,0,4.67,4.59,2188,1230,
,,13,1903,1359,0,0,4.73,4.55,2188,1230,
,,13,1933,1310,0,0,4.7,4.62,2188,1230,
,,14,1933,1326,0,0,4.7,4.49,2188,1230,
,,13,1933,1349,0,0,4.67,4.57,2188,1230,
,,13,1996,1320,0,0,4.67,4.52,2188,1230,
,,13,1863,1316,0,0,4.61,4.49,2188,1230,
,,13,1916,1310,0,0,4.63,4.55,2188,1230,
,,13,1943,1174,0,0,4.63,4.5,2188,1230,
,,13,1926,1283,0,0,4.64,4.52,2188,1230,
,,13,1930,1339,0,0,4.65,4.56,2188,1230,
,,13,1936,1333,0,0,4.68,0,2188,1230,
,,13,1887,1286,0,0,4.76,4.51,2188,1230,
,,13,1936,1379,0,0,4.71,4.5,2188,1230,
,,13,1916,1376,0,0,4.65,4.51,2188,1230,
,,13,1943,1343,0,0,4.68,4.54,2188,1230,
,,13,1946,1349,0,0,4.68,0,2188,1230,
,,14,1903,1346,0,0,4.64,4.53,2188,1230,
,,13,1930,1363,0,0,4.73,0,2188,1230,
,,13,1893,1233,0,0,4.67,4.53,2188,1230,
,,13,1956,1333,0,0,4.74,4.49,2188,1230,
,,13,1883,1293,0,0,4.64,4.48,2188,1230,
,,13,1960,1349,0,0,4.65,4.52,2188,1230,
,,13,1979,1313,0,0,4.7,4.57,2188,1230,
,,13,1940,1359,0,0,4.71,0,2188,1230,
,,13,1926,1303,0,0,4.71,4.54,2188,1230,
,,13,1930,1376,0,0,4.67,4.51,2188,1230,
,,14,1936,1339,0,0,4.65,0,2188,1230,
,,13,1936,1286,0,0,4.68,4.52,2188,1230,
,,13,1900,1306,0,0,4.68,4.53,2188,1230,
,,13,1976,1369,0,0,4.63,4.55,2188,1230,
,,14,1923,1303,0,0,4.7,4.53,2188,1230,
,,13,1926,1336,0,0,4.7,4.49,2188,1230,
,,13,1950,1330,0,0,4.69,4.5,2188,1230,
,,13,1926,1339,0,0,4.66,4.51,2188,1230,
,,14,1907,1323,0,0,4.67,4.5,2188,1230,
,,13,1897,1346,0,0,4.75,4.56,2188,1230,
,,14,1913,1346,0,0,4.61,4.6,2188,1230,
,,13,1920,1339,0,0,4.66,0,2188,1230,
,,13,1910,1300,0,0,4.62,4.52,2188,1230,
,,13,1923,1293,0,0,4.69,4.51,2188,1230,
,,14,1936,1349,0,0,4.61,4.55,2188,1230,
,,13,1963,1213,0,0,4.61,4.53,2188,1230,
,,13,1936,1336,0,0,4.68,4.52,2188,1230,
,,13,1913,1296,0,0,4.63,4.51,2188,1230,
,,13,1940,1316,0,0,4.62,4.54,2188,1230,
,,13,1913,1339,0,0,4.68,0,2188,1230,
,,13,1943,1349,0,0,4.69,0,2188,1230,
,,14,1907,1379,0,0,4.7,0,2188,1230,
,,13,1923,1320,0,0,4.67,4.48,2188,1230,
,,13,1943,1363,0,0,4.65,4.53,2188,1230,
,,14,1953,1313,0,0,4.56,4.52,2188,1230,
,,13,1950,1300,0,0,4.64,4.57,2188,1230,
,,13,1926,1336,0,0,4.65,0,2188,1230,
,,14,1950,2056,0,0,5.6,4.53,2188,1230,
,,13,1936,1310,0,0,4.58,4.51,2188,1230,
,,13,1926,879,0,0,4.61,4.51,2188,1230,
,,13,1930,1300,0,0,4.61,4.48,2188,1230,
,,14,1963,1343,0,0,4.65,0,2188,1230,
,,13,1940,1157,0,0,4.61,4.52,2188,1230,
,,13,1963,1296,0,0,4.71,4.51,2188,1230,
,,13,1970,1333,0,0,4.62,4.48,2188,1230,
,,14,1936,1293,0,0,4.61,4.53,2188,1230,
,,13,1970,1376,0,0,4.65,4.5,2188,1230,
,,14,1940,1303,0,0,4.56,0,2188,1230,
,,13,1907,1306,0,0,4.6,4.52,2188,1230,
,,13,1940,1320,0,0,4.62,4.53,2188,1230,
,,13,1950,1349,0,0,4.7,4.52,2188,1230,
,,13,1956,1300,0,0,4.64,4.59,2188,1230,
,,27,1930,1293,0,0,4.62,4.51,2188,1230,
,,13,1943,1306,0,0,4.66,0,2188,1230,
,,27,1930,1333,0,0,4.68,0,2188,1230,
,,13,1936,1336,0,0,4.68,4.5,2188,1230,
,,13,1953,1306,0,0,4.63,0,2188,1230,
,,13,1950,1336,0,0,4.68,4.57,2188,1230,
,,13,1926,1330,0,0,4.64,0,2188,1230,
,,13,1953,1449,0,0,4.69,0,2188,1230,
,,14,1933,1316,0,0,4.73,4.45,2188,1230,
,,13,1956,1336,0,0,4.61,4.57,2188,1230,
,,13,1926,1273,0,0,4.62,4.49,2188,1230,
,,13,1963,1280,0,0,4.7,4.52,2188,1230,
,,13,1960,1339,0,0,4.62,4.5,2188,1230,
,,13,1946,1310,0,0,4.65,4.5,2188,1230,
,,14,1936,1267,0,0,4.68,4.55,2188,1230,
,,13,1936,1333,0,0,4.7,4.56,2188,1230,
,,13,1960,1313,0,0,4.65,0,2188,1230,
,,14,1936,1383,0,0,4.7,4.57,2188,1230,
,,13,1953,1326,0,0,4.65,4.49,2188,1230,
,,13,1923,1220,0,0,4.66,4.49,2188,1230,
,,13,1936,1290,0,0,4.67,4.48,2188,1230,
,,13,1940,1320,0,0,4.64,4.52,2188,1230,
,,12,1963,1280,0,0,4.58,0,2188,1230,
,,14,1946,1336,0,0,4.65,4.54,2188,1230,
,,13,1953,1330,0,0,4.6,4.53,2188,1230,
,,13,1940,1313,0,0,4.66,4.54,2188,1230,
,,27,1933,1339,0,0,4.68,4.5,2188,1230,
,,13,1963,1893,0,0,5.39,4.48,2188,1230,
,,13,1940,1313,0,0,4.62,4.55,2188,1230,
,,13,1956,1310,0,0,4.6,4.49,2188,1230,
,,13,1996,1283,0,0,4.61,4.56,2188,1230,
,,27,1963,1356,0,0,4.55,0,2188,1230,
,,13,1920,1280,0,0,4.58,4.55,2188,1230,
,,13,1956,1293,0,0,4.66,4.53,2188,1230,
,,13,1956,1369,0,0,4.64,0,2188,1230,
,,13,1960,1369,0,0,4.66,0,2188,1230,
,,13,1950,1359,0,0,4.58,4.5,2188,1230,
,,13,1976,1313,0,0,4.61,4.51,2188,1230,
,,13,1953,1359,0,0,4.64,4.52,2188,1230,
,,13,1953,1320,0,0,4.66,4.53,2188,1230,
,,13,1943,1356,0,0,4.6,4.51,2188,1230,
,,13,1946,1343,0,0,4.63,4.55,2188,1230,
,,13,1989,1369,0,0,4.62,4.52,2188,1230,
,,13,1943,1339,0,0,4.59,4.56,2188,1230,
,,13,1989,1313,0,0,4.64,4.49,2188,1230,
,,13,1933,1326,0,0,4.6,4.53,2188,1230,
,,13,1953,1313,0,0,4.56,4.52,2188,1230,
,,13,1953,1393,0,0,4.6,4.52,2188,1230,
,,13,1930,1330,0,0,4.59,4.45,2188,1230,
,,14,1936,1356,0,0,4.67,4.46,2188,1230,
,,13,1923,1373,0,0,4.58,4.57,2188,1230,
,,13,1943,1366,0,0,4.62,4.46,2188,1230,
,,13,1963,1323,0,0,4.56,0,2188,1230,
,,14,1973,1320,0,0,4.6,0,2188,1230,
,,13,1960,1326,0,0,4.53,4.49,2188,1230,
,,13,1999,1366,0,0,4.54,4.48,2188,1230,
,,13,1930,1336,0,0,4.56,4.4,2188,1230,
,,14,1970,1270,0,0,4.57,4.43,2188,1230,
,,13,1960,1303,0,0,4.56,4.41,2188,1230,
,,14,1903,1286,0,0,4.54,4.42,2188,1230,
,,13,1970,1280,0,0,4.51,0,2188,1230,
,,13,1970,1349,0,0,4.51,4.46,2188,1230,
,,13,1933,1280,0,0,4.51,4.41,2188,1230,
,,13,1986,1339,0,0,4.57,4.37,2188,1230,
,,13,1950,1330,0,0,4.56,4.41,2188,1230,
,,13,1913,1333,0,0,4.44,4.37,2188,1230,
,,14,1956,1280,0,0,4.47,4.37,2188,1230,
,,13,1993,1260,0,0,4.49,4.35,2188,1230,
,,13,1708,922,0,0,0,4.39,2188,1230,
,,13,1970,1326,0,0,4.46,4.34,2188,1230,
,,13,1999,1349,0,0,4.49,4.35,2188,1230,
,,14,2013,1310,0,0,4.49,0,2188,1230,
,,13,1970,1326,0,0,4.47,4.29,2188,1230,
,,14,2003,1310,0,0,4.49,4.32,2188,1230,
,,13,1999,1296,0,0,4.46,0,2188,1230,
,,13,2009,1250,0,0,4.45,0,2188,1230,
,,13,1993,1303,0,0,4.49,4.32,2188,1230,
,,13,2013,1313,0,0,4.43,4.3,2188,1230,
,,13,2019,1313,0,0,4.44,4.31,2188,1230,
,,13,1708,991,0,0,0,4.26,2188,1230,
,,27,2013,1333,0,0,4.48,0,2188,1230,
,,13,1989,1296,0,0,4.4,4.27,2188,1230,
,,13,2009,1339,0,0,4.41,4.26,2188,1230,
,,13,2006,1280,0,0,4.39,4.24,2188,1230,
,,13,1966,1197,0,0,4.45,0,2188,1230,
,,14,1963,1058,0,0,-1,4.31,2188,1230,
,,13,2009,1283,0,0,4.37,4.25,2188,1230,
,,14,2006,1263,0,0,4.42,4.25,2188,1230,
,,13,1993,1286,0,0,4.47,4.31,2188,1230,
,,13,2019,1267,0,0,4.44,4.2,2188,1230,
,,13,1953,1273,0,0,4.39,4.21,2188,1230,
,,13,1996,1263,0,0,4.42,4.28,2188,1230,
,,13,1999,1349,0,0,4.44,4.26,2188,1230,
,,14,1986,1306,0,0,4.32,4.26,2188,1230,
,,13,1993,1359,0,0,4.47,4.26,2188,1230,
,,14,2036,1330,0,0,4.35,4.28,2188,1230,
,,13,2016,1293,0,0,4.41,4.24,2188,1230,
,,14,2062,1343,0,0,4.41,4.22,2188,1230,
,,13,2003,1290,0,0,4.42,4.25,2188,1230,
,,13,2023,1267,0,0,4.41,4.21,2188,1230,
,,13,1618,958,0,0,0,4.24,2188,1230,
,,14,2013,1270,0,0,4.42,4.25,2188,1230,
,,13,1989,1253,0,0,4.41,4.27,2188,1230,
,,13,1704,925,0,0,0,4.24,2188,1230,
,,13,1933,1296,0,0,4.49,4.23,2188,1230,
,,13,1983,1303,0,0,4.44,4.3,2188,1230,
,,14,1976,1339,0,0,4.4,4.19,2188,1230,
,,13,2026,1389,0,0,4.49,4.24,2188,1230,
,,13,2009,1296,0,0,4.41,4.29,2188,1230,
,,14,2019,1349,0,0,4.42,0,2188,1230,
,,14,1983,1316,0,0,4.45,4.29,2188,1230,
,,12,1960,1247,0,0,4.42,4.28,2188,1230,
,,13,2076,1290,0,0,4.47,4.33,2188,1230,
,,13,1999,1150,0,0,4.46,4.25,2188,1230,
,,13,1970,1286,0,0,4.45,0,2188,1230,
,,13,1993,1581,0,0,4.67,4.31,2188,1230,
,,14,1986,1330,0,0,4.48,4.29,2188,1230,
,,13,1983,1286,0,0,4.47,4.33,2188,1230,
,,13,1989,1310,0,0,4.5,4.28,2188,1230,
,,13,1983,1320,0,0,4.49,4.34,2188,1230,
,,13,1960,1353,0,0,4.39,4.31,2188,1230,
,,13,2026,1349,0,0,4.49,0,2188,1230,
,,13,1996,1356,0,0,4.5,4.29,2188,1230,
,,13,1970,1276,0,0,4.46,0,2188,1230,
,,13,1983,1290,0,0,4.47,4.3,2188,1230,
,,13,1979,1320,0,0,4.51,4.33,2188,1230,
,,13,1983,1313,0,0,4.43,4.36,2188,1230,
,,13,1986,1270,0,0,4.43,0,2188,1230,
,,13,2006,1320,0,0,4.49,4.26,2188,1230,
,,13,1966,1300,0,0,4.51,4.32,2188,1230,
,,13,1979,1276,0,0,4.56,4.34,2188,1230,
,,13,1989,1313,0,0,4.52,4.31,2188,1230,
,,13,1986,1293,0,0,4.49,4.3,2188,1230,
,,14,1678,925,0,0,0,4.31,2188,1230,
,,13,2029,1389,0,0,4.47,4.44,2188,1230,
,,13,1979,1349,0,0,4.41,4.31,2188,1230,
,,13,1953,1270,0,0,4.47,4.29,2188,1230,
,,13,2009,1296,0,0,4.46,4.29,2188,1230,
,,13,1973,1283,0,0,4.43,4.3,2188,1230,
,,13,2029,1300,0,0,4.47,4.31,2188,1230,
,,13,1973,1293,0,0,4.42,4.32,2188,1230,
,,13,2013,1276,0,0,4.48,4.27,2188,1230,
,,13,1979,1326,0,0,4.41,4.27,2188,1230,
,,13,1983,1290,0,0,4.43,4.27,2188,1230,
,,13,1966,1273,0,0,4.45,0,2188,1230,
,,13,1661,918,0,0,0,4.32,2188,1230,
,,13,1960,1320,0,0,4.4,4.26,2188,1230,
,,13,1953,1336,0,0,4.43,0,2188,1230,
,,13,1953,1293,0,0,4.42,4.3,2188,1230,
,,13,1943,1267,0,0,4.41,4.28,2188,1230,
,,14,2003,1250,0,0,4.4,4.34,2188,1230,
,,13,1989,1273,0,0,4.4,0,2188,1230,
,,13,1953,1339,0,0,4.45,4.26,2188,1230,
,,14,1953,1263,0,0,4.38,0,2188,1230,
,,27,1996,1343,0,0,4.4,0,2188,1230,
