,,Timegap,X,Y,X-offset,Y-offset,Pupil Diameter Left (mm),Pupil Diameter Right (mm),Mouse X-coord,Mouse Y-coord,
,,13,1943,1339,0,0,4.48,4.32,2188,1230,
,,13,1936,1260,0,0,4.5,0,2188,1230,
,,13,1993,1353,0,0,4.54,4.32,2188,1230,
,,13,1966,1396,0,0,4.51,4.34,2188,1230,
,,13,1973,1300,0,0,4.48,4.29,2188,1230,
,,14,1930,1369,0,0,4.55,4.31,2188,1230,
,,13,1916,1316,0,0,4.52,4.32,2188,1230,
,,14,1956,1386,0,0,4.52,0,2188,1230,
,,13,1933,1283,0,0,4.56,4.34,2188,1230,
,,14,1930,1339,0,0,4.52,4.33,2188,1230,
,,13,1966,1383,0,0,4.53,4.38,2188,1230,
,,13,1936,1330,0,0,4.48,4.38,2188,1230,
,,13,1999,1386,0,0,4.57,4.32,2188,1230,
,,13,1940,1330,0,0,4.52,0,2188,1230,
,,13,1966,1356,0,0,4.6,4.39,2188,1230,
,,13,1953,1336,0,0,4.54,0,2188,1230,
,,13,1953,1363,0,0,4.6,4.4,2188,1230,
,,14,1936,1310,0,0,4.52,0,2188,1230,
,,13,1933,1343,0,0,4.58,4.35,2188,1230,
,,13,1953,1373,0,0,4.54,4.38,2188,1230,
,,13,1926,1336,0,0,4.61,4.42,2188,1230,
,,27,1940,1343,0,0,4.52,4.41,2188,1230,
,,14,1953,1330,0,0,4.79,4.38,2188,1230,
,,13,1946,1399,0,0,4.6,4.35,2188,1230,
,,13,1923,1323,0,0,4.5,4.33,2188,1230,
,,13,1920,1356,0,0,4.51,4.35,2188,1230,
,,12,1970,1296,0,0,4.6,4.38,2188,1230,
,,15,1960,1333,0,0,4.56,4.34,2188,1230,
,,13,1946,1359,0,0,4.55,0,2188,1230,
,,13,1966,1313,0,0,4.53,4.32,2188,1230,
,,13,1993,1339,0,0,4.59,4.36,2188,1230,
,,13,1963,1376,0,0,4.62,4.35,2188,1230,
,,13,1963,1336,0,0,4.49,0,2188,1230,
,,13,1926,1336,0,0,4.58,4.4,2188,1230,
,,13,1960,1366,0,0,4.57,0,2188,1230,
,,13,1976,1366,0,0,4.54,4.35,2188,1230,
,,14,1966,1359,0,0,4.62,4.36,2188,1230,
,,13,1916,1336,0,0,4.6,0,2188,1230,
,,13,1907,1330,0,0,4.58,4.38,2188,1230,
,,13,1966,1339,0,0,4.61,4.37,2188,1230,
,,13,1920,1323,0,0,4.53,4.39,2188,1230,
,,13,1913,1296,0,0,4.55,4.38,2188,1230,
,,13,1960,1349,0,0,4.57,4.49,2188,1230,
,,13,1936,1356,0,0,4.57,4.42,2188,1230,
,,13,1933,1339,0,0,4.6,4.49,2188,1230,
,,13,1907,1333,0,0,4.66,4.44,2188,1230,
,,13,1926,1383,0,0,4.58,4.42,2188,1230,
,,13,1910,1356,0,0,4.65,4.42,2188,1230,
,,14,1916,1323,0,0,4.66,4.47,2188,1230,
,,13,1923,1306,0,0,4.6,4.51,2188,1230,
,,13,1946,1323,0,0,4.65,4.49,2188,1230,
,,27,1950,1094,0,0,-1,4.49,2188,1230,
,,13,1926,1379,0,0,4.73,4.51,2188,1230,
,,13,1930,1376,0,0,4.67,4.51,2188,1230,
,,13,1890,1353,0,0,4.63,4.46,2188,1230,
,,13,1933,1363,0,0,4.73,4.52,2188,1230,
,,13,1923,1366,0,0,4.72,4.53,2188,1230,
,,14,1863,1386,0,0,4.65,4.55,2188,1230,
,,13,1913,1369,0,0,4.69,4.49,2188,1230,
,,13,1880,1320,0,0,4.68,4.53,2188,1230,
,,13,1877,1316,0,0,4.64,4.52,2188,1230,
,,13,1870,1326,0,0,4.68,0,2188,1230,
,,13,1860,1306,0,0,4.69,4.51,2188,1230,
,,14,1923,1353,0,0,4.74,4.56,2188,1230,
,,13,1873,1220,0,0,4.63,0,2188,1230,
,,13,1946,1402,0,0,4.65,4.52,2188,1230,
,,13,1913,1346,0,0,4.69,4.47,2188,1230,
,,14,1867,1323,0,0,4.65,4.49,2188,1230,
,,13,1883,1369,0,0,4.65,0,2188,1230,
,,13,1880,1326,0,0,4.65,4.51,2188,1230,
,,13,1863,1320,0,0,4.67,4.5,2188,1230,
,,14,1860,1349,0,0,4.73,4.5,2188,1230,
,,13,1853,1353,0,0,4.7,4.51,2188,1230,
,,13,1867,1280,0,0,4.62,4.48,2188,1230,
,,13,1890,1320,0,0,4.65,4.51,2188,1230,
,,13,1893,1333,0,0,4.68,4.49,2188,1230,
,,13,1863,1326,0,0,4.65,4.54,2188,1230,
,,13,1893,1330,0,0,4.67,4.49,2188,1230,
,,13,1883,1300,0,0,4.69,4.51,2188,1230,
,,13,1820,1386,0,0,4.67,4.48,2188,1230,
,,14,1860,1114,0,0,-1,4.54,2188,1230,
,,13,1860,1313,0,0,4.73,4.5,2188,1230,
,,13,1880,1144,0,0,4.66,4.5,2188,1230,
,,13,1936,1217,0,0,4.73,4.54,2188,1230,
,,13,1880,1383,0,0,4.73,4.53,2188,1230,
,,14,1916,1353,0,0,4.7,4.55,2188,1230,
,,13,1850,1194,0,0,4.64,4.55,2188,1230,
,,14,1900,1346,0,0,4.74,4.56,2188,1230,
,,13,1863,1386,0,0,4.76,4.63,2188,1230,
,,13,1867,1343,0,0,4.74,4.62,2188,1230,
,,13,1903,1349,0,0,4.72,4.59,2188,1230,
,,27,1920,1376,0,0,4.77,4.58,2188,1230,
,,13,1870,1326,0,0,4.82,4.56,2188,1230,
,,14,1880,1359,0,0,4.72,4.64,2188,1230,
,,13,1877,1363,0,0,4.74,4.6,2188,1230,
,,13,1870,1373,0,0,4.74,4.68,2188,1230,
,,13,1880,1303,0,0,4.75,4.59,2188,1230,
,,14,1916,1386,0,0,4.81,4.63,2188,1230,
,,13,1903,1316,0,0,4.72,4.59,2188,1230,
,,14,1903,1363,0,0,4.74,4.63,2188,1230,
,,13,1880,1330,0,0,4.71,4.64,2188,1230,
,,13,1913,1316,0,0,4.76,0,2188,1230,
,,14,1900,1343,0,0,4.69,4.57,2188,1230,
,,13,1877,1359,0,0,4.72,4.59,2188,1230,
,,13,1863,1349,0,0,4.73,4.53,2188,1230,
,,13,1883,1346,0,0,4.7,4.55,2188,1230,
,,13,1877,1346,0,0,4.72,4.56,2188,1230,
,,13,1930,1349,0,0,4.75,0,2188,1230,
,,13,1946,1343,0,0,4.71,4.58,2188,1230,
,,14,1910,1373,0,0,4.74,4.55,2188,1230,
,,13,1840,1333,0,0,4.67,4.5,2188,1230,
,,13,1880,1359,0,0,4.72,4.55,2188,1230,
,,13,1890,1346,0,0,4.71,4.54,2188,1230,
,,13,1893,1369,0,0,4.75,4.59,2188,1230,
,,13,1936,1363,0,0,4.72,4.53,2188,1230,
,,14,1890,1223,0,0,4.64,4.52,2188,1230,
,,13,1940,1349,0,0,4.69,4.55,2188,1230,
,,13,1916,1320,0,0,4.69,4.54,2188,1230,
,,13,1910,1356,0,0,4.67,4.54,2188,1230,
,,13,1900,1406,0,0,4.67,4.49,2188,1230,
,,13,1933,1349,0,0,4.67,4.5,2188,1230,
,,13,1873,1356,0,0,4.7,4.59,2188,1230,
,,13,1946,1336,0,0,4.68,4.56,2188,1230,
,,14,1926,1320,0,0,4.72,0,2188,1230,
,,13,1867,1393,0,0,4.71,0,2188,1230,
,,13,1910,1502,0,0,5.01,4.5,2188,1230,
,,13,1903,1333,0,0,4.72,4.58,2188,1230,
,,14,1920,1396,0,0,4.67,4.53,2188,1230,
,,13,1880,1323,0,0,4.68,4.58,2188,1230,
,,13,1883,1369,0,0,4.69,4.55,2188,1230,
,,14,1910,1373,0,0,4.7,4.54,2188,1230,
,,14,1960,1373,0,0,4.74,4.54,2188,1230,
,,13,1903,1363,0,0,4.76,4.61,2188,1230,
,,14,1883,1389,0,0,4.75,4.56,2188,1230,
,,13,1883,1402,0,0,4.71,0,2188,1230,
,,13,1867,1359,0,0,4.76,4.56,2188,1230,
,,13,1877,1330,0,0,4.72,4.6,2188,1230,
,,13,1877,1353,0,0,4.72,4.59,2188,1230,
,,13,1903,1353,0,0,4.74,4.57,2188,1230,
,,13,1897,1386,0,0,4.71,0,2188,1230,
,,13,1890,1336,0,0,4.66,4.6,2188,1230,
,,13,1867,1376,0,0,4.69,4.54,2188,1230,
,,13,1897,1366,0,0,4.72,4.58,2188,1230,
,,13,1893,1383,0,0,4.73,4.57,2188,1230,
,,13,1880,1343,0,0,4.66,4.54,2188,1230,
,,13,1907,1386,0,0,4.71,4.51,2188,1230,
,,13,1916,1339,0,0,4.74,4.49,2188,1230,
,,13,1897,1356,0,0,4.71,4.58,2188,1230,
,,13,1910,1330,0,0,4.69,4.49,2188,1230,
,,13,1897,1346,0,0,4.69,4.5,2188,1230,
,,13,1877,1333,0,0,4.72,4.55,2188,1230,
,,14,1853,1353,0,0,4.7,4.49,2188,1230,
,,13,1883,1330,0,0,4.73,4.53,2188,1230,
,,13,1910,1359,0,0,4.69,4.49,2188,1230,
,,13,1893,1353,0,0,4.67,4.54,2188,1230,
,,13,1863,1346,0,0,4.66,4.55,2188,1230,
,,13,1880,1396,0,0,4.67,4.54,2188,1230,
,,14,1873,1383,0,0,4.73,4.53,2188,1230,
,,13,1890,1369,0,0,4.71,4.52,2188,1230,
,,13,1887,1356,0,0,4.68,4.53,2188,1230,
,,13,1877,1336,0,0,4.67,0,2188,1230,
,,14,1873,1333,0,0,4.75,4.54,2188,1230,
,,13,1893,1184,0,0,4.64,4.59,2188,1230,
,,13,1883,1339,0,0,4.7,4.57,2188,1230,
,,13,1907,1399,0,0,4.69,4.55,2188,1230,
,,14,1847,1323,0,0,4.75,4.63,2188,1230,
,,13,1883,1389,0,0,4.71,4.57,2188,1230,
,,27,1857,1310,0,0,4.71,4.61,2188,1230,
,,13,1887,1349,0,0,4.71,4.61,2188,1230,
,,13,1903,1393,0,0,4.75,4.56,2188,1230,
,,27,1860,1402,0,0,4.71,4.62,2188,1230,
,,13,1946,1339,0,0,4.79,4.62,2188,1230,
,,14,1913,1270,0,0,4.79,4.62,2188,1230,
,,13,1907,1144,0,0,4.73,0,2188,1230,
,,13,1863,1356,0,0,4.89,4.68,2188,1230,
,,14,1903,1363,0,0,4.78,4.61,2188,1230,
,,13,1920,1349,0,0,4.92,4.68,2188,1230,
,,14,1913,1402,0,0,4.83,4.66,2188,1230,
,,13,1873,1373,0,0,4.81,4.68,2188,1230,
,,14,1940,1339,0,0,4.85,4.7,2188,1230,
,,13,1853,1379,0,0,4.75,4.65,2188,1230,
,,13,1930,1343,0,0,4.84,4.7,2188,1230,
,,13,1913,1339,0,0,4.83,4.7,2188,1230,
,,14,1943,1379,0,0,4.87,4.69,2188,1230,
,,13,1926,1376,0,0,4.81,4.69,2188,1230,
,,13,1950,1373,0,0,4.92,4.66,2188,1230,
,,14,1966,1250,0,0,4.92,4.68,2188,1230,
,,13,1923,1346,0,0,4.8,4.69,2188,1230,
,,13,1873,1386,0,0,4.87,4.66,2188,1230,
,,13,1860,1339,0,0,4.83,4.73,2188,1230,
,,14,1910,1323,0,0,4.85,4.71,2188,1230,
,,13,1893,1356,0,0,4.82,4.66,2188,1230,
,,14,1920,1366,0,0,4.87,4.75,2188,1230,
,,13,1897,1366,0,0,4.82,0,2188,1230,
,,13,1880,1353,0,0,4.93,4.66,2188,1230,
,,14,1890,1393,0,0,4.82,4.65,2188,1230,
,,13,1880,1383,0,0,4.89,4.73,2188,1230,
,,13,1893,1366,0,0,4.85,4.71,2188,1230,
,,13,1910,1353,0,0,4.82,0,2188,1230,
,,13,1903,1376,0,0,4.86,4.71,2188,1230,
,,13,1903,1366,0,0,4.88,4.68,2188,1230,
,,13,1907,1389,0,0,4.84,4.66,2188,1230,
,,13,1913,1363,0,0,4.78,4.64,2188,1230,
,,13,1926,1406,0,0,4.83,4.64,2188,1230,
,,13,1907,1386,0,0,4.87,4.65,2188,1230,
,,13,1903,1339,0,0,4.74,4.63,2188,1230,
,,13,1873,1349,0,0,4.81,4.69,2188,1230,
,,13,1897,1383,0,0,4.76,4.69,2188,1230,
,,14,1903,1369,0,0,4.68,4.57,2188,1230,
,,13,1850,1389,0,0,4.75,4.64,2188,1230,
,,13,1893,1320,0,0,4.72,4.63,2188,1230,
,,13,1903,1346,0,0,4.74,4.56,2188,1230,
,,13,1903,1323,0,0,4.72,4.55,2188,1230,
,,14,1794,1393,0,0,4.74,4.56,2188,1230,
,,13,1897,1346,0,0,4.66,4.58,2188,1230,
,,13,1883,1320,0,0,4.78,4.6,2188,1230,
,,13,1926,1393,0,0,4.7,4.5,2188,1230,
,,13,1910,1339,0,0,4.66,4.56,2188,1230,
,,13,1897,1320,0,0,4.62,0,2188,1230,
,,13,1870,1386,0,0,4.68,4.49,2188,1230,
,,13,1890,1353,0,0,4.62,0,2188,1230,
,,13,1890,1273,0,0,4.61,4.52,2188,1230,
,,13,1920,1349,0,0,4.69,0,2188,1230,
,,14,1913,1359,0,0,4.67,4.49,2188,1230,
,,13,1903,1336,0,0,4.68,4.49,2188,1230,
,,13,1916,1320,0,0,4.69,4.55,2188,1230,
,,14,1910,1339,0,0,4.64,0,2188,1230,
,,13,1694,1104,0,0,0,4.52,2188,1230,
,,13,1916,1359,0,0,4.67,4.47,2188,1230,
,,13,1940,1402,0,0,4.58,4.46,2188,1230,
,,13,1943,1389,0,0,4.63,4.47,2188,1230,
,,13,1973,1336,0,0,4.62,4.45,2188,1230,
,,13,1877,1293,0,0,4.62,4.52,2188,1230,
,,13,1940,1356,0,0,4.66,4.44,2188,1230,
,,13,1890,1339,0,0,4.54,4.48,2188,1230,
,,13,1956,1379,0,0,4.58,4.42,2188,1230,
,,14,1963,1349,0,0,4.6,0,2188,1230,
,,13,1946,1313,0,0,4.56,0,2188,1230,
,,13,1956,1230,0,0,4.57,4.41,2188,1230,
,,13,1910,1316,0,0,4.6,0,2188,1230,
,,14,1989,1369,0,0,4.54,4.37,2188,1230,
,,13,1907,1313,0,0,4.53,4.38,2188,1230,
,,14,1970,1316,0,0,4.51,4.34,2188,1230,
,,13,1963,1320,0,0,4.49,4.33,2188,1230,
,,14,1966,1207,0,0,4.52,4.35,2188,1230,
,,13,1986,1326,0,0,4.56,4.38,2188,1230,
,,13,1973,1323,0,0,4.46,4.34,2188,1230,
,,13,2023,1349,0,0,4.49,4.34,2188,1230,
,,13,1953,1326,0,0,4.48,0,2188,1230,
,,13,1953,1167,0,0,-1,0,2188,1230,
,,14,1920,1333,0,0,4.38,4.36,2188,1230,
,,13,1986,1369,0,0,4.46,4.35,2188,1230,
,,13,1986,1383,0,0,4.42,4.31,2188,1230,
,,13,1926,1320,0,0,4.46,0,2188,1230,
,,13,1694,1068,0,0,0,4.32,2188,1230,
,,13,1923,1320,0,0,4.48,4.25,2188,1230,
,,13,1946,1300,0,0,4.43,0,2188,1230,
,,13,1996,1313,0,0,4.48,0,2188,1230,
,,27,2009,1346,0,0,4.45,0,2188,1230,
,,27,1999,1336,0,0,4.49,4.27,2188,1230,
,,13,1956,1296,0,0,4.44,4.25,2188,1230,
,,13,1993,1300,0,0,4.44,4.32,2188,1230,
,,13,2033,1310,0,0,4.43,4.29,2188,1230,
,,13,1923,1144,0,0,4.43,4.28,2188,1230,
,,13,2016,1346,0,0,4.45,4.36,2188,1230,
,,14,1989,1296,0,0,4.48,0,2188,1230,
,,13,2019,1323,0,0,4.49,0,2188,1230,
,,13,1996,1223,0,0,4.45,0,2188,1230,
,,13,1986,1363,0,0,4.41,0,2188,1230,
,,13,2019,1339,0,0,4.43,4.36,2188,1230,
,,14,1956,1303,0,0,4.46,0,2188,1230,
,,13,1993,1373,0,0,4.52,4.3,2188,1230,
,,13,1996,1286,0,0,4.51,4.34,2188,1230,
,,13,1976,1223,0,0,4.44,4.38,2188,1230,
,,13,1979,1313,0,0,4.5,4.36,2188,1230,
,,13,1970,1283,0,0,4.54,4.33,2188,1230,
,,13,1983,1333,0,0,4.57,4.35,2188,1230,
,,13,1973,1346,0,0,4.5,4.42,2188,1230,
,,13,1963,1320,0,0,4.56,4.43,2188,1230,
,,14,1940,1286,0,0,4.59,4.42,2188,1230,
,,13,1953,1310,0,0,4.54,4.47,2188,1230,
,,13,1950,1316,0,0,4.62,0,2188,1230,
,,13,1956,1273,0,0,4.62,0,2188,1230,
,,14,1976,1326,0,0,4.61,0,2188,1230,
,,13,1976,1416,0,0,4.66,4.45,2188,1230,
,,14,1953,1336,0,0,4.62,0,2188,1230,
,,13,1946,1293,0,0,4.64,4.45,2188,1230,
,,13,1953,1323,0,0,4.65,4.43,2188,1230,
,,14,1910,1290,0,0,4.66,4.41,2188,1230,
,,13,1966,1346,0,0,4.63,4.49,2188,1230,
,,13,1933,1339,0,0,4.62,4.47,2188,1230,
,,13,1963,1330,0,0,4.7,4.43,2188,1230,
,,13,1943,1349,0,0,4.61,4.55,2188,1230,
,,13,1933,1313,0,0,4.71,4.47,2188,1230,
,,27,1910,1101,0,0,-1,4.45,2188,1230,
,,13,1946,1343,0,0,4.61,4.47,2188,1230,
,,14,1966,1402,0,0,4.62,4.44,2188,1230,
,,13,1999,1323,0,0,4.65,4.51,2188,1230,
,,13,1916,1333,0,0,4.64,0,2188,1230,
,,13,1973,1306,0,0,4.69,4.49,2188,1230,
,,14,1953,1267,0,0,4.67,0,2188,1230,
,,13,1873,1349,0,0,4.66,0,2188,1230,
,,13,1910,1306,0,0,4.63,4.48,2188,1230,
,,13,1900,1330,0,0,4.66,4.49,2188,1230,
,,13,1870,1349,0,0,4.67,0,2188,1230,
,,14,1840,1316,0,0,4.6,4.47,2188,1230,
,,13,1883,1330,0,0,4.65,4.44,2188,1230,
,,13,1870,1346,0,0,4.71,4.4,2188,1230,
,,13,1887,1346,0,0,4.53,4.41,2188,1230,
,,13,1883,1409,0,0,4.54,4.43,2188,1230,
,,13,1950,1339,0,0,4.61,4.47,2188,1230,
,,15,1963,1283,0,0,4.58,4.41,2188,1230,
,,11,1880,1313,0,0,4.57,4.47,2188,1230,
,,13,1907,1270,0,0,4.56,0,2188,1230,
,,13,1857,1018,0,0,4.64,4.38,2188,1230,
,,13,1936,1313,0,0,4.54,4.44,2188,1230,
,,13,1870,1217,0,0,4.58,4.4,2188,1230,
,,13,1916,1356,0,0,4.48,4.41,2188,1230,
,,14,1930,1359,0,0,4.51,4.41,2188,1230,
,,13,1910,1356,0,0,4.48,4.39,2188,1230,
,,13,2013,1359,0,0,4.56,0,2188,1230,
,,13,1973,1310,0,0,4.58,4.41,2188,1230,
,,13,2029,1349,0,0,4.56,4.47,2188,1230,
,,14,1960,1346,0,0,4.58,4.4,2188,1230,
,,13,1946,1283,0,0,4.58,4.42,2188,1230,
,,13,1916,1356,0,0,4.59,4.45,2188,1230,
,,13,1883,1379,0,0,4.58,4.36,2188,1230,
,,13,1946,1346,0,0,4.56,4.41,2188,1230,
,,14,1940,1379,0,0,4.58,4.45,2188,1230,
,,13,1950,1386,0,0,4.55,4.49,2188,1230,
,,13,1910,1273,0,0,4.58,4.43,2188,1230,
,,13,1979,1336,0,0,4.67,0,2188,1230,
,,13,1930,1313,0,0,4.56,4.44,2188,1230,
,,14,1953,1316,0,0,4.59,4.41,2188,1230,
,,13,1983,1343,0,0,4.65,4.45,2188,1230,
,,13,1930,1330,0,0,4.68,4.47,2188,1230,
,,14,1953,1303,0,0,4.56,4.44,2188,1230,
,,13,1950,1207,0,0,4.61,4.46,2188,1230,
,,13,1916,1359,0,0,4.58,0,2188,1230,
,,13,1989,1316,0,0,4.59,4.48,2188,1230,
,,13,1933,1359,0,0,4.58,4.49,2188,1230,
,,13,1923,1359,0,0,4.61,4.46,2188,1230,
,,14,1973,1356,0,0,4.73,4.46,2188,1230,
,,13,1910,1376,0,0,4.63,0,2188,1230,
,,13,1916,1101,0,0,-1,4.49,2188,1230,
,,13,1953,1389,0,0,4.59,4.49,2188,1230,
,,14,1926,1323,0,0,4.65,4.47,2188,1230,
,,13,1956,1346,0,0,4.6,4.48,2188,1230,
,,13,2009,1323,0,0,4.62,4.46,2188,1230,
,,13,1946,1343,0,0,4.64,4.44,2188,1230,
,,14,1953,1346,0,0,4.57,4.42,2188,1230,
,,13,1993,1386,0,0,4.58,4.42,2188,1230,
,,14,1960,1359,0,0,4.63,0,2188,1230,
,,13,1903,1230,0,0,4.51,4.46,2188,1230,
,,13,1943,1336,0,0,4.6,0,2188,1230,
,,13,1930,1313,0,0,4.56,4.47,2188,1230,
,,13,1923,1359,0,0,4.61,4.48,2188,1230,
,,13,1936,1243,0,0,4.57,0,2188,1230,
,,13,1920,1293,0,0,4.57,4.46,2188,1230,
,,13,1950,1323,0,0,4.65,4.48,2188,1230,
,,14,1966,1353,0,0,4.57,4.42,2188,1230,
,,13,1920,1330,0,0,4.62,4.47,2188,1230,
,,14,1950,1310,0,0,4.6,4.49,2188,1230,
,,13,1940,1296,0,0,4.58,0,2188,1230,
,,14,1999,1306,0,0,4.59,4.46,2188,1230,
,,13,1999,1373,0,0,4.57,0,2188,1230,
,,13,1907,1383,0,0,4.49,0,2188,1230,
,,13,1973,1373,0,0,4.55,4.38,2188,1230,
,,13,1946,1330,0,0,4.51,4.4,2188,1230,
,,13,1993,1306,0,0,4.64,4.43,2188,1230,
,,14,1734,885,0,0,0,4.44,2188,1230,
,,13,1956,1379,0,0,4.54,0,2188,1230,
,,13,1983,1389,0,0,4.6,4.38,2188,1230,
,,14,1953,1416,0,0,4.56,0,2188,1230,
,,13,1953,1353,0,0,4.56,4.42,2188,1230,
,,13,1970,1316,0,0,4.63,4.45,2188,1230,
,,13,1970,1346,0,0,4.58,4.49,2188,1230,
,,14,2009,1353,0,0,4.59,4.48,2188,1230,
,,13,1920,1260,0,0,4.57,4.44,2188,1230,
,,13,1956,1359,0,0,4.57,4.55,2188,1230,
,,13,1976,1402,0,0,4.64,4.48,2188,1230,
,,13,1946,1286,0,0,4.69,0,2188,1230,
,,14,1953,1300,0,0,4.63,4.46,2188,1230,
,,13,1956,1349,0,0,4.63,4.52,2188,1230,
,,13,1970,1366,0,0,4.65,0,2188,1230,
,,13,1890,1213,0,0,4.62,0,2188,1230,
,,13,1983,1369,0,0,4.72,4.53,2188,1230,
,,13,1923,1379,0,0,4.72,4.57,2188,1230,
,,13,1946,1426,0,0,4.69,0,2188,1230,
,,13,1923,1339,0,0,4.65,4.57,2188,1230,
,,13,1950,1386,0,0,4.69,0,2188,1230,
,,14,1933,1339,0,0,4.77,4.53,2188,1230,
,,13,1923,1383,0,0,4.76,4.56,2188,1230,
,,13,1933,1389,0,0,4.65,0,2188,1230,
,,13,1923,1389,0,0,4.72,4.52,2188,1230,
,,14,1920,1406,0,0,4.74,0,2188,1230,
,,13,1897,1243,0,0,4.6,4.55,2188,1230,
,,13,1993,1412,0,0,4.71,0,2188,1230,
,,13,1916,1386,0,0,4.68,4.56,2188,1230,
,,13,1946,1359,0,0,4.66,4.57,2188,1230,
,,14,1943,1376,0,0,4.64,0,2188,1230,
,,13,1946,1293,0,0,4.65,4.55,2188,1230,
,,13,1920,1373,0,0,4.61,4.49,2188,1230,
,,14,1930,1366,0,0,4.6,4.49,2188,1230,
,,13,1960,1346,0,0,4.7,4.51,2188,1230,
,,13,1946,1389,0,0,4.6,0,2188,1230,
,,13,1966,1376,0,0,4.65,0,2188,1230,
,,13,1956,1396,0,0,4.65,4.55,2188,1230,
,,13,2006,1412,0,0,4.6,0,2188,1230,
,,13,1936,1310,0,0,4.69,0,2188,1230,
,,14,1923,1379,0,0,4.75,4.5,2188,1230,
,,13,1910,1363,0,0,4.67,4.49,2188,1230,
,,13,1946,1290,0,0,4.69,4.55,2188,1230,
,,14,1940,1389,0,0,4.64,4.51,2188,1230,
,,13,1963,1396,0,0,4.67,4.52,2188,1230,
,,13,1930,1343,0,0,4.7,0,2188,1230,
,,13,1963,1366,0,0,4.69,0,2188,1230,
,,13,1953,1363,0,0,4.7,4.49,2188,1230,
,,14,1900,1296,0,0,4.6,4.55,2188,1230,
,,13,1956,1346,0,0,4.67,0,2188,1230,
,,13,1837,1356,0,0,4.61,4.52,2188,1230,
,,13,1926,1422,0,0,4.63,4.51,2188,1230,
,,13,1973,1320,0,0,4.62,4.47,2188,1230,
,,13,1943,1386,0,0,4.63,0,2188,1230,
,,13,1920,1363,0,0,4.61,4.45,2188,1230,
,,13,1903,1346,0,0,4.61,4.49,2188,1230,
,,13,1940,1366,0,0,4.58,4.48,2188,1230,
,,13,1926,1393,0,0,4.55,4.47,2188,1230,
,,13,1907,1320,0,0,4.57,0,2188,1230,
,,13,1920,1383,0,0,4.59,4.42,2188,1230,
,,13,1986,1349,0,0,4.57,4.48,2188,1230,
,,14,1999,1253,0,0,4.51,4.39,2188,1230,
,,13,2006,1333,0,0,4.5,4.44,2188,1230,
,,13,1963,1363,0,0,4.55,4.37,2188,1230,
,,13,1946,1303,0,0,4.58,4.39,2188,1230,
,,13,1943,1386,0,0,4.54,0,2188,1230,
,,13,1913,1386,0,0,4.49,4.39,2188,1230,
,,27,1913,1217,0,0,-1,4.37,2188,1230,
,,13,1963,1326,0,0,4.51,0,2188,1230,
,,13,1950,1363,0,0,4.5,4.42,2188,1230,
,,14,1956,1326,0,0,4.53,0,2188,1230,
,,13,2006,1270,0,0,4.56,4.37,2188,1230,
,,13,1940,1306,0,0,4.52,4.36,2188,1230,
,,13,1979,1349,0,0,4.51,0,2188,1230,
,,14,1989,1343,0,0,4.53,0,2188,1230,
,,13,1960,1363,0,0,4.49,4.41,2188,1230,
,,14,2006,1359,0,0,4.53,0,2188,1230,
,,13,1956,1323,0,0,4.48,0,2188,1230,
,,13,1936,1313,0,0,4.58,0,2188,1230,
,,13,1960,1363,0,0,4.62,4.41,2188,1230,
,,13,1950,1313,0,0,4.43,0,2188,1230,
,,13,1970,1313,0,0,4.54,4.38,2188,1230,
,,13,1993,1353,0,0,4.49,4.41,2188,1230,
,,14,1970,1336,0,0,4.47,0,2188,1230,
,,13,1999,1393,0,0,4.55,0,2188,1230,
,,13,1960,1339,0,0,4.62,0,2188,1230,
,,14,2072,2364,0,0,5.81,4.45,2188,1230,
,,13,1950,1359,0,0,4.61,0,2188,1230,
,,14,1946,1336,0,0,4.54,4.42,2188,1230,
,,13,1960,1343,0,0,4.52,4.44,2188,1230,
,,13,1956,1383,0,0,4.57,0,2188,1230,
,,13,1966,1313,0,0,4.65,4.44,2188,1230,
,,14,1986,1366,0,0,4.5,4.39,2188,1230,
,,13,1741,1044,0,0,0,4.46,2188,1230,
,,13,1943,1204,0,0,4.51,0,2188,1230,
,,27,1976,1376,0,0,4.54,4.4,2188,1230,
,,14,1946,1359,0,0,4.56,4.38,2188,1230,
,,13,2006,1346,0,0,4.5,4.38,2188,1230,
,,13,1996,1376,0,0,4.48,4.36,2188,1230,
,,13,2003,1359,0,0,4.53,4.34,2188,1230,
,,14,1960,1369,0,0,4.51,4.42,2188,1230,
,,13,2052,1373,0,0,4.54,0,2188,1230,
,,13,2016,1296,0,0,4.58,0,2188,1230,
,,13,1993,1326,0,0,4.5,4.38,2188,1230,
,,13,1996,1346,0,0,4.5,4.37,2188,1230,
,,14,2016,1353,0,0,4.43,4.31,2188,1230,
,,13,1989,1343,0,0,4.47,4.31,2188,1230,
,,13,1989,1349,0,0,4.44,4.32,2188,1230,
,,13,1943,1343,0,0,4.44,4.39,2188,1230,
,,13,1963,1363,0,0,4.46,4.3,2188,1230,
,,13,1979,1379,0,0,4.4,0,2188,1230,
,,13,1970,1303,0,0,4.54,4.25,2188,1230,
,,13,1983,1356,0,0,4.41,4.31,2188,1230,
,,13,2046,1326,0,0,4.49,0,2188,1230,
,,14,1996,1751,0,0,5.11,4.31,2188,1230,
,,13,1963,1323,0,0,4.43,4.29,2188,1230,
,,13,2026,1310,0,0,4.42,4.32,2188,1230,
