"GP-No";"Name";"Time";"Timegap";"X";"Y";"X-offset";"Y-offset";"Pupil Diameter Left (mm)";"Pupil Diameter Right (mm)";"Mouse X-coord";"Mouse Y-coord";"AoI"
"1";"P 43";"0";"0";"1970";"1316";"0";"0";"7.02";"0";"2102";"1054";"100%,25%,50%"
"2";"P 43";"13";"13";"1946";"1310";"0";"0";"7.06";"0";"2102";"1054";"100%,25%,50%"
"3";"P 43";"41";"27";"1956";"1389";"0";"0";"7.07";"0";"2102";"1054";"100%,25%,50%"
"4";"P 43";"55";"13";"1983";"1399";"0";"0";"7.14";"0";"2102";"1054";"100%,25%,50%"
"5";"P 43";"68";"13";"2013";"1422";"0";"0";"7.06";"6.23";"2102";"1054";"100%,50%"
"6";"P 43";"82";"13";"2033";"1306";"0";"0";"7.1";"6.17";"2102";"1054";"100%,25%,50%"
"7";"P 43";"96";"13";"2026";"1376";"0";"0";"7.13";"0";"2102";"1054";"100%,50%"
"8";"P 43";"124";"27";"2029";"1296";"0";"0";"7.16";"0";"2102";"1054";"100%,25%,50%"
"9";"P 43";"165";"41";"1979";"1356";"0";"0";"7.29";"0";"2102";"1054";"100%,25%,50%"
"10";"P 43";"179";"13";"1996";"1373";"0";"0";"7.32";"0";"2102";"1054";"100%,25%,50%"
"11";"P 43";"193";"13";"1983";"1393";"0";"0";"7.32";"0";"2102";"1054";"100%,25%,50%"
"12";"P 43";"207";"13";"2013";"1376";"0";"0";"7.37";"0";"2102";"1054";"100%,25%,50%"
"13";"P 43";"220";"13";"1996";"1416";"0";"0";"7.37";"0";"2102";"1054";"100%,50%"
"14";"P 43";"234";"13";"1999";"1336";"0";"0";"7.27";"0";"2102";"1054";"100%,25%,50%"
"15";"P 43";"262";"27";"2026";"1386";"0";"0";"7.44";"0";"2102";"1054";"100%,50%"
"16";"P 43";"303";"41";"1986";"1296";"0";"0";"7.5";"0";"2102";"1054";"100%,25%,50%"
"17";"P 43";"317";"13";"2029";"1313";"0";"0";"7.5";"0";"2102";"1054";"100%,25%,50%"
"18";"P 43";"330";"13";"2049";"1260";"0";"0";"7.54";"0";"2102";"1054";"100%,50%"
"19";"P 43";"344";"13";"2079";"1240";"0";"0";"7.5";"0";"2102";"1054";"100%,50%"
"20";"P 43";"358";"13";"2099";"1184";"0";"0";"7.57";"0";"2102";"1054";"100%,50%"
