"GP-No";"Name";"Time";"Timegap";"X";"Y";"X-offset";"Y-offset";"Pupil Diameter Left (mm)";"Pupil Diameter Right (mm)";"Mouse X-coord";"Mouse Y-coord";"AoI"
"1";"P 39";"0";"0";"1920";"859";"0";"0";"5.26";"4.75";"2178";"995";"100%,50%"
"2";"P 39";"13";"13";"1910";"408";"0";"0";"5.3";"4.74";"2178";"995";"100%"
"3";"P 39";"27";"13";"1916";"839";"0";"0";"5.33";"0";"2178";"995";"100%,50%"
"4";"P 39";"40";"13";"1930";"769";"0";"0";"5.27";"0";"2178";"995";"100%,50%"
"5";"P 39";"54";"13";"1900";"812";"0";"0";"5.29";"4.78";"2178";"995";"100%,50%"
"6";"P 39";"67";"13";"1920";"829";"0";"0";"5.36";"0";"2178";"995";"100%,50%"
"7";"P 39";"81";"13";"1923";"849";"0";"0";"5.25";"4.77";"2178";"995";"100%,50%"
"8";"P 39";"94";"13";"1920";"845";"0";"0";"5.25";"0";"2178";"995";"100%,50%"
"9";"P 39";"108";"13";"1887";"776";"0";"0";"5.35";"4.8";"2178";"995";"100%,50%"
"10";"P 39";"121";"13";"1887";"806";"0";"0";"5.27";"0";"2178";"995";"100%,50%"
"11";"P 39";"135";"13";"1913";"872";"0";"0";"5.41";"0";"2178";"995";"100%,50%"
"12";"P 39";"148";"13";"1903";"875";"0";"0";"5.27";"0";"2178";"995";"100%,50%"
"13";"P 39";"175";"27";"1926";"554";"0";"0";"5.34";"4.81";"2178";"995";"100%"
"14";"P 39";"216";"40";"1903";"845";"0";"0";"5.32";"4.81";"2178";"995";"100%,50%"
"15";"P 39";"229";"13";"1953";"862";"0";"0";"5.35";"4.83";"2178";"995";"100%,50%"
"16";"P 39";"243";"13";"1907";"826";"0";"0";"5.28";"4.83";"2178";"995";"100%,50%"
"17";"P 39";"256";"13";"1907";"819";"0";"0";"5.35";"0";"2178";"995";"100%,50%"
"18";"P 39";"270";"13";"1916";"786";"0";"0";"5.26";"0";"2178";"995";"100%,50%"
"19";"P 39";"283";"13";"1946";"1880";"0";"0";"6.73";"4.82";"2178";"995";"100%"
"20";"P 39";"297";"13";"1907";"879";"0";"0";"5.38";"4.84";"2178";"995";"100%,50%"
"21";"P 39";"310";"13";"1873";"889";"0";"0";"0";"4.8";"2178";"995";"100%,50%"
"22";"P 39";"324";"13";"1910";"802";"0";"0";"5.25";"0";"2178";"995";"100%,50%"
"23";"P 39";"337";"13";"1890";"889";"0";"0";"5.3";"0";"2178";"995";"100%,50%"
"24";"P 39";"351";"13";"1907";"862";"0";"0";"5.37";"4.85";"2178";"995";"100%,50%"
"25";"P 39";"364";"13";"1910";"826";"0";"0";"5.31";"0";"2178";"995";"100%,50%"
"26";"P 39";"378";"13";"1900";"759";"0";"0";"5.26";"0";"2178";"995";"100%,50%"
"27";"P 39";"391";"13";"1883";"371";"0";"0";"-1";"0";"2178";"995";"100%"
"28";"P 39";"405";"13";"1860";"928";"0";"0";"0";"4.88";"2178";"995";"100%,50%"
"29";"P 39";"419";"13";"1887";"869";"0";"0";"5.36";"0";"2178";"995";"100%,50%"
"30";"P 39";"432";"13";"1907";"782";"0";"0";"5.33";"0";"2178";"995";"100%,50%"
"31";"P 39";"446";"13";"1893";"845";"0";"0";"5.38";"0";"2178";"995";"100%,50%"
"32";"P 39";"459";"13";"1916";"872";"0";"0";"5.42";"4.89";"2178";"995";"100%,50%"
"33";"P 39";"473";"13";"1907";"912";"0";"0";"0";"4.89";"2178";"995";"100%,50%"
"34";"P 39";"486";"13";"1883";"852";"0";"0";"5.45";"0";"2178";"995";"100%,50%"
"35";"P 39";"500";"13";"1883";"948";"0";"0";"0";"4.96";"2178";"995";"100%,50%"
"36";"P 39";"513";"13";"1926";"842";"0";"0";"5.52";"4.88";"2178";"995";"100%,50%"
"37";"P 39";"527";"13";"1903";"845";"0";"0";"5.45";"4.95";"2178";"995";"100%,50%"
"38";"P 39";"540";"13";"1893";"902";"0";"0";"5.54";"4.97";"2178";"995";"100%,50%"
"39";"P 39";"554";"13";"1903";"922";"0";"0";"5.61";"4.95";"2178";"995";"100%,50%"
"40";"P 39";"567";"13";"1887";"836";"0";"0";"5.6";"4.94";"2178";"995";"100%,50%"
"41";"P 39";"581";"13";"1867";"885";"0";"0";"5.56";"4.96";"2178";"995";"100%,50%"
