"GP-No";"Name";"Time";"Timegap";"X";"Y";"X-offset";"Y-offset";"Pupil Diameter Left (mm)";"Pupil Diameter Right (mm)";"Mouse X-coord";"Mouse Y-coord";"AoI"
"1";"P 29";"0";"0";"3326";"2112";"0";"0";"3.32";"0";"2092";"1024";"-"
"2";"P 29";"27";"27";"2059";"1346";"0";"0";"3.26";"0";"2092";"1024";"100%,50%"
"3";"P 29";"53";"26";"1847";"1396";"0";"0";"3.23";"2.95";"2092";"1024";"100%,25%,50%"
"4";"P 29";"80";"27";"1916";"1379";"0";"0";"3.26";"0";"2092";"1024";"100%,25%,50%"
"5";"P 29";"94";"13";"1907";"1399";"0";"0";"3.16";"0";"2092";"1024";"100%,25%,50%"
"6";"P 29";"121";"27";"1857";"1330";"0";"0";"3.12";"0";"2238";"998";"100%,25%,50%"
"7";"P 29";"148";"26";"1890";"1485";"0";"0";"3.15";"2.87";"2238";"998";"100%,25%,50%"
"8";"P 29";"270";"121";"1797";"1001";"0";"0";"0";"2.74";"2238";"998";"100%,25%,50%"
"9";"P 29";"297";"27";"1774";"1078";"0";"0";"0";"2.73";"2238";"998";"100%,25%,50%"
"10";"P 29";"324";"26";"1820";"1048";"0";"0";"0";"2.69";"2238";"998";"100%,25%,50%"
"11";"P 29";"378";"54";"1857";"1197";"0";"0";"2.69";"0";"2238";"998";"10%,100%,25%,50%"
"12";"P 29";"419";"40";"1824";"1220";"0";"0";"2.84";"0";"2238";"998";"10%,100%,25%,50%"
"13";"P 29";"473";"54";"1814";"1121";"0";"0";"2.86";"2.68";"2238";"998";"100%,25%,50%"
"14";"P 29";"500";"27";"1844";"981";"0";"0";"0";"2.6";"2238";"998";"100%,25%,50%"
"15";"P 29";"513";"13";"1820";"1160";"0";"0";"2.91";"2.56";"2238";"998";"10%,100%,25%,50%"
"16";"P 29";"540";"27";"1674";"1021";"0";"0";"0";"2.55";"2238";"998";"100%,25%,50%"
"17";"P 29";"554";"13";"1784";"1021";"0";"0";"0";"2.53";"2238";"998";"100%,25%,50%"
"18";"P 29";"784";"229";"1751";"756";"0";"0";"2.81";"0";"2238";"998";"100%,50%"
"19";"P 29";"838";"54";"1761";"1097";"0";"0";"2.83";"2.19";"2238";"998";"100%,25%,50%"
"20";"P 29";"865";"26";"1764";"1107";"0";"0";"2.76";"0";"2238";"998";"100%,25%,50%"
