"GP-No";"Name";"Time";"Timegap";"X";"Y";"X-offset";"Y-offset";"Pupil Diameter Left (mm)";"Pupil Diameter Right (mm)";"Mouse X-coord";"Mouse Y-coord";"AoI"
"1";"P 12";"0";"0";"3369";"1986";"0";"0";"4.68";"5.35";"-";"-";"-"
"2";"P 12";"12";"12";"2202";"1678";"0";"0";"4.6";"5.48";"-";"-";"100%"
"3";"P 12";"26";"13";"1704";"1141";"0";"0";"4.66";"-1";"-";"-";"10%,100%,25%,50%"
"4";"P 12";"39";"13";"1598";"908";"0";"0";"0";"5.47";"-";"-";"100%,50%"
"5";"P 12";"53";"13";"1635";"1286";"0";"0";"4.54";"5.42";"-";"-";"100%,25%,50%"
"6";"P 12";"66";"13";"1611";"1263";"0";"0";"4.5";"5.43";"-";"-";"100%,25%,50%"
"7";"P 12";"79";"13";"1641";"1257";"0";"0";"4.52";"5.38";"-";"-";"100%,25%,50%"
"8";"P 12";"92";"13";"1635";"1283";"0";"0";"4.48";"5.4";"-";"-";"100%,25%,50%"
"9";"P 12";"119";"26";"1651";"1363";"0";"0";"4.52";"5.37";"-";"-";"100%,25%,50%"
"10";"P 12";"132";"12";"1572";"1326";"0";"0";"4.41";"5.31";"-";"-";"100%,25%,50%"
"11";"P 12";"145";"13";"1565";"1402";"0";"0";"4.42";"5.3";"-";"-";"100%,25%,50%"
"12";"P 12";"159";"13";"1565";"1131";"0";"0";"4.38";"5.23";"-";"-";"100%,25%,50%"
"13";"P 12";"172";"13";"1585";"1383";"0";"0";"4.32";"0";"-";"-";"100%,25%,50%"
"14";"P 12";"185";"13";"1691";"1542";"0";"0";"4.32";"0";"-";"-";"100%,50%"
"15";"P 12";"198";"12";"1747";"1343";"0";"0";"0";"5.03";"-";"-";"10%,100%,25%,50%"
"16";"P 12";"211";"13";"1810";"1051";"0";"0";"4.14";"5.01";"-";"-";"100%,25%,50%"
"17";"P 12";"225";"13";"1754";"1137";"0";"0";"4.18";"4.81";"-";"-";"10%,100%,25%,50%"
"18";"P 12";"238";"13";"1718";"1286";"0";"0";"0";"4.85";"-";"-";"10%,100%,25%,50%"
"19";"P 12";"264";"26";"1701";"1233";"0";"0";"0";"4.64";"-";"-";"10%,100%,25%,50%"
"20";"P 12";"305";"40";"1767";"1210";"0";"0";"3.77";"4.49";"-";"-";"10%,100%,25%,50%"
"21";"P 12";"318";"13";"1797";"1207";"0";"0";"3.73";"4.38";"-";"-";"10%,100%,25%,50%"
"22";"P 12";"344";"26";"1784";"1190";"0";"0";"3.66";"0";"-";"-";"10%,100%,25%,50%"
"23";"P 12";"358";"13";"1790";"1167";"0";"0";"3.7";"0";"-";"-";"10%,100%,25%,50%"
"24";"P 12";"371";"13";"1787";"1144";"0";"0";"3.57";"4.29";"-";"-";"10%,100%,25%,50%"
"25";"P 12";"384";"12";"1781";"1180";"0";"0";"3.57";"4.14";"-";"-";"10%,100%,25%,50%"
"26";"P 12";"411";"26";"1840";"1194";"0";"0";"3.5";"4.06";"-";"-";"10%,100%,25%,50%"
"27";"P 12";"424";"13";"1897";"1197";"0";"0";"3.36";"4.03";"-";"-";"100%,25%,50%"
"28";"P 12";"437";"13";"1747";"1240";"0";"0";"0";"3.98";"-";"-";"10%,100%,25%,50%"
"29";"P 12";"450";"13";"1873";"1230";"0";"0";"3.41";"3.94";"-";"-";"100%,25%,50%"
"30";"P 12";"464";"13";"1794";"1190";"0";"0";"3.34";"0";"-";"-";"10%,100%,25%,50%"
"31";"P 12";"477";"13";"1814";"1174";"0";"0";"3.33";"3.83";"-";"-";"10%,100%,25%,50%"
"32";"P 12";"490";"13";"1824";"1164";"0";"0";"3.34";"3.84";"-";"-";"10%,100%,25%,50%"
"33";"P 12";"503";"13";"1800";"1141";"0";"0";"3.29";"3.8";"-";"-";"10%,100%,25%,50%"
"34";"P 12";"516";"13";"1834";"1174";"0";"0";"3.29";"3.78";"-";"-";"10%,100%,25%,50%"
"35";"P 12";"530";"13";"1827";"1064";"0";"0";"-1";"3.72";"-";"-";"100%,25%,50%"
"36";"P 12";"543";"13";"1787";"1190";"0";"0";"3.25";"3.69";"-";"-";"10%,100%,25%,50%"
"37";"P 12";"556";"13";"1794";"1230";"0";"0";"3.22";"3.72";"-";"-";"10%,100%,25%,50%"
"38";"P 12";"569";"13";"1857";"1170";"0";"0";"3.17";"3.7";"-";"-";"100%,25%,50%"
"39";"P 12";"583";"13";"1850";"1210";"0";"0";"3.19";"3.71";"-";"-";"10%,100%,25%,50%"
"40";"P 12";"596";"13";"1850";"1187";"0";"0";"3.17";"3.65";"-";"-";"10%,100%,25%,50%"
"41";"P 12";"609";"13";"1824";"1197";"0";"0";"3.23";"0";"-";"-";"10%,100%,25%,50%"
"42";"P 12";"623";"13";"1837";"1154";"0";"0";"3.21";"0";"-";"-";"100%,25%,50%"
"43";"P 12";"636";"13";"1847";"1220";"0";"0";"3.16";"0";"-";"-";"10%,100%,25%,50%"
