"GP-No";"Name";"Time";"Timegap";"X";"Y";"X-offset";"Y-offset";"Pupil Diameter Left (mm)";"Pupil Diameter Right (mm)";"Mouse X-coord";"Mouse Y-coord";"AoI"
"1";"P 9";"0";"0";"2122";"1180";"0";"0";"0";"7.94";"2092";"1028";"100%,50%"
"2";"P 9";"25";"25";"2168";"1300";"0";"0";"0";"8";"2092";"1028";"100%,50%"
"3";"P 9";"50";"24";"2112";"1213";"0";"0";"0";"7.97";"2092";"1028";"100%,50%"
"4";"P 9";"75";"25";"2016";"554";"0";"0";"7.75";"8.06";"2092";"1028";"100%"
"5";"P 9";"87";"12";"2115";"1054";"0";"0";"7.9";"8.05";"2092";"1028";"100%,50%"
"6";"P 9";"100";"12";"2029";"739";"0";"0";"7.82";"7.98";"2092";"1028";"100%,50%"
"7";"P 9";"112";"12";"2172";"1131";"0";"0";"7.75";"8.03";"2092";"1028";"100%,50%"
"8";"P 9";"125";"12";"2208";"942";"0";"0";"7.83";"8.09";"2092";"1028";"100%,50%"
"9";"P 9";"137";"12";"2135";"1213";"0";"0";"7.9";"0";"2092";"1028";"100%,50%"
"10";"P 9";"150";"12";"2278";"2225";"0";"0";"7.74";"8.04";"2092";"1028";"100%"
"11";"P 9";"162";"12";"2155";"1618";"0";"0";"7.76";"7.99";"2092";"1028";"100%,50%"
"12";"P 9";"375";"212";"2324";"1363";"0";"0";"0";"8.02";"2092";"1028";"100%"
"13";"P 9";"387";"12";"2411";"1598";"0";"0";"0";"8.17";"2092";"1028";"100%"
"14";"P 9";"412";"25";"2149";"603";"0";"0";"7.76";"8.11";"2092";"1028";"100%"
"15";"P 9";"437";"25";"2261";"975";"0";"0";"7.98";"8.18";"2092";"1028";"100%,50%"
"16";"P 9";"450";"12";"2321";"2274";"0";"0";"0";"8.32";"2092";"1028";"-"
"17";"P 9";"663";"212";"2394";"1316";"0";"0";"0";"8.51";"2092";"1028";"100%"
"18";"P 9";"688";"25";"2387";"1618";"0";"0";"0";"8.34";"2092";"1028";"100%"
"19";"P 9";"700";"12";"2357";"1611";"0";"0";"0";"8.47";"2092";"1028";"100%"
"20";"P 9";"813";"113";"2142";"1625";"0";"0";"0";"8.41";"2092";"1028";"100%,50%"
"21";"P 9";"863";"49";"1989";"2105";"0";"0";"7.91";"0";"2092";"1028";"100%"
"22";"P 9";"876";"12";"1923";"1572";"0";"0";"0";"8.21";"2092";"1028";"100%,50%"
"23";"P 9";"888";"12";"1777";"2046";"0";"0";"0";"8.17";"2092";"1028";"100%"
"24";"P 9";"926";"37";"1870";"1608";"0";"0";"0";"7.95";"2092";"1028";"100%,50%"
"25";"P 9";"938";"12";"1873";"1631";"0";"0";"7.66";"7.89";"2092";"1028";"100%,50%"
"26";"P 9";"963";"24";"1708";"792";"0";"0";"0";"7.75";"2092";"1028";"100%,50%"
"27";"P 9";"988";"25";"1970";"955";"0";"0";"0";"7.6";"2092";"1028";"100%,50%"
"28";"P 9";"1001";"12";"1628";"623";"0";"0";"0";"7.44";"2092";"1028";"100%"
"29";"P 9";"1013";"12";"1631";"587";"0";"0";"0";"7.55";"2092";"1028";"100%"
"30";"P 9";"1026";"12";"1369";"517";"0";"0";"0";"7.44";"2092";"1028";"100%"
"31";"P 9";"1038";"12";"1383";"414";"0";"0";"0";"7.33";"2092";"1028";"100%"
"32";"P 9";"1051";"12";"1930";"1386";"0";"0";"0";"7.28";"2092";"1028";"100%,25%,50%"
"33";"P 9";"1064";"12";"1383";"534";"0";"0";"0";"7.22";"2092";"1028";"100%"
"34";"P 9";"1089";"25";"1608";"617";"0";"0";"0";"7.09";"2092";"1028";"100%"
"35";"P 9";"1114";"24";"1893";"1137";"0";"0";"6.74";"7.14";"2092";"1028";"100%,25%,50%"
"36";"P 9";"1126";"12";"1837";"517";"0";"0";"6.64";"7";"2092";"1028";"100%"
"37";"P 9";"1139";"12";"1863";"637";"0";"0";"6.6";"0";"2092";"1028";"100%"
"38";"P 9";"1151";"12";"1873";"869";"0";"0";"6.56";"6.8";"2092";"1028";"100%,50%"
"39";"P 9";"1164";"12";"1810";"577";"0";"0";"6.52";"6.74";"2092";"1028";"100%"
"40";"P 9";"1176";"12";"1907";"666";"0";"0";"6.42";"6.83";"2092";"1028";"100%,50%"
"41";"P 9";"1189";"12";"1880";"653";"0";"0";"6.49";"6.67";"2092";"1028";"100%,50%"
"42";"P 9";"1201";"12";"1784";"666";"0";"0";"6.3";"6.68";"2092";"1028";"100%,50%"
"43";"P 9";"1214";"12";"1933";"1064";"0";"0";"6.3";"6.67";"2092";"1028";"100%,25%,50%"
"44";"P 9";"1226";"12";"1943";"1028";"0";"0";"6.33";"6.61";"2092";"1028";"100%,25%,50%"
"45";"P 9";"1239";"12";"1867";"756";"0";"0";"6.3";"6.41";"2092";"1028";"100%,50%"
"46";"P 9";"1251";"12";"1930";"1439";"0";"0";"6.19";"6.38";"2092";"1028";"100%,25%,50%"
"47";"P 9";"1264";"13";"1950";"1227";"0";"0";"5.98";"6.33";"2092";"1028";"100%,25%,50%"
"48";"P 9";"1276";"11";"2023";"1111";"0";"0";"6.05";"6.46";"2092";"1028";"100%,50%"
"49";"P 9";"1289";"12";"1883";"892";"0";"0";"6.09";"6.4";"2092";"1028";"100%,50%"
"50";"P 9";"1301";"12";"2026";"1190";"0";"0";"6.12";"6.36";"2092";"1028";"100%,25%,50%"
"51";"P 9";"1314";"12";"1930";"690";"0";"0";"6.03";"0";"2092";"1028";"100%,50%"
"52";"P 9";"1326";"12";"2069";"1134";"0";"0";"6.04";"6.27";"2092";"1028";"100%,50%"
"53";"P 9";"1339";"12";"1963";"958";"0";"0";"5.95";"6.22";"2092";"1028";"100%,50%"
"54";"P 9";"1351";"12";"1810";"1296";"0";"0";"0";"6.16";"2092";"1028";"10%,100%,25%,50%"
"55";"P 9";"1364";"12";"1897";"1343";"0";"0";"0";"6.15";"2092";"1028";"100%,25%,50%"
"56";"P 9";"1377";"12";"2052";"1389";"0";"0";"5.81";"6.16";"2092";"1028";"100%,50%"
"57";"P 9";"1389";"12";"1631";"1170";"0";"0";"0";"6.17";"2092";"1028";"100%,25%,50%"
"58";"P 9";"1414";"25";"1810";"1263";"0";"0";"0";"6.2";"2092";"1028";"10%,100%,25%,50%"
