"GP-No";"Name";"Time";"Timegap";"X";"Y";"X-offset";"Y-offset";"Pupil Diameter Left (mm)";"Pupil Diameter Right (mm)";"Mouse X-coord";"Mouse Y-coord";"AoI"
"1";"P 3-1";"0";"0";"2149";"1296";"0";"0";"5.79";"0";"2033";"991";"100%,50%"
"2";"P 3-1";"55";"55";"2109";"1240";"0";"0";"5.78";"5.61";"2033";"991";"100%,50%"
"3";"P 3-1";"82";"27";"2129";"1127";"0";"0";"5.89";"5.86";"3478";"2473";"100%,50%"
"4";"P 3-1";"96";"13";"2139";"1296";"0";"0";"5.8";"5.92";"3478";"2473";"100%,50%"
"5";"P 3-1";"110";"13";"2142";"1267";"0";"0";"5.82";"0";"3478";"2473";"100%,50%"
"6";"P 3-1";"124";"13";"2125";"1293";"0";"0";"5.83";"0";"3478";"2473";"100%,50%"
"7";"P 3-1";"137";"13";"2066";"1160";"0";"0";"5.83";"5.97";"3478";"2473";"100%,50%"
"8";"P 3-1";"151";"13";"2102";"1104";"0";"0";"5.88";"0";"3478";"2473";"100%,50%"
"9";"P 3-1";"165";"13";"2125";"1290";"0";"0";"5.9";"0";"3478";"2473";"100%,50%"
"10";"P 3-1";"179";"13";"2099";"1117";"0";"0";"5.91";"0";"3478";"2473";"100%,50%"
"11";"P 3-1";"193";"13";"2132";"985";"0";"0";"5.93";"0";"3478";"2473";"100%,50%"
"12";"P 3-1";"206";"13";"2105";"1197";"0";"0";"5.89";"0";"3478";"2473";"100%,50%"
"13";"P 3-1";"220";"13";"2086";"1111";"0";"0";"5.93";"0";"3478";"2473";"100%,50%"
"14";"P 3-1";"234";"13";"2105";"1144";"0";"0";"5.89";"0";"3478";"2473";"100%,50%"
"15";"P 3-1";"248";"13";"2099";"1144";"0";"0";"5.89";"6.02";"3478";"2473";"100%,50%"
"16";"P 3-1";"261";"13";"2082";"1150";"0";"0";"5.93";"0";"3478";"2473";"100%,50%"
"17";"P 3-1";"275";"13";"2089";"1267";"0";"0";"5.91";"0";"3478";"2473";"100%,50%"
"18";"P 3-1";"289";"13";"2125";"1276";"0";"0";"5.9";"6";"3478";"2473";"100%,50%"
"19";"P 3-1";"303";"13";"2082";"1293";"0";"0";"5.9";"0";"3478";"2473";"100%,50%"
"20";"P 3-1";"316";"13";"2112";"1276";"0";"0";"5.94";"0";"3478";"2473";"100%,50%"
"21";"P 3-1";"330";"13";"2082";"1276";"0";"0";"5.89";"0";"3478";"2473";"100%,50%"
"22";"P 3-1";"344";"13";"2115";"1300";"0";"0";"5.95";"0";"3478";"2473";"100%,50%"
"23";"P 3-1";"358";"13";"2086";"1296";"0";"0";"5.9";"0";"3478";"2473";"100%,50%"
"24";"P 3-1";"372";"13";"2072";"799";"0";"0";"5.94";"0";"3478";"2473";"100%,50%"
"25";"P 3-1";"385";"13";"2066";"1087";"0";"0";"5.92";"0";"3478";"2473";"100%,50%"
"26";"P 3-1";"399";"14";"2089";"1134";"0";"0";"5.94";"6.05";"3478";"2473";"100%,50%"
"27";"P 3-1";"413";"13";"2115";"1290";"0";"0";"5.91";"0";"3478";"2473";"100%,50%"
"28";"P 3-1";"427";"13";"2086";"1114";"0";"0";"5.97";"0";"3478";"2473";"100%,50%"
"29";"P 3-1";"441";"13";"2082";"1286";"0";"0";"5.94";"0";"3478";"2473";"100%,50%"
"30";"P 3-1";"454";"13";"2089";"1157";"0";"0";"5.96";"6.05";"3478";"2473";"100%,50%"
"31";"P 3-1";"468";"13";"2099";"1167";"0";"0";"5.96";"0";"3478";"2473";"100%,50%"
"32";"P 3-1";"482";"13";"2112";"961";"0";"0";"6.01";"0";"3478";"2473";"100%,50%"
"33";"P 3-1";"496";"13";"2069";"1164";"0";"0";"5.99";"6.08";"3478";"2473";"100%,50%"
"34";"P 3-1";"510";"13";"2089";"1164";"0";"0";"6.02";"0";"3478";"2473";"100%,50%"
"35";"P 3-1";"523";"13";"2059";"1157";"0";"0";"6.02";"0";"3478";"2473";"100%,50%"
"36";"P 3-1";"537";"14";"2105";"1058";"0";"0";"6.05";"0";"3478";"2473";"100%,50%"
"37";"P 3-1";"551";"13";"2079";"1107";"0";"0";"6.01";"0";"3478";"2473";"100%,50%"
"38";"P 3-1";"565";"13";"2089";"1167";"0";"0";"6.08";"0";"3478";"2473";"100%,50%"
"39";"P 3-1";"578";"13";"2132";"1048";"0";"0";"6.06";"0";"3478";"2473";"100%,50%"
"40";"P 3-1";"592";"13";"1916";"1230";"0";"0";"6.05";"0";"3468";"2453";"100%,25%,50%"
"41";"P 3-1";"606";"13";"1900";"1114";"0";"0";"6.13";"0";"3468";"2453";"100%,25%,50%"
"42";"P 3-1";"620";"13";"1893";"1015";"0";"0";"6.1";"0";"3468";"2453";"100%,25%,50%"
"43";"P 3-1";"634";"13";"1817";"1200";"0";"0";"0";"6.14";"3468";"2453";"10%,100%,25%,50%"
"44";"P 3-1";"648";"13";"1877";"1001";"0";"0";"6.14";"0";"3468";"2453";"100%,25%,50%"
"45";"P 3-1";"661";"13";"1913";"1094";"0";"0";"6.16";"0";"3468";"2453";"100%,25%,50%"
"46";"P 3-1";"675";"13";"1907";"1078";"0";"0";"6.18";"0";"3468";"2453";"100%,25%,50%"
"47";"P 3-1";"689";"13";"1893";"998";"0";"0";"6.14";"0";"3468";"2453";"100%,25%,50%"
"48";"P 3-1";"717";"27";"1897";"1104";"0";"0";"6.29";"0";"3468";"2453";"100%,25%,50%"
"49";"P 3-1";"744";"27";"1883";"1174";"0";"0";"6.28";"0";"3468";"2453";"100%,25%,50%"
"50";"P 3-1";"758";"13";"1870";"1028";"0";"0";"6.27";"6.32";"3468";"2453";"100%,25%,50%"
"51";"P 3-1";"772";"13";"1834";"1068";"0";"0";"6.27";"0";"3468";"2453";"100%,25%,50%"
"52";"P 3-1";"786";"13";"1900";"899";"0";"0";"6.21";"6.36";"3468";"2453";"100%,50%"
"53";"P 3-1";"799";"13";"1847";"1111";"0";"0";"6.29";"0";"3491";"2453";"100%,25%,50%"
"54";"P 3-1";"813";"13";"1800";"1227";"0";"0";"6.31";"0";"3491";"2453";"10%,100%,25%,50%"
"55";"P 3-1";"827";"13";"1817";"1270";"0";"0";"6.31";"0";"3491";"2453";"10%,100%,25%,50%"
"56";"P 3-1";"841";"13";"1827";"1263";"0";"0";"6.29";"0";"3491";"2453";"10%,100%,25%,50%"
"57";"P 3-1";"855";"13";"1784";"1273";"0";"0";"6.23";"0";"3491";"2453";"10%,100%,25%,50%"
"58";"P 3-1";"868";"13";"1790";"1306";"0";"0";"6.3";"0";"3491";"2453";"10%,100%,25%,50%"
"59";"P 3-1";"882";"13";"1784";"1280";"0";"0";"6.23";"0";"3491";"2453";"10%,100%,25%,50%"
"60";"P 3-1";"896";"13";"1877";"1204";"0";"0";"6.16";"0";"3491";"2453";"100%,25%,50%"
"61";"P 3-1";"924";"27";"1820";"1452";"0";"0";"6.1";"0";"3491";"2453";"100%,25%,50%"
"62";"P 3-1";"951";"27";"1877";"1200";"0";"0";"5.88";"5.73";"3491";"2453";"100%,25%,50%"
"63";"P 3-1";"979";"27";"1837";"1416";"0";"0";"5.8";"5.9";"3491";"2453";"100%,25%,50%"
"64";"P 3-1";"993";"13";"1837";"1134";"0";"0";"5.66";"0";"3491";"2453";"100%,25%,50%"
"65";"P 3-1";"1006";"13";"1814";"1343";"0";"0";"5.62";"0";"3491";"2453";"100%,25%,50%"
"66";"P 3-1";"1020";"14";"1873";"1336";"0";"0";"5.57";"0";"3491";"2453";"100%,25%,50%"
"67";"P 3-1";"1034";"13";"1870";"1303";"0";"0";"5.52";"0";"3491";"2453";"100%,25%,50%"
"68";"P 3-1";"1048";"14";"1860";"1399";"0";"0";"5.53";"5.62";"3491";"2453";"100%,25%,50%"
"69";"P 3-1";"1061";"13";"1897";"1406";"0";"0";"5.42";"0";"3491";"2453";"100%,25%,50%"
"70";"P 3-1";"1075";"13";"1923";"1492";"0";"0";"5.33";"0";"3491";"2453";"100%,50%"
"71";"P 3-1";"1089";"13";"1900";"1442";"0";"0";"5.27";"0";"3491";"2453";"100%,25%,50%"
"72";"P 3-1";"1103";"13";"1880";"1383";"0";"0";"5.26";"5.45";"3491";"2453";"100%,25%,50%"
"73";"P 3-1";"1117";"13";"1880";"1184";"0";"0";"5.25";"0";"3491";"2453";"100%,25%,50%"
"74";"P 3-1";"1130";"13";"1887";"1320";"0";"0";"5.2";"0";"3491";"2453";"100%,25%,50%"
"75";"P 3-1";"1144";"13";"1910";"1349";"0";"0";"5.18";"0";"3491";"2453";"100%,25%,50%"
"76";"P 3-1";"1158";"13";"1913";"1260";"0";"0";"5.12";"5.34";"3491";"2453";"100%,25%,50%"
"77";"P 3-1";"1172";"13";"1880";"1373";"0";"0";"5.09";"0";"3491";"2453";"100%,25%,50%"
"78";"P 3-1";"1185";"13";"1923";"1233";"0";"0";"5.12";"0";"3491";"2453";"100%,25%,50%"
"79";"P 3-1";"1199";"13";"1950";"1270";"0";"0";"5.11";"0";"3491";"2453";"100%,25%,50%"
"80";"P 3-1";"1213";"13";"1940";"1469";"0";"0";"5.1";"5.17";"3491";"2453";"100%,25%,50%"
"81";"P 3-1";"1227";"13";"1960";"1479";"0";"0";"5.03";"0";"3491";"2453";"100%,50%"
"82";"P 3-1";"1241";"13";"1953";"1505";"0";"0";"5";"0";"3491";"2453";"100%,50%"
"83";"P 3-1";"1254";"13";"1943";"1495";"0";"0";"4.96";"5.07";"3491";"2453";"100%,50%"
"84";"P 3-1";"1268";"14";"1916";"1509";"0";"0";"5";"5.06";"3491";"2453";"100%,50%"
