"GP-No";"Name";"Time";"Timegap";"X";"Y";"X-offset";"Y-offset";"Pupil Diameter Left (mm)";"Pupil Diameter Right (mm)";"Mouse X-coord";"Mouse Y-coord";"AoI"
"1";"P 15";"0";"0";"1625";"763";"0";"0";"4.28";"4.27";"2165";"978";"100%,50%"
"2";"P 15";"20";"20";"1635";"673";"0";"0";"4.28";"4.3";"2178";"945";"100%,50%"
"3";"P 15";"160";"139";"1645";"633";"0";"0";"4.23";"4.28";"2178";"945";"100%"
"4";"P 15";"178";"18";"1658";"690";"0";"0";"4.24";"4.24";"2178";"945";"100%,50%"
"5";"P 15";"197";"18";"1635";"743";"0";"0";"4.33";"4.25";"2178";"945";"100%,50%"
"6";"P 15";"216";"18";"1605";"686";"0";"0";"4.25";"4.28";"2178";"945";"100%,50%"
"7";"P 15";"234";"18";"1648";"686";"0";"0";"4.24";"4.28";"2178";"945";"100%,50%"
"8";"P 15";"253";"18";"1648";"710";"0";"0";"4.27";"4.3";"2178";"945";"100%,50%"
"9";"P 15";"272";"18";"1635";"643";"0";"0";"4.27";"4.26";"2178";"945";"100%"
"10";"P 15";"290";"18";"1618";"773";"0";"0";"4.24";"4.33";"2178";"945";"100%,50%"
"11";"P 15";"309";"18";"1698";"736";"0";"0";"4.32";"4.38";"2178";"945";"100%,50%"
"12";"P 15";"327";"18";"1986";"686";"0";"0";"4.38";"4.34";"2178";"945";"100%,50%"
"13";"P 15";"346";"18";"1963";"693";"0";"0";"4.37";"4.33";"2178";"945";"100%,50%"
"14";"P 15";"365";"18";"1976";"686";"0";"0";"4.33";"4.31";"2178";"945";"100%,50%"
"15";"P 15";"383";"18";"1966";"710";"0";"0";"4.38";"4.34";"2178";"945";"100%,50%"
"16";"P 15";"402";"18";"1966";"736";"0";"0";"4.36";"4.34";"2178";"945";"100%,50%"
"17";"P 15";"421";"18";"1953";"839";"0";"0";"4.44";"4.38";"2178";"945";"100%,50%"
"18";"P 15";"439";"18";"1970";"812";"0";"0";"4.39";"4.45";"2178";"945";"100%,50%"
"19";"P 15";"458";"18";"1943";"769";"0";"0";"4.4";"4.42";"2178";"945";"100%,50%"
"20";"P 15";"476";"18";"1950";"799";"0";"0";"4.42";"4.46";"2178";"945";"100%,50%"
"21";"P 15";"495";"18";"1966";"812";"0";"0";"4.47";"4.46";"2178";"945";"100%,50%"
"22";"P 15";"514";"18";"1933";"799";"0";"0";"4.53";"4.49";"2178";"945";"100%,50%"
"23";"P 15";"551";"37";"1963";"726";"0";"0";"4.54";"4.5";"2178";"945";"100%,50%"
"24";"P 15";"570";"18";"1701";"842";"0";"0";"4.51";"4.51";"2178";"945";"100%,50%"
"25";"P 15";"589";"18";"1714";"995";"0";"0";"4.59";"4.51";"2178";"945";"100%,25%,50%"
"26";"P 15";"607";"18";"1718";"875";"0";"0";"4.5";"4.51";"2178";"945";"100%,50%"
"27";"P 15";"626";"18";"1711";"915";"0";"0";"4.57";"4.54";"2178";"945";"100%,50%"
"28";"P 15";"644";"18";"1708";"942";"0";"0";"4.61";"4.56";"2178";"945";"100%,25%,50%"
"29";"P 15";"663";"18";"1727";"985";"0";"0";"4.61";"4.59";"2178";"945";"100%,25%,50%"
"30";"P 15";"681";"18";"1711";"945";"0";"0";"4.64";"4.62";"2178";"945";"100%,25%,50%"
"31";"P 15";"700";"18";"1694";"932";"0";"0";"4.65";"4.65";"2178";"945";"100%,50%"
"32";"P 15";"719";"18";"1711";"852";"0";"0";"4.64";"4.7";"2178";"945";"100%,50%"
"33";"P 15";"738";"18";"1727";"985";"0";"0";"4.75";"4.66";"2178";"945";"100%,25%,50%"
"34";"P 15";"756";"18";"1714";"872";"0";"0";"4.69";"4.66";"2178";"945";"100%,50%"
"35";"P 15";"775";"18";"1727";"938";"0";"0";"4.78";"4.67";"2178";"945";"100%,50%"
"36";"P 15";"793";"18";"1774";"1131";"0";"0";"4.75";"4.7";"2178";"945";"10%,100%,25%,50%"
"37";"P 15";"812";"18";"1761";"1051";"0";"0";"4.72";"4.66";"2178";"945";"100%,25%,50%"
"38";"P 15";"831";"18";"1771";"1091";"0";"0";"4.66";"4.66";"2178";"945";"100%,25%,50%"
"39";"P 15";"849";"18";"1757";"1134";"0";"0";"4.67";"4.58";"2178";"945";"10%,100%,25%,50%"
"40";"P 15";"868";"18";"1757";"1064";"0";"0";"4.54";"4.46";"2178";"945";"100%,25%,50%"
"41";"P 15";"887";"18";"1734";"1041";"0";"0";"4.49";"4.39";"2178";"945";"100%,25%,50%"
"42";"P 15";"905";"18";"1731";"1058";"0";"0";"4.48";"4.37";"2178";"945";"100%,25%,50%"
"43";"P 15";"924";"18";"1800";"1091";"0";"0";"0";"4.24";"2178";"945";"100%,25%,50%"
"44";"P 15";"943";"18";"1764";"1011";"0";"0";"4.27";"4.19";"2178";"945";"100%,25%,50%"
