"GP-No";"Name";"Time";"Timegap";"X";"Y";"X-offset";"Y-offset";"Pupil Diameter Left (mm)";"Pupil Diameter Right (mm)";"Mouse X-coord";"Mouse Y-coord";"AoI"
"1";"P 30";"0";"0";"1674";"879";"0";"0";"4.72";"4.15";"2056";"1005";"100%,50%"
"2";"P 30";"13";"13";"1824";"1078";"0";"0";"4.79";"4.11";"2056";"1005";"100%,25%,50%"
"3";"P 30";"27";"13";"2023";"912";"0";"0";"4.65";"4.09";"2056";"1005";"100%,50%"
"4";"P 30";"40";"13";"2099";"1034";"0";"0";"4.85";"4.12";"2056";"1005";"100%,50%"
"5";"P 30";"54";"13";"2052";"1071";"0";"0";"4.77";"4.05";"2056";"1005";"100%,50%"
"6";"P 30";"67";"13";"2159";"912";"0";"0";"4.77";"4.05";"2056";"1005";"100%,50%"
"7";"P 30";"81";"13";"2195";"1038";"0";"0";"4.73";"0";"2056";"1005";"100%,50%"
"8";"P 30";"94";"13";"2059";"1015";"0";"0";"4.72";"4.04";"2056";"1005";"100%,50%"
"9";"P 30";"108";"13";"2188";"1044";"0";"0";"4.77";"4.05";"2056";"1005";"100%,50%"
"10";"P 30";"121";"13";"2192";"905";"0";"0";"4.68";"4.16";"2056";"1005";"100%,50%"
"11";"P 30";"135";"13";"2142";"965";"0";"0";"4.69";"4.14";"2056";"1005";"100%,50%"
"12";"P 30";"148";"13";"2165";"902";"0";"0";"4.63";"4.1";"2056";"1005";"100%,50%"
"13";"P 30";"162";"13";"2195";"935";"0";"0";"4.75";"4.12";"2056";"1005";"100%,50%"
"14";"P 30";"175";"13";"2168";"955";"0";"0";"4.74";"4.07";"2056";"1005";"100%,50%"
"15";"P 30";"189";"13";"2205";"981";"0";"0";"4.75";"4.13";"2056";"1005";"100%,50%"
"16";"P 30";"202";"13";"2175";"995";"0";"0";"4.68";"0";"2056";"1005";"100%,50%"
"17";"P 30";"216";"13";"2159";"985";"0";"0";"4.71";"4.02";"2056";"1005";"100%,50%"
"18";"P 30";"229";"13";"2105";"1054";"0";"0";"4.76";"0";"2056";"1005";"100%,50%"
"19";"P 30";"243";"13";"2218";"958";"0";"0";"4.66";"4.07";"2056";"1005";"100%,50%"
"20";"P 30";"256";"13";"2235";"961";"0";"0";"4.7";"4.12";"2056";"1005";"100%,50%"
"21";"P 30";"270";"13";"1794";"719";"0";"0";"0";"4.02";"2056";"1005";"100%,50%"
"22";"P 30";"283";"13";"2132";"961";"0";"0";"4.7";"4.07";"2056";"1005";"100%,50%"
"23";"P 30";"297";"13";"2119";"932";"0";"0";"4.68";"4.05";"2056";"1005";"100%,50%"
"24";"P 30";"310";"13";"2182";"1044";"0";"0";"4.76";"4.01";"2056";"1005";"100%,50%"
"25";"P 30";"324";"13";"2202";"985";"0";"0";"4.7";"4.06";"2056";"1005";"100%,50%"
"26";"P 30";"337";"13";"2175";"895";"0";"0";"4.68";"4.05";"2056";"1005";"100%,50%"
"27";"P 30";"351";"13";"2165";"872";"0";"0";"4.64";"4.08";"2056";"1005";"100%,50%"
"28";"P 30";"365";"13";"2066";"1005";"0";"0";"4.75";"0";"2056";"1005";"100%,50%"
"29";"P 30";"378";"13";"2185";"892";"0";"0";"4.69";"4.06";"2056";"1005";"100%,50%"
"30";"P 30";"392";"13";"2069";"932";"0";"0";"4.61";"4.04";"2056";"1005";"100%,50%"
"31";"P 30";"405";"13";"2248";"908";"0";"0";"4.69";"4.02";"2056";"1005";"100%"
"32";"P 30";"419";"13";"2142";"945";"0";"0";"4.75";"0";"2056";"1005";"100%,50%"
"33";"P 30";"432";"13";"2119";"961";"0";"0";"4.77";"4.07";"2056";"1005";"100%,50%"
"34";"P 30";"446";"13";"2178";"1101";"0";"0";"4.84";"4.01";"2056";"1005";"100%,50%"
"35";"P 30";"459";"13";"2208";"1011";"0";"0";"4.78";"0";"2056";"1005";"100%,50%"
"36";"P 30";"473";"13";"2079";"971";"0";"0";"4.78";"0";"2056";"1005";"100%,50%"
"37";"P 30";"486";"13";"2062";"935";"0";"0";"4.71";"4.09";"2056";"1005";"100%,50%"
"38";"P 30";"500";"13";"2115";"1078";"0";"0";"4.87";"4.17";"2056";"1005";"100%,50%"
"39";"P 30";"513";"13";"2125";"975";"0";"0";"4.78";"4.1";"2056";"1005";"100%,50%"
"40";"P 30";"662";"148";"2348";"2268";"0";"0";"5.01";"0";"2056";"1005";"-"
"41";"P 30";"689";"27";"2122";"431";"0";"0";"5.03";"0";"2056";"1005";"100%"
"42";"P 30";"703";"13";"2318";"537";"0";"0";"5.1";"0";"2056";"1005";"100%"
"43";"P 30";"716";"13";"2321";"716";"0";"0";"5.09";"0";"2056";"1005";"100%"
"44";"P 30";"795";"78";"2109";"766";"0";"0";"5.26";"0";"2056";"1005";"100%,50%"
"45";"P 30";"808";"13";"2288";"869";"0";"0";"5.29";"4.58";"2056";"1005";"100%"
"46";"P 30";"821";"13";"2238";"849";"0";"0";"5.27";"4.57";"2056";"1005";"100%"
"47";"P 30";"835";"13";"1853";"1174";"0";"0";"5.23";"4.55";"2056";"1005";"100%,25%,50%"
"48";"P 30";"849";"13";"1943";"1296";"0";"0";"5.39";"4.68";"2056";"1005";"100%,25%,50%"
"49";"P 30";"862";"13";"1923";"1257";"0";"0";"5.34";"4.63";"2056";"1005";"100%,25%,50%"
"50";"P 30";"876";"13";"1940";"1257";"0";"0";"5.27";"4.6";"2056";"1005";"100%,25%,50%"
"51";"P 30";"889";"13";"1933";"1121";"0";"0";"5.26";"4.7";"2056";"1005";"100%,25%,50%"
"52";"P 30";"903";"13";"1897";"1127";"0";"0";"5.07";"4.62";"2056";"1005";"100%,25%,50%"
"53";"P 30";"916";"13";"1840";"1263";"0";"0";"5.11";"4.59";"2056";"1005";"10%,100%,25%,50%"
"54";"P 30";"930";"13";"1834";"1220";"0";"0";"5.02";"4.51";"2056";"1005";"10%,100%,25%,50%"
"55";"P 30";"943";"13";"1718";"945";"0";"0";"0";"4.38";"2056";"1005";"100%,25%,50%"
"56";"P 30";"957";"13";"1883";"1306";"0";"0";"4.96";"4.38";"2056";"1005";"100%,25%,50%"
"57";"P 30";"970";"13";"1678";"978";"0";"0";"0";"4.32";"2056";"1005";"100%,25%,50%"
"58";"P 30";"984";"13";"1883";"1200";"0";"0";"4.76";"4.35";"2056";"1005";"100%,25%,50%"
"59";"P 30";"997";"13";"1837";"1111";"0";"0";"4.61";"4.26";"2056";"1005";"100%,25%,50%"
"60";"P 30";"1011";"13";"2016";"1144";"0";"0";"4.57";"0";"2056";"1005";"100%,25%,50%"
"61";"P 30";"1024";"13";"2033";"1114";"0";"0";"4.49";"4.09";"2056";"1005";"100%,50%"
"62";"P 30";"1038";"13";"1900";"1157";"0";"0";"4.51";"4.13";"2056";"1005";"100%,25%,50%"
"63";"P 30";"1051";"13";"2069";"1121";"0";"0";"4.48";"0";"2056";"1005";"100%,50%"
"64";"P 30";"1065";"13";"1920";"1071";"0";"0";"4.34";"3.99";"2056";"1005";"100%,25%,50%"
"65";"P 30";"1079";"13";"1877";"1137";"0";"0";"4.36";"0";"2056";"1005";"100%,25%,50%"
"66";"P 30";"1092";"13";"1834";"1087";"0";"0";"4.2";"0";"2056";"1005";"100%,25%,50%"
"67";"P 30";"1106";"13";"1568";"942";"0";"0";"0";"3.91";"2056";"1005";"100%,50%"
"68";"P 30";"1119";"13";"1784";"1154";"0";"0";"4.2";"0";"2056";"1005";"10%,100%,25%,50%"
"69";"P 30";"1133";"13";"1860";"1187";"0";"0";"4.24";"0";"2056";"1005";"100%,25%,50%"
"70";"P 30";"1146";"13";"1910";"1087";"0";"0";"4.11";"0";"2056";"1005";"100%,25%,50%"
"71";"P 30";"1160";"13";"1936";"1081";"0";"0";"4.14";"3.87";"2056";"1005";"100%,25%,50%"
"72";"P 30";"1173";"13";"1900";"1170";"0";"0";"4.07";"0";"2056";"1005";"100%,25%,50%"
"73";"P 30";"1187";"13";"1877";"1134";"0";"0";"4.09";"3.81";"2056";"1005";"100%,25%,50%"
"74";"P 30";"1200";"13";"1880";"1084";"0";"0";"4.06";"0";"2056";"1005";"100%,25%,50%"
"75";"P 30";"1214";"13";"1844";"1124";"0";"0";"4.02";"0";"2056";"1005";"100%,25%,50%"
"76";"P 30";"1227";"13";"1790";"1034";"0";"0";"3.99";"3.69";"2056";"1005";"100%,25%,50%"
"77";"P 30";"1241";"13";"1764";"1058";"0";"0";"3.83";"3.73";"2056";"1005";"100%,25%,50%"
"78";"P 30";"1254";"13";"1824";"1001";"0";"0";"3.9";"3.69";"2056";"1005";"100%,25%,50%"
"79";"P 30";"1268";"13";"1834";"1121";"0";"0";"3.92";"0";"2056";"1005";"100%,25%,50%"
"80";"P 30";"1281";"13";"1913";"1028";"0";"0";"3.9";"0";"2056";"1005";"100%,25%,50%"
"81";"P 30";"1295";"13";"1897";"1068";"0";"0";"3.87";"3.65";"2056";"1005";"100%,25%,50%"
"82";"P 30";"1308";"13";"1890";"1068";"0";"0";"3.82";"0";"2056";"1005";"100%,25%,50%"
"83";"P 30";"1552";"243";"2109";"1031";"0";"0";"3.68";"0";"2056";"1005";"100%,50%"
"84";"P 30";"1633";"81";"1907";"1018";"0";"0";"3.67";"0";"2056";"1005";"100%,25%,50%"
"85";"P 30";"1660";"27";"1883";"928";"0";"0";"3.62";"0";"2056";"1005";"100%,50%"
"86";"P 30";"1687";"26";"1877";"1008";"0";"0";"3.69";"3.61";"2056";"1005";"100%,25%,50%"
"87";"P 30";"1727";"40";"1558";"547";"0";"0";"0";"3.67";"2056";"1005";"100%"
"88";"P 30";"1741";"13";"1966";"1064";"0";"0";"3.79";"3.62";"2056";"1005";"100%,25%,50%"
"89";"P 30";"1754";"13";"1960";"1005";"0";"0";"3.72";"0";"2056";"1005";"100%,50%"
"90";"P 30";"1768";"13";"1913";"1005";"0";"0";"3.82";"0";"2056";"1005";"100%,25%,50%"
"91";"P 30";"1782";"13";"1900";"961";"0";"0";"3.82";"0";"2056";"1005";"100%,50%"
"92";"P 30";"1809";"27";"1877";"1011";"0";"0";"3.84";"0";"2056";"1005";"100%,25%,50%"
"93";"P 30";"1822";"13";"1834";"1107";"0";"0";"3.85";"0";"2056";"1005";"100%,25%,50%"
"94";"P 30";"1836";"13";"1913";"932";"0";"0";"3.72";"0";"2056";"1005";"100%,50%"
"95";"P 30";"1849";"13";"1907";"1111";"0";"0";"3.85";"0";"2056";"1005";"100%,25%,50%"
"96";"P 30";"1863";"13";"1950";"1051";"0";"0";"3.8";"0";"2056";"1005";"100%,25%,50%"
"97";"P 30";"1876";"13";"1873";"968";"0";"0";"3.73";"0";"2056";"1005";"100%,25%,50%"
"98";"P 30";"1957";"80";"1900";"971";"0";"0";"3.76";"0";"2056";"1005";"100%,50%"
"99";"P 30";"2038";"81";"1631";"932";"0";"0";"0";"3.6";"2056";"1005";"100%,50%"
"100";"P 30";"2052";"13";"1976";"1021";"0";"0";"3.77";"0";"2056";"1005";"100%,50%"
"101";"P 30";"2106";"54";"1853";"1044";"0";"0";"3.73";"3.54";"2056";"1005";"100%,25%,50%"
"102";"P 30";"2146";"40";"1903";"978";"0";"0";"3.71";"0";"2056";"1005";"100%,50%"
"103";"P 30";"2268";"121";"1950";"1078";"0";"0";"3.68";"0";"2056";"1005";"100%,25%,50%"
"104";"P 30";"2295";"27";"1953";"1068";"0";"0";"3.99";"0";"2056";"1005";"100%,25%,50%"
"105";"P 30";"2349";"54";"1999";"1631";"0";"0";"4.12";"0";"2056";"1005";"100%,50%"
"106";"P 30";"2376";"26";"2042";"587";"0";"0";"-1";"3.39";"2056";"1005";"100%"
"107";"P 30";"2390";"13";"1645";"882";"0";"0";"0";"3.4";"2056";"1005";"100%,50%"
"108";"P 30";"2471";"80";"1625";"965";"0";"0";"0";"3.37";"2056";"1005";"100%,50%"
"109";"P 30";"2498";"27";"1943";"991";"0";"0";"3.08";"0";"2056";"1005";"100%,50%"
"110";"P 30";"2511";"13";"2016";"1038";"0";"0";"3.48";"3.3";"2056";"1005";"100%,50%"
"111";"P 30";"2525";"13";"1897";"975";"0";"0";"3.37";"0";"2056";"1005";"100%,50%"
"112";"P 30";"2539";"13";"1973";"1051";"0";"0";"3.46";"0";"2056";"1005";"100%,25%,50%"
"113";"P 30";"2552";"13";"2013";"991";"0";"0";"3.46";"3.31";"2056";"1005";"100%,50%"
"114";"P 30";"2566";"13";"1913";"1061";"0";"0";"3.43";"0";"2056";"1005";"100%,25%,50%"
"115";"P 30";"2579";"13";"1950";"1091";"0";"0";"3.54";"0";"2056";"1005";"100%,25%,50%"
"116";"P 30";"2593";"13";"2049";"1034";"0";"0";"3.44";"0";"2056";"1005";"100%,50%"
"117";"P 30";"2606";"13";"2036";"1137";"0";"0";"3.56";"0";"2056";"1005";"100%,50%"
"118";"P 30";"2620";"13";"2039";"988";"0";"0";"3.44";"0";"2056";"1005";"100%,50%"
"119";"P 30";"2633";"13";"1996";"981";"0";"0";"3.52";"0";"2056";"1005";"100%,50%"
"120";"P 30";"2647";"13";"1860";"1034";"0";"0";"3.49";"0";"2056";"1005";"100%,25%,50%"
"121";"P 30";"2660";"13";"1936";"1044";"0";"0";"3.63";"0";"2056";"1005";"100%,25%,50%"
"122";"P 30";"2674";"13";"1933";"1097";"0";"0";"3.77";"0";"2056";"1005";"100%,25%,50%"
"123";"P 30";"2687";"13";"1960";"1008";"0";"0";"3.65";"0";"2056";"1005";"100%,50%"
"124";"P 30";"2701";"13";"1910";"1021";"0";"0";"3.68";"0";"2056";"1005";"100%,25%,50%"
"125";"P 30";"2728";"27";"1926";"971";"0";"0";"3.77";"0";"2056";"1005";"100%,50%"
"126";"P 30";"2863";"135";"1877";"1150";"0";"0";"3.96";"0";"2056";"1005";"100%,25%,50%"
"127";"P 30";"2877";"13";"1827";"690";"0";"0";"3.87";"0";"2056";"1005";"100%,50%"
"128";"P 30";"2890";"13";"1913";"282";"0";"0";"3.98";"0";"2056";"1005";"100%"
"129";"P 30";"2904";"13";"1870";"1058";"0";"0";"3.97";"0";"2056";"1005";"100%,25%,50%"
"130";"P 30";"2917";"13";"1863";"1018";"0";"0";"4.02";"0";"2056";"1005";"100%,25%,50%"
"131";"P 30";"2931";"13";"1897";"1034";"0";"0";"4";"0";"2056";"1005";"100%,25%,50%"
"132";"P 30";"2944";"13";"1913";"1087";"0";"0";"3.99";"3.33";"2056";"1005";"100%,25%,50%"
"133";"P 30";"2958";"13";"1817";"1084";"0";"0";"3.98";"3.64";"2056";"1005";"100%,25%,50%"
"134";"P 30";"2971";"13";"1804";"1068";"0";"0";"4.13";"0";"2056";"1005";"100%,25%,50%"
"135";"P 30";"2985";"13";"1817";"1094";"0";"0";"4.1";"0";"2056";"1005";"100%,25%,50%"
"136";"P 30";"2998";"13";"1784";"1167";"0";"0";"4.09";"0";"2056";"1005";"10%,100%,25%,50%"
"137";"P 30";"3012";"13";"1844";"1293";"0";"0";"4.19";"0";"2056";"1005";"10%,100%,25%,50%"
"138";"P 30";"3025";"13";"1887";"1180";"0";"0";"4.13";"0";"2056";"1005";"100%,25%,50%"
"139";"P 30";"3039";"13";"1834";"1164";"0";"0";"4.18";"3.72";"2056";"1005";"10%,100%,25%,50%"
"140";"P 30";"3053";"13";"1850";"1187";"0";"0";"4.2";"0";"2056";"1005";"10%,100%,25%,50%"
"141";"P 30";"3066";"13";"1638";"892";"0";"0";"0";"3.82";"2056";"1005";"100%,50%"
"142";"P 30";"3080";"13";"1807";"1137";"0";"0";"4.17";"0";"2056";"1005";"10%,100%,25%,50%"
"143";"P 30";"3093";"13";"1578";"842";"0";"0";"0";"3.85";"2056";"1005";"100%,50%"
"144";"P 30";"3106";"13";"1863";"1087";"0";"0";"4.12";"3.69";"2056";"1005";"100%,25%,50%"
"145";"P 30";"3120";"13";"1877";"1104";"0";"0";"4.22";"0";"2056";"1005";"100%,25%,50%"
"146";"P 30";"3133";"13";"1857";"1097";"0";"0";"4.18";"3.8";"2056";"1005";"100%,25%,50%"
"147";"P 30";"3147";"13";"1857";"1131";"0";"0";"4.21";"0";"2056";"1005";"100%,25%,50%"
"148";"P 30";"3161";"13";"1890";"1044";"0";"0";"4.22";"0";"2056";"1005";"100%,25%,50%"
"149";"P 30";"3174";"13";"1900";"1147";"0";"0";"4.14";"0";"2056";"1005";"100%,25%,50%"
"150";"P 30";"3188";"13";"1880";"1164";"0";"0";"4.23";"0";"2056";"1005";"100%,25%,50%"
"151";"P 30";"3201";"13";"1853";"1131";"0";"0";"4.19";"3.75";"2056";"1005";"100%,25%,50%"
"152";"P 30";"3215";"13";"1867";"1194";"0";"0";"4.11";"0";"2056";"1005";"100%,25%,50%"
"153";"P 30";"3228";"13";"1900";"1054";"0";"0";"4.14";"0";"2056";"1005";"100%,25%,50%"
"154";"P 30";"3242";"13";"1897";"978";"0";"0";"4.1";"0";"2056";"1005";"100%,25%,50%"
"155";"P 30";"3255";"13";"2039";"1880";"0";"0";"3.96";"0";"2056";"1005";"100%"
"156";"P 30";"3471";"216";"1913";"623";"0";"0";"4.06";"0";"2056";"1005";"100%"
"157";"P 30";"3485";"13";"1907";"852";"0";"0";"4.14";"0";"2056";"1005";"100%,50%"
"158";"P 30";"3499";"13";"1880";"885";"0";"0";"4.16";"0";"2056";"1005";"100%,50%"
"159";"P 30";"3512";"13";"1903";"978";"0";"0";"4.14";"0";"2056";"1005";"100%,50%"
"160";"P 30";"3526";"13";"1960";"952";"0";"0";"4.15";"0";"2056";"1005";"100%,50%"
"161";"P 30";"3539";"13";"1910";"935";"0";"0";"4.11";"0";"2056";"1005";"100%,50%"
"162";"P 30";"3566";"26";"1890";"915";"0";"0";"4.17";"4.15";"2056";"1005";"100%,50%"
"163";"P 30";"3593";"27";"1827";"1111";"0";"0";"4.24";"3.73";"2056";"1005";"100%,25%,50%"
"164";"P 30";"3607";"13";"1883";"1111";"0";"0";"4.13";"0";"2056";"1005";"100%,25%,50%"
"165";"P 30";"3620";"13";"1867";"1034";"0";"0";"4.11";"3.72";"2056";"1005";"100%,25%,50%"
"166";"P 30";"3634";"13";"1850";"1114";"0";"0";"4.13";"3.77";"2056";"1005";"100%,25%,50%"
"167";"P 30";"3647";"13";"1903";"1048";"0";"0";"4.1";"0";"2056";"1005";"100%,25%,50%"
"168";"P 30";"3661";"13";"1913";"1154";"0";"0";"4.14";"3.76";"2056";"1005";"100%,25%,50%"
"169";"P 30";"3674";"13";"1923";"1101";"0";"0";"4.12";"3.81";"2056";"1005";"100%,25%,50%"
"170";"P 30";"3688";"13";"1930";"1121";"0";"0";"4.16";"3.76";"2056";"1005";"100%,25%,50%"
"171";"P 30";"3701";"13";"1966";"1131";"0";"0";"4.27";"3.78";"2056";"1005";"100%,25%,50%"
"172";"P 30";"3715";"13";"1883";"1068";"0";"0";"4.24";"3.76";"2056";"1005";"100%,25%,50%"
"173";"P 30";"3728";"13";"1608";"918";"0";"0";"0";"3.79";"2056";"1005";"100%,50%"
"174";"P 30";"3742";"13";"1930";"1087";"0";"0";"4.25";"3.78";"2056";"1005";"100%,25%,50%"
"175";"P 30";"3755";"13";"1923";"1091";"0";"0";"4.21";"0";"2056";"1005";"100%,25%,50%"
"176";"P 30";"3769";"13";"1877";"1114";"0";"0";"4.17";"3.8";"2056";"1005";"100%,25%,50%"
"177";"P 30";"3782";"13";"1880";"1111";"0";"0";"4.16";"3.8";"2056";"1005";"100%,25%,50%"
"178";"P 30";"3796";"13";"1966";"1097";"0";"0";"4.16";"3.84";"2056";"1005";"100%,25%,50%"
"179";"P 30";"3809";"13";"1897";"1068";"0";"0";"4.18";"3.83";"2056";"1005";"100%,25%,50%"
"180";"P 30";"3823";"13";"1920";"1117";"0";"0";"4.21";"0";"2056";"1005";"100%,25%,50%"
"181";"P 30";"3836";"13";"1893";"895";"0";"0";"4.13";"3.81";"2056";"1005";"100%,50%"
"182";"P 30";"3850";"13";"1873";"1008";"0";"0";"4.15";"3.8";"2056";"1005";"100%,25%,50%"
"183";"P 30";"3863";"13";"1615";"852";"0";"0";"0";"3.79";"2056";"1005";"100%,50%"
"184";"P 30";"3877";"13";"1950";"1005";"0";"0";"4.08";"3.79";"2056";"1005";"100%,50%"
"185";"P 30";"3891";"13";"1883";"1150";"0";"0";"4.14";"3.72";"2056";"1005";"100%,25%,50%"
"186";"P 30";"3904";"13";"1595";"826";"0";"0";"0";"3.85";"2056";"1005";"100%,50%"
"187";"P 30";"3918";"13";"1867";"1111";"0";"0";"4.13";"3.84";"2056";"1005";"100%,25%,50%"
"188";"P 30";"3931";"13";"1897";"1134";"0";"0";"4.16";"3.77";"2056";"1005";"100%,25%,50%"
"189";"P 30";"3945";"13";"1661";"938";"0";"0";"0";"3.8";"2056";"1005";"100%,50%"
"190";"P 30";"3958";"13";"1867";"1141";"0";"0";"4.12";"0";"2056";"1005";"100%,25%,50%"
"191";"P 30";"3972";"13";"1860";"1084";"0";"0";"4.14";"3.86";"2056";"1005";"100%,25%,50%"
"192";"P 30";"3985";"13";"1873";"1131";"0";"0";"4.1";"3.79";"2056";"1005";"100%,25%,50%"
"193";"P 30";"3999";"13";"1910";"1117";"0";"0";"4.2";"3.82";"2056";"1005";"100%,25%,50%"
"194";"P 30";"4012";"13";"1890";"1078";"0";"0";"4.19";"3.8";"2056";"1005";"100%,25%,50%"
"195";"P 30";"4026";"13";"1890";"1087";"0";"0";"4.12";"3.8";"2056";"1005";"100%,25%,50%"
"196";"P 30";"4039";"13";"1625";"902";"0";"0";"0";"3.83";"2056";"1005";"100%,50%"
