"GP-No";"Name";"Time";"Timegap";"X";"Y";"X-offset";"Y-offset";"Pupil Diameter Left (mm)";"Pupil Diameter Right (mm)";"Mouse X-coord";"Mouse Y-coord";"AoI"
"1";"P 14";"0";"0";"1727";"511";"0";"0";"7.04";"6.83";"-";"-";"100%"
"2";"P 14";"28";"28";"1883";"1611";"0";"0";"0";"-1";"-";"-";"100%,50%"
"3";"P 14";"42";"13";"1853";"882";"0";"0";"6.98";"0";"-";"-";"100%,50%"
"4";"P 14";"56";"14";"1824";"398";"0";"0";"7.06";"0";"-";"-";"100%"
"5";"P 14";"70";"14";"1807";"401";"0";"0";"6.98";"0";"-";"-";"100%"
"6";"P 14";"84";"14";"1814";"116";"0";"0";"7.02";"0";"-";"-";"100%"
"7";"P 14";"98";"14";"1820";"534";"0";"0";"7.07";"0";"-";"-";"100%"
"8";"P 14";"112";"13";"1797";"302";"0";"0";"7.03";"0";"-";"-";"100%"
"9";"P 14";"126";"14";"1824";"517";"0";"0";"6.96";"0";"-";"-";"100%"
"10";"P 14";"155";"28";"1883";"1008";"0";"0";"6.79";"6.63";"-";"-";"100%,25%,50%"
"11";"P 14";"394";"239";"1356";"859";"0";"0";"5.08";"0";"-";"-";"100%,50%"
"12";"P 14";"2166";"1772";"1522";"819";"0";"0";"0";"4.2";"-";"-";"100%,50%"
"13";"P 14";"2209";"42";"1479";"832";"0";"0";"0";"4.26";"-";"-";"100%,50%"
"14";"P 14";"2321";"112";"1519";"1068";"0";"0";"0";"3.96";"-";"-";"100%,25%,50%"
"15";"P 14";"2348";"27";"1678";"879";"0";"0";"0";"4.29";"-";"-";"100%,50%"
"16";"P 14";"2406";"57";"1737";"806";"0";"0";"4.16";"0";"-";"-";"100%,50%"
"17";"P 14";"2476";"70";"1668";"782";"0";"0";"-1";"0";"-";"-";"100%,50%"
"18";"P 14";"2505";"28";"1704";"328";"0";"0";"4.22";"0";"-";"-";"100%"
"19";"P 14";"2518";"13";"1562";"971";"0";"0";"0";"3.93";"-";"-";"100%,50%"
"20";"P 14";"2532";"14";"1592";"849";"0";"0";"0";"4.25";"-";"-";"100%,50%"
"21";"P 14";"2617";"84";"1631";"564";"0";"0";"-1";"0";"-";"-";"100%"
"22";"P 14";"2701";"84";"1671";"995";"0";"0";"0";"3.94";"-";"-";"100%,25%,50%"
"23";"P 14";"2729";"27";"1601";"842";"0";"0";"0";"4.23";"-";"-";"100%,50%"
"24";"P 14";"2786";"56";"1751";"643";"0";"0";"4.2";"0";"-";"-";"100%,50%"
"25";"P 14";"2828";"42";"1747";"298";"0";"0";"4.19";"4.47";"-";"-";"100%"
"26";"P 14";"2856";"27";"1611";"885";"0";"0";"0";"4.31";"-";"-";"100%,50%"
"27";"P 14";"2884";"28";"1525";"845";"0";"0";"0";"4.32";"-";"-";"100%,50%"
"28";"P 14";"2912";"27";"1724";"560";"0";"0";"4.22";"0";"-";"-";"100%"
"29";"P 14";"2955";"42";"1761";"623";"0";"0";"4.3";"0";"-";"-";"100%"
"30";"P 14";"2997";"42";"1724";"912";"0";"0";"4.24";"0";"-";"-";"100%,50%"
"31";"P 14";"3053";"56";"1754";"527";"0";"0";"4.32";"0";"-";"-";"100%"
"32";"P 14";"3152";"98";"1761";"408";"0";"0";"4.28";"4.01";"-";"-";"100%"
"33";"P 14";"3180";"27";"1721";"862";"0";"0";"0";"4.34";"-";"-";"100%,50%"
"34";"P 14";"3194";"14";"1757";"690";"0";"0";"4.27";"0";"-";"-";"100%,50%"
"35";"P 14";"3208";"13";"1751";"431";"0";"0";"4.28";"0";"-";"-";"100%"
"36";"P 14";"3321";"112";"1790";"544";"0";"0";"4.3";"0";"-";"-";"100%"
"37";"P 14";"3348";"27";"1648";"1034";"0";"0";"0";"3.98";"-";"-";"100%,25%,50%"
"38";"P 14";"3377";"28";"1744";"739";"0";"0";"4.27";"4.35";"-";"-";"100%,50%"
"39";"P 14";"3419";"42";"1741";"584";"0";"0";"4.3";"0";"-";"-";"100%"
"40";"P 14";"3433";"14";"1797";"630";"0";"0";"4.36";"0";"-";"-";"100%"
