"GP-No";"Name";"Time";"Timegap";"X";"Y";"X-offset";"Y-offset";"Pupil Diameter Left (mm)";"Pupil Diameter Right (mm)";"Mouse X-coord";"Mouse Y-coord";"AoI"
"1";"P 11-1";"0";"0";"3140";"2437";"0";"0";"4.31";"0";"-";"-";"-"
"2";"P 11-1";"26";"26";"1558";"1525";"0";"0";"4.24";"0";"-";"-";"100%,50%"
"3";"P 11-1";"53";"26";"1635";"1389";"0";"0";"4.14";"0";"-";"-";"100%,25%,50%"
"4";"P 11-1";"66";"13";"1661";"1509";"0";"0";"4.17";"0";"-";"-";"100%,25%,50%"
"5";"P 11-1";"79";"13";"1691";"1499";"0";"0";"4.12";"0";"-";"-";"100%,25%,50%"
"6";"P 11-1";"92";"13";"1608";"1502";"0";"0";"4.08";"5.21";"-";"-";"100%,25%,50%"
"7";"P 11-1";"105";"13";"1757";"1452";"0";"0";"4.03";"5.1";"-";"-";"100%,25%,50%"
"8";"P 11-1";"119";"13";"1704";"1343";"0";"0";"4.11";"0";"-";"-";"100%,25%,50%"
"9";"P 11-1";"132";"13";"1691";"1479";"0";"0";"4.04";"0";"-";"-";"100%,25%,50%"
"10";"P 11-1";"145";"13";"1615";"1492";"0";"0";"3.98";"0";"-";"-";"100%,25%,50%"
"11";"P 11-1";"158";"13";"1625";"1512";"0";"0";"4.01";"0";"-";"-";"100%,25%,50%"
"12";"P 11-1";"173";"14";"1681";"1492";"0";"0";"3.94";"0";"-";"-";"100%,25%,50%"
"13";"P 11-1";"185";"12";"1681";"1519";"0";"0";"3.88";"0";"-";"-";"100%,25%,50%"
"14";"P 11-1";"384";"198";"1857";"1538";"0";"0";"3.25";"0";"-";"-";"100%,50%"
"15";"P 11-1";"397";"13";"1674";"842";"0";"0";"3.21";"0";"-";"-";"100%,50%"
"16";"P 11-1";"410";"13";"1698";"942";"0";"0";"3.22";"0";"-";"-";"100%,50%"
"17";"P 11-1";"424";"13";"1711";"958";"0";"0";"3.16";"0";"-";"-";"100%,25%,50%"
"18";"P 11-1";"437";"13";"1827";"1008";"0";"0";"3.22";"0";"-";"-";"100%,25%,50%"
"19";"P 11-1";"450";"13";"1824";"1064";"0";"0";"3.2";"0";"-";"-";"100%,25%,50%"
"20";"P 11-1";"463";"13";"1800";"1028";"0";"0";"3.14";"0";"-";"-";"100%,25%,50%"
"21";"P 11-1";"477";"13";"1714";"1058";"0";"0";"3.15";"0";"-";"-";"100%,25%,50%"
"22";"P 11-1";"490";"13";"1810";"1094";"0";"0";"3.16";"0";"-";"-";"100%,25%,50%"
"23";"P 11-1";"503";"12";"1824";"1141";"0";"0";"3.1";"0";"-";"-";"100%,25%,50%"
"24";"P 11-1";"517";"13";"1814";"1111";"0";"0";"3.12";"0";"-";"-";"100%,25%,50%"
"25";"P 11-1";"530";"13";"1840";"1078";"0";"0";"3.11";"0";"-";"-";"100%,25%,50%"
"26";"P 11-1";"543";"13";"1827";"1893";"0";"0";"3.12";"0";"-";"-";"100%"
"27";"P 11-1";"557";"13";"1824";"1081";"0";"0";"3.05";"0";"-";"-";"100%,25%,50%"
"28";"P 11-1";"570";"13";"1820";"1134";"0";"0";"3.15";"0";"-";"-";"100%,25%,50%"
"29";"P 11-1";"583";"13";"1817";"1114";"0";"0";"3.01";"0";"-";"-";"100%,25%,50%"
"30";"P 11-1";"596";"13";"1794";"1127";"0";"0";"3.06";"0";"-";"-";"100%,25%,50%"
"31";"P 11-1";"609";"12";"1800";"1111";"0";"0";"3.03";"0";"-";"-";"100%,25%,50%"
"32";"P 11-1";"623";"13";"1800";"1147";"0";"0";"3.04";"0";"-";"-";"10%,100%,25%,50%"
"33";"P 11-1";"649";"26";"1797";"1124";"0";"0";"3.11";"0";"-";"-";"100%,25%,50%"
"34";"P 11-1";"662";"12";"1800";"1141";"0";"0";"3.05";"0";"-";"-";"10%,100%,25%,50%"
"35";"P 11-1";"676";"13";"1790";"1104";"0";"0";"3.07";"0";"-";"-";"100%,25%,50%"
"36";"P 11-1";"689";"13";"1794";"1107";"0";"0";"3.04";"0";"-";"-";"100%,25%,50%"
"37";"P 11-1";"702";"13";"1787";"1154";"0";"0";"3.01";"0";"-";"-";"10%,100%,25%,50%"
"38";"P 11-1";"716";"13";"1817";"1134";"0";"0";"3";"0";"-";"-";"100%,25%,50%"
"39";"P 11-1";"729";"13";"1797";"1078";"0";"0";"3.06";"0";"-";"-";"100%,25%,50%"
"40";"P 11-1";"742";"13";"1767";"1147";"0";"0";"3.05";"0";"-";"-";"10%,100%,25%,50%"
"41";"P 11-1";"782";"39";"1834";"1087";"0";"0";"3.07";"0";"-";"-";"100%,25%,50%"
"42";"P 11-1";"795";"13";"1847";"1097";"0";"0";"3.02";"0";"-";"-";"100%,25%,50%"
"43";"P 11-1";"809";"13";"1940";"1141";"0";"0";"3.09";"0";"-";"-";"100%,25%,50%"
"44";"P 11-1";"835";"26";"1824";"1087";"0";"0";"3.05";"0";"-";"-";"100%,25%,50%"
"45";"P 11-1";"848";"13";"1853";"1097";"0";"0";"3.05";"0";"-";"-";"100%,25%,50%"
"46";"P 11-1";"861";"13";"1867";"1087";"0";"0";"2.98";"0";"-";"-";"100%,25%,50%"
"47";"P 11-1";"875";"13";"1873";"1087";"0";"0";"3.04";"0";"-";"-";"100%,25%,50%"
"48";"P 11-1";"888";"13";"1870";"1071";"0";"0";"3.02";"0";"-";"-";"100%,25%,50%"
"49";"P 11-1";"901";"13";"1767";"1031";"0";"0";"3.03";"0";"-";"-";"100%,25%,50%"
"50";"P 11-1";"914";"12";"1857";"1147";"0";"0";"3.1";"0";"-";"-";"100%,25%,50%"
"51";"P 11-1";"928";"13";"1761";"1064";"0";"0";"3.03";"0";"-";"-";"100%,25%,50%"
"52";"P 11-1";"941";"12";"1827";"1101";"0";"0";"2.98";"0";"-";"-";"100%,25%,50%"
"53";"P 11-1";"954";"13";"1877";"1137";"0";"0";"3.09";"0";"-";"-";"100%,25%,50%"
"54";"P 11-1";"968";"13";"1883";"1141";"0";"0";"3.03";"0";"-";"-";"100%,25%,50%"
"55";"P 11-1";"981";"13";"1880";"1074";"0";"0";"3.03";"0";"-";"-";"100%,25%,50%"
"56";"P 11-1";"994";"13";"1767";"1164";"0";"0";"3.09";"0";"-";"-";"10%,100%,25%,50%"
"57";"P 11-1";"1007";"13";"1844";"1094";"0";"0";"2.98";"0";"-";"-";"100%,25%,50%"
"58";"P 11-1";"1020";"12";"1887";"1078";"0";"0";"2.99";"0";"-";"-";"100%,25%,50%"
"59";"P 11-1";"1034";"13";"1890";"1157";"0";"0";"3.04";"0";"-";"-";"100%,25%,50%"
"60";"P 11-1";"1047";"13";"1850";"1134";"0";"0";"3.02";"0";"-";"-";"100%,25%,50%"
"61";"P 11-1";"1060";"12";"1863";"1107";"0";"0";"3";"0";"-";"-";"100%,25%,50%"
"62";"P 11-1";"1074";"13";"1860";"1101";"0";"0";"3.01";"0";"-";"-";"100%,25%,50%"
"63";"P 11-1";"1087";"13";"1860";"1091";"0";"0";"3.02";"0";"-";"-";"100%,25%,50%"
"64";"P 11-1";"1100";"13";"1863";"1097";"0";"0";"3";"0";"-";"-";"100%,25%,50%"
"65";"P 11-1";"1113";"13";"1804";"1094";"0";"0";"2.99";"0";"-";"-";"100%,25%,50%"
"66";"P 11-1";"1127";"13";"1860";"1097";"0";"0";"3.05";"0";"-";"-";"100%,25%,50%"
"67";"P 11-1";"1140";"13";"1850";"1038";"0";"0";"3.02";"0";"-";"-";"100%,25%,50%"
"68";"P 11-1";"1153";"13";"1774";"1104";"0";"0";"3.04";"0";"-";"-";"100%,25%,50%"
"69";"P 11-1";"1166";"13";"2304";"1117";"0";"0";"3.1";"0";"-";"-";"100%,50%"
"70";"P 11-1";"1352";"185";"1960";"1426";"0";"0";"3.07";"0";"-";"-";"100%,25%,50%"
"71";"P 11-1";"1405";"53";"1877";"981";"0";"0";"3.22";"0";"-";"-";"100%,25%,50%"
"72";"P 11-1";"1418";"13";"1877";"988";"0";"0";"3.1";"0";"-";"-";"100%,25%,50%"
"73";"P 11-1";"1432";"13";"1883";"1064";"0";"0";"3.13";"0";"-";"-";"100%,25%,50%"
"74";"P 11-1";"1445";"13";"1877";"1087";"0";"0";"3.1";"0";"-";"-";"100%,25%,50%"
"75";"P 11-1";"1458";"13";"1883";"1134";"0";"0";"3.13";"0";"-";"-";"100%,25%,50%"
"76";"P 11-1";"1471";"12";"1863";"1081";"0";"0";"3.18";"0";"-";"-";"100%,25%,50%"
"77";"P 11-1";"1485";"13";"1870";"1091";"0";"0";"3.12";"0";"-";"-";"100%,25%,50%"
"78";"P 11-1";"1498";"13";"1893";"1104";"0";"0";"3.16";"0";"-";"-";"100%,25%,50%"
"79";"P 11-1";"1511";"13";"1847";"1107";"0";"0";"3.18";"0";"-";"-";"100%,25%,50%"
"80";"P 11-1";"1525";"13";"1834";"1104";"0";"0";"3.25";"0";"-";"-";"100%,25%,50%"
"81";"P 11-1";"1551";"26";"1900";"1310";"0";"0";"3.13";"0";"-";"-";"100%,25%,50%"
"82";"P 11-1";"1564";"13";"1920";"1078";"0";"0";"3.2";"0";"-";"-";"100%,25%,50%"
"83";"P 11-1";"1577";"13";"1936";"1114";"0";"0";"3.18";"0";"-";"-";"100%,25%,50%"
"84";"P 11-1";"1591";"13";"1910";"1144";"0";"0";"3.23";"0";"-";"-";"100%,25%,50%"
"85";"P 11-1";"1604";"13";"1950";"1107";"0";"0";"3.2";"0";"-";"-";"100%,25%,50%"
"86";"P 11-1";"1617";"13";"1907";"1117";"0";"0";"3.16";"0";"-";"-";"100%,25%,50%"
"87";"P 11-1";"1630";"13";"1800";"1167";"0";"0";"3.23";"0";"-";"-";"10%,100%,25%,50%"
"88";"P 11-1";"1644";"13";"1790";"1131";"0";"0";"3.21";"0";"-";"-";"10%,100%,25%,50%"
"89";"P 11-1";"1657";"13";"1800";"1184";"0";"0";"3.23";"0";"-";"-";"10%,100%,25%,50%"
"90";"P 11-1";"1670";"13";"1817";"1137";"0";"0";"3.22";"0";"-";"-";"100%,25%,50%"
"91";"P 11-1";"1684";"13";"1827";"1111";"0";"0";"3.25";"0";"-";"-";"100%,25%,50%"
"92";"P 11-1";"1697";"13";"1777";"1111";"0";"0";"3.19";"0";"-";"-";"100%,25%,50%"
"93";"P 11-1";"1710";"13";"1820";"1117";"0";"0";"3.22";"0";"-";"-";"100%,25%,50%"
"94";"P 11-1";"1723";"13";"1807";"1150";"0";"0";"3.27";"0";"-";"-";"10%,100%,25%,50%"
"95";"P 11-1";"1737";"13";"1777";"1104";"0";"0";"3.22";"0";"-";"-";"100%,25%,50%"
"96";"P 11-1";"1750";"13";"1830";"1141";"0";"0";"3.18";"0";"-";"-";"100%,25%,50%"
"97";"P 11-1";"1763";"13";"1804";"1167";"0";"0";"3.21";"0";"-";"-";"10%,100%,25%,50%"
"98";"P 11-1";"1776";"13";"1827";"1170";"0";"0";"3.25";"0";"-";"-";"10%,100%,25%,50%"
"99";"P 11-1";"1790";"13";"1784";"1144";"0";"0";"3.27";"0";"-";"-";"10%,100%,25%,50%"
"100";"P 11-1";"1803";"13";"1794";"1147";"0";"0";"3.13";"0";"-";"-";"10%,100%,25%,50%"
"101";"P 11-1";"1816";"13";"1850";"1150";"0";"0";"3.17";"0";"-";"-";"100%,25%,50%"
"102";"P 11-1";"1829";"13";"1810";"1204";"0";"0";"3.19";"0";"-";"-";"10%,100%,25%,50%"
"103";"P 11-1";"1842";"12";"1807";"1150";"0";"0";"3.24";"0";"-";"-";"10%,100%,25%,50%"
"104";"P 11-1";"1856";"13";"1814";"1167";"0";"0";"3.2";"0";"-";"-";"10%,100%,25%,50%"
"105";"P 11-1";"1869";"13";"1844";"1127";"0";"0";"3.25";"0";"-";"-";"100%,25%,50%"
"106";"P 11-1";"1883";"13";"1824";"1170";"0";"0";"3.18";"0";"-";"-";"10%,100%,25%,50%"
