"GP-No";"Name";"Time";"Timegap";"X";"Y";"X-offset";"Y-offset";"Pupil Diameter Left (mm)";"Pupil Diameter Right (mm)";"Mouse X-coord";"Mouse Y-coord";"AoI"
"1";"P 8";"0";"0";"2062";"1038";"0";"0";"5.57";"0";"2235";"1223";"100%,50%"
"2";"P 8";"12";"12";"2168";"991";"0";"0";"5.57";"5.16";"2235";"1223";"100%,50%"
"3";"P 8";"26";"13";"2198";"1084";"0";"0";"5.67";"5.2";"2235";"1223";"100%,50%"
"4";"P 8";"39";"12";"2162";"975";"0";"0";"5.59";"5.16";"2235";"1223";"100%,50%"
"5";"P 8";"52";"12";"2009";"1074";"0";"0";"0";"5.14";"2235";"1223";"100%,50%"
"6";"P 8";"65";"13";"2109";"1058";"0";"0";"5.59";"0";"2235";"1223";"100%,50%"
"7";"P 8";"78";"13";"2026";"1041";"0";"0";"0";"5.15";"2235";"1223";"100%,50%"
"8";"P 8";"91";"12";"2155";"902";"0";"0";"5.64";"5.08";"2235";"1223";"100%,50%"
"9";"P 8";"104";"13";"2149";"958";"0";"0";"5.61";"5.14";"2235";"1223";"100%,50%"
"10";"P 8";"117";"12";"2212";"908";"0";"0";"5.6";"0";"2235";"1223";"100%,50%"
"11";"P 8";"130";"13";"2096";"1061";"0";"0";"5.58";"0";"2235";"1223";"100%,50%"
"12";"P 8";"205";"75";"2009";"978";"0";"0";"0";"5.14";"2235";"1223";"100%,50%"
"13";"P 8";"218";"13";"2152";"948";"0";"0";"5.56";"5.2";"2235";"1223";"100%,50%"
"14";"P 8";"231";"13";"2129";"918";"0";"0";"5.52";"5.13";"2235";"1223";"100%,50%"
"15";"P 8";"244";"12";"2122";"1068";"0";"0";"5.61";"5.11";"2235";"1223";"100%,50%"
"16";"P 8";"257";"13";"1674";"932";"0";"0";"5.61";"5.2";"2235";"1223";"100%,50%"
"17";"P 8";"270";"12";"1525";"812";"0";"0";"5.52";"0";"2235";"1223";"100%,50%"
"18";"P 8";"296";"26";"1512";"733";"0";"0";"5.65";"5.26";"2235";"1223";"100%,50%"
"19";"P 8";"309";"13";"1469";"786";"0";"0";"5.68";"5.22";"2235";"1223";"100%,50%"
"20";"P 8";"322";"13";"1548";"865";"0";"0";"5.66";"0";"2235";"1223";"100%,50%"
