"GP-No";"Name";"Time";"Timegap";"X";"Y";"X-offset";"Y-offset";"Pupil Diameter Left (mm)";"Pupil Diameter Right (mm)";"Mouse X-coord";"Mouse Y-coord";"AoI"
"1";"P 31";"0";"0";"1787";"971";"0";"0";"5.16";"4.66";"2646";"1104";"100%,25%,50%"
"2";"P 31";"27";"27";"1774";"942";"0";"0";"5.16";"0";"2646";"1104";"100%,25%,50%"
"3";"P 31";"40";"13";"1777";"955";"0";"0";"5.18";"4.54";"2646";"1104";"100%,25%,50%"
"4";"P 31";"54";"13";"1800";"952";"0";"0";"5.17";"0";"2646";"1104";"100%,25%,50%"
"5";"P 31";"67";"13";"1767";"952";"0";"0";"5.22";"0";"2646";"1104";"100%,25%,50%"
"6";"P 31";"81";"13";"1800";"948";"0";"0";"5.22";"4.51";"2646";"1104";"100%,25%,50%"
"7";"P 31";"94";"13";"1781";"885";"0";"0";"5.16";"4.6";"2646";"1104";"100%,50%"
"8";"P 31";"108";"13";"1757";"892";"0";"0";"5.26";"4.67";"2646";"1104";"100%,50%"
"9";"P 31";"121";"13";"1774";"942";"0";"0";"5.2";"4.66";"2646";"1104";"100%,25%,50%"
"10";"P 31";"135";"13";"1777";"928";"0";"0";"5.17";"0";"2646";"1104";"100%,50%"
"11";"P 31";"148";"13";"1794";"925";"0";"0";"5.24";"0";"2646";"1104";"100%,50%"
"12";"P 31";"162";"13";"1787";"978";"0";"0";"5.29";"4.64";"2646";"1104";"100%,25%,50%"
"13";"P 31";"175";"13";"1827";"938";"0";"0";"5.26";"4.73";"2646";"1104";"100%,50%"
"14";"P 31";"189";"13";"1834";"1031";"0";"0";"5.25";"4.71";"2646";"1104";"100%,25%,50%"
"15";"P 31";"202";"13";"1810";"948";"0";"0";"5.23";"0";"2646";"1104";"100%,25%,50%"
"16";"P 31";"216";"13";"1820";"918";"0";"0";"5.25";"4.68";"2646";"1104";"100%,50%"
"17";"P 31";"229";"13";"1781";"905";"0";"0";"5.25";"0";"2646";"1104";"100%,50%"
"18";"P 31";"243";"13";"1790";"958";"0";"0";"5.25";"0";"2646";"1104";"100%,25%,50%"
"19";"P 31";"256";"13";"1794";"981";"0";"0";"5.28";"0";"2646";"1104";"100%,25%,50%"
"20";"P 31";"270";"13";"1771";"928";"0";"0";"5.17";"0";"2646";"1104";"100%,50%"
"21";"P 31";"283";"13";"1747";"948";"0";"0";"5.23";"4.63";"2646";"1104";"100%,25%,50%"
"22";"P 31";"297";"13";"1774";"928";"0";"0";"5.19";"0";"2646";"1104";"100%,50%"
"23";"P 31";"310";"13";"1817";"875";"0";"0";"5.19";"0";"2646";"1104";"100%,50%"
"24";"P 31";"486";"175";"1920";"2089";"0";"0";"5.15";"5.42";"2646";"1104";"100%"
