"GP-No";"Name";"Time";"Timegap";"X";"Y";"X-offset";"Y-offset";"Pupil Diameter Left (mm)";"Pupil Diameter Right (mm)";"Mouse X-coord";"Mouse Y-coord";"AoI"
"1";"P 21";"0";"0";"1694";"1177";"0";"0";"5.59";"0";"2159";"1031";"10%,100%,25%,50%"
"2";"P 21";"994";"994";"2079";"991";"0";"0";"5.22";"0";"2354";"1144";"100%,50%"
"3";"P 21";"1011";"17";"1684";"1432";"0";"0";"4.98";"0";"2354";"1144";"100%,25%,50%"
"4";"P 21";"1028";"17";"2119";"965";"0";"0";"4.97";"0";"2354";"1144";"100%,50%"
"5";"P 21";"1046";"17";"1926";"1177";"0";"0";"4.87";"0";"2354";"1144";"100%,25%,50%"
"6";"P 21";"1063";"17";"2046";"1150";"0";"0";"4.88";"0";"2354";"1144";"100%,50%"
"7";"P 21";"1080";"17";"2182";"832";"0";"0";"4.77";"0";"2354";"1144";"100%,50%"
"8";"P 21";"1097";"17";"2159";"1038";"0";"0";"4.75";"0";"2354";"1144";"100%,50%"
"9";"P 21";"1114";"16";"2115";"945";"0";"0";"4.87";"0";"2354";"1144";"100%,50%"
"10";"P 21";"1132";"17";"2009";"1097";"0";"0";"4.99";"0";"2354";"1144";"100%,25%,50%"
"11";"P 21";"1201";"69";"1930";"1144";"0";"0";"4.65";"0";"2354";"1144";"100%,25%,50%"
"12";"P 21";"1218";"17";"1903";"1197";"0";"0";"4.72";"0";"2354";"1144";"100%,25%,50%"
"13";"P 21";"1235";"17";"2026";"1068";"0";"0";"4.69";"0";"2354";"1144";"100%,50%"
"14";"P 21";"1252";"17";"2016";"895";"0";"0";"4.68";"0";"2354";"1144";"100%,50%"
"15";"P 21";"1269";"17";"2013";"895";"0";"0";"4.59";"0";"2354";"1144";"100%,50%"
"16";"P 21";"1287";"17";"1916";"981";"0";"0";"4.75";"0";"2354";"1144";"100%,50%"
"17";"P 21";"1304";"16";"2079";"1111";"0";"0";"4.7";"0";"2354";"1144";"100%,50%"
"18";"P 21";"1321";"17";"2112";"1300";"0";"0";"4.56";"0";"2354";"1144";"100%,50%"
"19";"P 21";"1339";"17";"2208";"1323";"0";"0";"4.66";"0";"2354";"1144";"100%,50%"
"20";"P 21";"1356";"17";"2195";"1290";"0";"0";"4.59";"0";"2354";"1144";"100%,50%"
"21";"P 21";"1597";"241";"1867";"1031";"0";"0";"4.38";"0";"2354";"1144";"100%,25%,50%"
"22";"P 21";"1738";"140";"1781";"710";"0";"0";"0";"4.05";"2354";"1144";"100%,50%"
"23";"P 21";"1761";"23";"1704";"812";"0";"0";"4.26";"3.47";"2354";"1144";"100%,50%"
"24";"P 21";"1843";"81";"1688";"912";"0";"0";"4.31";"4";"2354";"1144";"100%,50%"
"25";"P 21";"1867";"23";"1754";"749";"0";"0";"0";"4.03";"2354";"1144";"100%,50%"
"26";"P 21";"1948";"81";"1781";"1104";"0";"0";"0";"4.09";"2354";"1144";"100%,25%,50%"
"27";"P 21";"2044";"95";"1853";"869";"0";"0";"-1";"0";"2354";"1144";"100%,50%"
"28";"P 21";"2125";"81";"1834";"1064";"0";"0";"4.18";"0";"2354";"1144";"100%,25%,50%"
"29";"P 21";"2149";"23";"1731";"1157";"0";"0";"4.28";"4.21";"2354";"1144";"10%,100%,25%,50%"
"30";"P 21";"2173";"23";"1817";"978";"0";"0";"4.21";"0";"2354";"1144";"100%,25%,50%"
"31";"P 21";"2197";"23";"1774";"965";"0";"0";"4.2";"4.13";"2354";"1144";"100%,25%,50%"
"32";"P 21";"2220";"23";"1794";"872";"0";"0";"4.28";"4.11";"2354";"1144";"100%,50%"
"33";"P 21";"2244";"23";"1824";"872";"0";"0";"4.17";"0";"2354";"1144";"100%,50%"
"34";"P 21";"2268";"23";"1857";"826";"0";"0";"4.24";"4.13";"2354";"1144";"100%,50%"
"35";"P 21";"2292";"23";"1834";"812";"0";"0";"4.42";"4.26";"2354";"1144";"100%,50%"
"36";"P 21";"2315";"23";"1824";"879";"0";"0";"4.29";"0";"2354";"1144";"100%,50%"
"37";"P 21";"2339";"23";"1857";"845";"0";"0";"4.44";"0";"2354";"1144";"100%,50%"
"38";"P 21";"2363";"23";"1800";"945";"0";"0";"4.24";"0";"2354";"1144";"100%,25%,50%"
"39";"P 21";"2387";"24";"1847";"988";"0";"0";"4.45";"0";"2354";"1144";"100%,25%,50%"
"40";"P 21";"2410";"23";"1814";"1028";"0";"0";"4.47";"0";"2354";"1144";"100%,25%,50%"
"41";"P 21";"2434";"23";"1754";"1154";"0";"0";"4.45";"0";"2354";"1144";"10%,100%,25%,50%"
"42";"P 21";"2458";"23";"1645";"1131";"0";"0";"4.41";"0";"2354";"1144";"100%,25%,50%"
"43";"P 21";"2482";"23";"1747";"1124";"0";"0";"4.44";"0";"2354";"1144";"100%,25%,50%"
"44";"P 21";"2529";"47";"1638";"1190";"0";"0";"4.37";"0";"2354";"1144";"100%,25%,50%"
"45";"P 21";"2553";"23";"1711";"925";"0";"0";"4.49";"0";"2354";"1144";"100%,50%"
"46";"P 21";"2577";"23";"1824";"925";"0";"0";"4.43";"0";"2354";"1144";"100%,50%"
"47";"P 21";"2659";"81";"2009";"885";"0";"0";"4.36";"4.25";"2354";"1144";"100%,50%"
"48";"P 21";"2790";"131";"1926";"1024";"0";"0";"4.4";"0";"2354";"1144";"100%,25%,50%"
"49";"P 21";"2810";"20";"1963";"971";"0";"0";"4.38";"4.22";"2354";"1144";"100%,50%"
"50";"P 21";"2830";"20";"1920";"975";"0";"0";"4.33";"0";"2354";"1144";"100%,50%"
"51";"P 21";"2850";"20";"1963";"895";"0";"0";"4.38";"0";"2354";"1144";"100%,50%"
"52";"P 21";"2871";"20";"1973";"952";"0";"0";"4.32";"4.23";"2354";"1144";"100%,50%"
"53";"P 21";"2891";"20";"1999";"905";"0";"0";"4.26";"4.19";"2354";"1144";"100%,50%"
"54";"P 21";"2911";"20";"1989";"978";"0";"0";"4.36";"0";"2354";"1144";"100%,50%"
"55";"P 21";"2932";"20";"1761";"1124";"0";"0";"0";"4.32";"2354";"1144";"100%,25%,50%"
"56";"P 21";"2952";"20";"1943";"1005";"0";"0";"4.32";"4.2";"2354";"1144";"100%,50%"
"57";"P 21";"2972";"19";"1956";"1058";"0";"0";"4.31";"4.18";"2354";"1144";"100%,25%,50%"
"58";"P 21";"2992";"20";"1926";"1005";"0";"0";"4.36";"0";"2354";"1144";"100%,25%,50%"
"59";"P 21";"3033";"40";"1767";"1107";"0";"0";"0";"4.19";"2354";"1144";"100%,25%,50%"
"60";"P 21";"3053";"20";"1844";"975";"0";"0";"4.26";"4.24";"2354";"1144";"100%,25%,50%"
"61";"P 21";"3074";"20";"1863";"1034";"0";"0";"4.35";"0";"2354";"1144";"100%,25%,50%"
"62";"P 21";"3094";"20";"1873";"945";"0";"0";"4.24";"0";"2354";"1144";"100%,50%"
"63";"P 21";"3114";"19";"1820";"902";"0";"0";"4.24";"0";"2354";"1144";"100%,50%"
"64";"P 21";"3134";"20";"1860";"955";"0";"0";"4.3";"0";"2354";"1144";"100%,50%"
"65";"P 21";"3155";"20";"1847";"922";"0";"0";"4.31";"3.99";"2354";"1144";"100%,50%"
"66";"P 21";"3175";"20";"1781";"1001";"0";"0";"4.41";"4.21";"2354";"1144";"100%,25%,50%"
"67";"P 21";"3195";"20";"1714";"988";"0";"0";"0";"4.13";"2354";"1144";"100%,25%,50%"
"68";"P 21";"3216";"20";"1794";"918";"0";"0";"4.22";"4.22";"2354";"1144";"100%,50%"
"69";"P 21";"3236";"20";"1827";"975";"0";"0";"4.32";"4.13";"2354";"1144";"100%,25%,50%"
"70";"P 21";"3256";"20";"1817";"925";"0";"0";"4.29";"4.27";"2354";"1144";"100%,50%"
"71";"P 21";"3297";"40";"1807";"918";"0";"0";"4.33";"4.12";"2354";"1144";"100%,50%"
"72";"P 21";"3317";"20";"1814";"958";"0";"0";"4.24";"4.21";"2354";"1144";"100%,25%,50%"
"73";"P 21";"3337";"20";"1784";"1041";"0";"0";"4.41";"4.2";"2354";"1144";"100%,25%,50%"
"74";"P 21";"3357";"20";"1764";"971";"0";"0";"4.25";"4.17";"2354";"1144";"100%,25%,50%"
"75";"P 21";"3378";"20";"1784";"1015";"0";"0";"4.23";"4.18";"2354";"1144";"100%,25%,50%"
"76";"P 21";"3398";"20";"1767";"965";"0";"0";"4.27";"4.17";"2354";"1144";"100%,25%,50%"
"77";"P 21";"3418";"20";"1810";"965";"0";"0";"4.26";"4.07";"2354";"1144";"100%,25%,50%"
"78";"P 21";"3439";"20";"1797";"1018";"0";"0";"4.3";"4.18";"2354";"1144";"100%,25%,50%"
"79";"P 21";"3459";"20";"1781";"935";"0";"0";"4.2";"4.1";"2354";"1144";"100%,50%"
"80";"P 21";"3479";"20";"1837";"1011";"0";"0";"4.26";"4.2";"2354";"1144";"100%,25%,50%"
"81";"P 21";"3499";"20";"1794";"915";"0";"0";"4.31";"4.08";"2354";"1144";"100%,50%"
"82";"P 21";"3520";"20";"1804";"961";"0";"0";"4.29";"0";"2354";"1144";"100%,25%,50%"
"83";"P 21";"3540";"20";"1751";"935";"0";"0";"4.29";"4.06";"2354";"1144";"100%,50%"
"84";"P 21";"3560";"20";"1781";"918";"0";"0";"4.25";"0";"2354";"1144";"100%,50%"
"85";"P 21";"3581";"20";"1784";"955";"0";"0";"4.29";"0";"2354";"1144";"100%,25%,50%"
"86";"P 21";"3601";"20";"1754";"965";"0";"0";"4.33";"4.17";"2354";"1144";"100%,25%,50%"
"87";"P 21";"3621";"20";"1757";"1078";"0";"0";"0";"4.15";"2354";"1144";"100%,25%,50%"
"88";"P 21";"3641";"20";"1800";"1011";"0";"0";"4.32";"0";"2354";"1144";"100%,25%,50%"
"89";"P 21";"3661";"20";"1860";"1074";"0";"0";"4.3";"4.11";"2354";"1144";"100%,25%,50%"
"90";"P 21";"3800";"138";"1820";"1034";"0";"0";"4.27";"4.15";"2354";"1144";"100%,25%,50%"
"91";"P 21";"3819";"18";"1761";"1021";"0";"0";"4.34";"4.18";"2354";"1144";"100%,25%,50%"
"92";"P 21";"3838";"18";"1701";"1011";"0";"0";"0";"4.1";"2354";"1144";"100%,25%,50%"
"93";"P 21";"3857";"18";"1810";"938";"0";"0";"4.24";"4.15";"2354";"1144";"100%,50%"
"94";"P 21";"3875";"18";"1804";"952";"0";"0";"4.31";"0";"2354";"1144";"100%,25%,50%"
